"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.600733480E-1,2.813293412E-2,3.595738672E-4,-1.156505942E-1,1.190237423E-1
1.625184000E-1,3.424158320E-2,9.522547945E-3,-1.144288629E-1,1.198212402E-1
1.649641810E-1,2.752206847E-2,1.685292460E-2,-1.156505942E-1,1.200689188E-1
1.674092330E-1,3.790676966E-2,3.273540735E-2,-1.138180047E-1,1.243505862E-1
1.698534520E-1,3.301985189E-2,4.678529501E-2,-1.138180047E-1,1.274115876E-1
1.722984520E-1,4.645887762E-2,7.060901821E-2,-1.113745421E-1,1.398154119E-1
1.747442850E-1,4.096109420E-2,8.221544325E-2,-1.095419526E-1,1.429567408E-1
1.771892850E-1,5.745444074E-2,1.054283082E-1,-1.058767587E-1,1.600813199E-1
1.796335560E-1,5.623271316E-2,1.176456064E-1,-1.046550274E-1,1.671983298E-1
1.820785560E-1,6.417395175E-2,1.390258670E-1,-1.034332961E-1,1.847834801E-1
1.845243890E-1,6.539568305E-2,1.506322920E-1,-1.003789753E-1,1.924645979E-1
1.869693890E-1,6.539568305E-2,1.652930528E-1,-1.003789753E-1,2.041429091E-1
1.894136080E-1,7.089346647E-2,1.726234257E-1,-9.976811707E-2,2.116090921E-1
1.918586600E-1,6.417395175E-2,1.732342839E-1,-1.040441692E-1,2.120226458E-1
1.943044420E-1,7.333692163E-2,1.787320673E-1,-1.028224379E-1,2.188513416E-1
1.967494940E-1,6.234135479E-2,1.701799631E-1,-1.077093482E-1,2.108292391E-1
1.991937120E-1,7.150433213E-2,1.689582318E-1,-1.119854003E-1,2.149429773E-1
2.016387120E-1,6.111963093E-2,1.524648964E-1,-1.180940568E-1,2.023051166E-1
2.040845460E-1,6.295222044E-2,1.475779712E-1,-1.248135567E-1,2.032748474E-1
2.065295980E-1,5.867617205E-2,1.323063523E-1,-1.321439296E-1,1.959843926E-1
2.089738170E-1,5.317838863E-2,1.188673228E-1,-1.431394964E-1,1.935104568E-1
2.114188170E-1,5.684357882E-2,1.042065769E-1,-1.535241902E-1,1.940615369E-1
2.138646500E-1,4.462628067E-2,8.710236847E-2,-1.645197570E-1,1.914290416E-1
2.163096500E-1,5.501098186E-2,7.855026424E-2,-1.755153239E-1,2.000049526E-1
2.187538690E-1,4.096109420E-2,6.083518267E-2,-1.901760846E-1,2.038275591E-1
2.211989210E-1,4.951319844E-2,5.655913055E-2,-2.017825097E-1,2.153292207E-1
2.236447020E-1,3.973936290E-2,3.945491463E-2,-2.176649868E-1,2.247530951E-1
2.260897540E-1,4.462628067E-2,3.640059382E-2,-2.335474789E-1,2.405429963E-1
2.285339730E-1,4.340455309E-2,2.479416318E-2,-2.506517172E-1,2.555875370E-1
2.309790250E-1,4.096109420E-2,1.807465218E-2,-2.665341794E-1,2.702683354E-1
2.334248060E-1,4.768060520E-2,1.074427553E-2,-2.836383879E-1,2.878187184E-1
2.358698580E-1,4.035022855E-2,1.581305172E-3,-3.007425964E-1,3.034415113E-1
2.383140770E-1,5.378925428E-2,-2.694746945E-3,-3.160142303E-1,3.205706463E-1
2.407590770E-1,4.645887762E-2,-1.491204090E-2,-3.331184387E-1,3.366729726E-1
2.432049100E-1,5.806530640E-2,-1.552290656E-2,-3.496117890E-1,3.547406707E-1
2.456499100E-1,5.134579539E-2,-2.835106663E-2,-3.667159975E-1,3.713768928E-1
2.480941290E-1,5.867617205E-2,-3.018365987E-2,-3.789332807E-1,3.846353828E-1
2.505391810E-1,5.745444074E-2,-4.179009050E-2,-3.923723102E-1,3.987523720E-1
2.529850140E-1,5.623271316E-2,-4.545528069E-2,-4.052004814E-1,4.116014221E-1
2.554300140E-1,6.417395175E-2,-5.034219846E-2,-4.149743021E-1,4.229140627E-1
2.578742330E-1,5.623271316E-2,-5.522911623E-2,-4.247481525E-1,4.319992666E-1
2.603192850E-1,6.783913821E-2,-5.583998188E-2,-4.308567941E-1,4.397247199E-1
2.627650670E-1,5.623271316E-2,-6.255949289E-2,-4.406306446E-1,4.485879770E-1
2.652101190E-1,6.417395175E-2,-6.011603400E-2,-4.467392862E-1,4.553111282E-1
2.676543370E-1,5.317838863E-2,-7.538764179E-2,-4.546805322E-1,4.639457123E-1
2.700993370E-1,5.317838863E-2,-8.332888782E-2,-4.620108902E-1,4.724676785E-1
2.725451710E-1,4.462628067E-2,-1.083743423E-1,-4.754499197E-1,4.896826821E-1
2.749901710E-1,3.729590774E-2,-1.285328716E-1,-4.876672029E-1,5.056985116E-1
2.774343890E-1,3.607417643E-2,-1.621304452E-1,-5.004953742E-1,5.273359907E-1
2.798794420E-1,2.019169182E-2,-2.024475187E-1,-5.182104111E-1,5.567178212E-1
2.823252750E-1,2.324601635E-2,-2.372668087E-1,-5.365363359E-1,5.871176676E-1
2.847702750E-1,2.476616763E-3,-2.843033969E-1,-5.609709620E-1,6.289061738E-1
2.872144940E-1,5.530940369E-3,-3.191227019E-1,-5.817403793E-1,6.635448433E-1
2.896595460E-1,-1.035154238E-2,-3.655484021E-1,-6.067857742E-1,7.084643707E-1
2.921053270E-1,-9.129812941E-3,-3.930373192E-1,-6.318312287E-1,7.441588469E-1
2.945503790E-1,-1.462759450E-2,-4.248022735E-1,-6.587092876E-1,7.839444264E-1
2.969945980E-1,-2.012537792E-2,-4.412956238E-1,-6.843656301E-1,8.145570417E-1
2.994395980E-1,-1.279500127E-2,-4.510694742E-1,-7.094110847E-1,8.407683805E-1
3.018854310E-1,-1.890364848E-2,-4.541237950E-1,-7.344565392E-1,8.637199645E-1
3.043304310E-1,6.440225989E-4,-4.486260116E-1,-7.576693892E-1,8.805274649E-1
3.067747020E-1,3.087481484E-3,-4.498477280E-1,-7.784388065E-1,8.990770192E-1
3.092197020E-1,3.118725866E-2,-4.351869822E-1,-7.949321270E-1,9.067951484E-1
3.116655350E-1,4.035022855E-2,-4.296891987E-1,-8.108146191E-1,9.185212545E-1
3.141105350E-1,6.356308609E-2,-4.070872068E-1,-8.230319023E-1,9.204030487E-1
3.165547540E-1,7.333692163E-2,-3.881503940E-1,-8.346383572E-1,9.233960254E-1
3.189998060E-1,8.311075717E-2,-3.576071560E-1,-8.425796032E-1,9.190923042E-1
3.214455870E-1,9.593892097E-2,-3.295073807E-1,-8.499099612E-1,9.165840565E-1
3.238906390E-1,9.654978663E-2,-3.026293516E-1,-8.584620953E-1,9.153488705E-1
3.263348580E-1,1.167083159E-1,-2.775838673E-1,-8.645707369E-1,9.155087075E-1
3.287798580E-1,1.167083159E-1,-2.684209049E-1,-8.737336993E-1,9.214560166E-1
3.312256920E-1,1.417537779E-1,-2.537601590E-1,-8.792314529E-1,9.260325587E-1
3.336706920E-1,1.460298300E-1,-2.568144798E-1,-8.865618706E-1,9.344893465E-1
3.361149620E-1,1.692426950E-1,-2.537601590E-1,-8.926705122E-1,9.433440260E-1
3.385599620E-1,1.796273887E-1,-2.604796588E-1,-8.993899822E-1,9.534243502E-1
3.410057960E-1,1.924555451E-1,-2.604796588E-1,-9.061095119E-1,9.622490514E-1
3.434507960E-1,2.089488953E-1,-2.641448677E-1,-9.134398699E-1,9.735525399E-1
3.458950140E-1,2.107814997E-1,-2.684209049E-1,-9.207702875E-1,9.819860209E-1
3.483400670E-1,2.297182977E-1,-2.641448677E-1,-9.293223619E-1,9.930675001E-1
3.507859000E-1,2.266639769E-1,-2.671991885E-1,-9.421505332E-1,1.005196295E0
3.532309000E-1,2.449899167E-1,-2.623122633E-1,-9.549787045E-1,1.020201994E0
3.556751190E-1,2.462116480E-1,-2.781947553E-1,-9.696394205E-1,1.038370408E0
3.581201190E-1,2.657592893E-1,-2.879685760E-1,-9.843001962E-1,1.059434178E0
3.605659520E-1,2.785874605E-1,-3.160683811E-1,-1.003237128E0,1.088115311E0
3.630110040E-1,2.914156318E-1,-3.380594850E-1,-1.017897844E0,1.111450992E0
3.654552230E-1,3.091306984E-1,-3.631049395E-1,-1.031336904E0,1.136249442E0
3.679002230E-1,3.085198402E-1,-3.795982897E-1,-1.045997620E0,1.154725237E0
3.703460560E-1,3.244023323E-1,-3.844852149E-1,-1.054549813E0,1.168392512E0
3.727910560E-1,3.176828027E-1,-3.942590654E-1,-1.064323545E0,1.178620881E0
3.752353270E-1,3.366196156E-1,-3.869286776E-1,-1.072264791E0,1.188603529E0
3.776803270E-1,3.366196156E-1,-3.875395358E-1,-1.081427813E0,1.197073837E0
3.801261600E-1,3.561672866E-1,-3.698244691E-1,-1.086925626E0,1.202095084E0
3.825711600E-1,3.647193909E-1,-3.612723649E-1,-1.093645096E0,1.208138051E0
3.850153790E-1,3.775475621E-1,-3.435572684E-1,-1.098532081E0,1.211340782E0
3.874604310E-1,3.946517706E-1,-3.343943059E-1,-1.101586342E0,1.216988924E0
3.899062120E-1,4.019821286E-1,-3.264530599E-1,-1.102808118E0,1.218337793E0
3.923512640E-1,4.233624041E-1,-3.197335601E-1,-1.099753737E0,1.221033807E0
3.947954830E-1,4.239732623E-1,-3.227878809E-1,-1.094866872E0,1.217652993E0
3.972404830E-1,4.435209334E-1,-3.185118139E-1,-1.083871245E0,1.213646353E0
3.996863170E-1,4.398557544E-1,-3.301182687E-1,-1.071653962E0,1.204530353E0
4.021313170E-1,4.514621794E-1,-3.221770227E-1,-1.056993246E0,1.193671167E0
4.045755870E-1,4.514621794E-1,-3.270639181E-1,-1.037445545E0,1.177744525E0
4.070205870E-1,4.563491046E-1,-3.215661347E-1,-1.016676188E0,1.159866266E0
4.094664210E-1,4.655120671E-1,-3.179009557E-1,-9.928523302E-1,1.141717238E0
4.119114210E-1,4.618468881E-1,-3.130140305E-1,-9.690285921E-1,1.118166689E0
4.143556390E-1,4.722315669E-1,-2.995750308E-1,-9.427614212E-1,1.096150970E0
4.168006920E-1,4.557382464E-1,-2.867468596E-1,-9.177159667E-1,1.064013020E0
4.192464730E-1,4.587925673E-1,-2.598688006E-1,-8.883944154E-1,1.033086178E0
4.216915250E-1,4.374122918E-1,-2.507058382E-1,-8.633489609E-1,9.997771544E-1
4.241357440E-1,4.374122918E-1,-2.403211296E-1,-8.358600736E-1,9.735223782E-1
4.265807440E-1,4.227515459E-1,-2.476515025E-1,-8.077602983E-1,9.447363842E-1
4.290265770E-1,4.087016582E-1,-2.513166964E-1,-7.790496349E-1,9.149401407E-1
4.314715770E-1,3.958734870E-1,-2.678100467E-1,-7.503390312E-1,8.896329021E-1
4.339158480E-1,3.732714951E-1,-2.898011804E-1,-7.216283679E-1,8.625913485E-1
4.363608480E-1,3.671628535E-1,-3.099597096E-1,-6.910851598E-1,8.417138948E-1
4.388066810E-1,3.415065408E-1,-3.331725895E-1,-6.623744965E-1,8.163152978E-1
4.412516810E-1,3.402847946E-1,-3.398920894E-1,-6.324421167E-1,7.945460370E-1
4.436959000E-1,3.201262653E-1,-3.478333354E-1,-6.055640578E-1,7.682295771E-1
4.461409520E-1,3.213479817E-1,-3.288965225E-1,-5.750208497E-1,7.362651869E-1
4.485867850E-1,3.121850193E-1,-3.038510680E-1,-5.487536788E-1,7.006536646E-1
4.510317850E-1,3.115741611E-1,-2.604796588E-1,-5.218756199E-1,6.612732212E-1
4.534760040E-1,3.146284819E-1,-2.109996229E-1,-4.980519116E-1,6.257536489E-1
4.559210040E-1,3.085198402E-1,-1.499131471E-1,-4.785042405E-1,5.887484621E-1
4.583668370E-1,3.201262653E-1,-8.516147733E-2,-4.583457112E-1,5.655210818E-1
4.608118890E-1,3.079089820E-1,-3.262712061E-2,-4.449066818E-1,5.420465162E-1
4.632561080E-1,3.237914443E-1,2.296156995E-2,-4.320785105E-1,5.404257325E-1
4.657011080E-1,3.134067655E-1,5.411566794E-2,-4.223046899E-1,5.286715022E-1
4.681469420E-1,3.256240487E-1,8.465890586E-2,-4.106982648E-1,5.309154511E-1
4.705919420E-1,3.225697279E-1,9.748706222E-2,-4.027570188E-1,5.251363374E-1
4.730361600E-1,3.292892277E-1,1.121478230E-1,-3.948157728E-1,5.262015052E-1
4.754812120E-1,3.366196156E-1,1.219216585E-1,-3.868745267E-1,5.271143669E-1
4.779269940E-1,3.360087574E-1,1.378041357E-1,-3.801550269E-1,5.257468110E-1
4.803720460E-1,3.488368988E-1,1.610170007E-1,-3.722137809E-1,5.349362160E-1
4.828162640E-1,3.408956528E-1,1.872841865E-1,-3.654942811E-1,5.337333436E-1
4.852613170E-1,3.561672866E-1,2.337098867E-1,-3.575530350E-1,5.561651014E-1
4.877070980E-1,3.506695032E-1,2.789138854E-1,-3.520552516E-1,5.698288832E-1
4.901521500E-1,3.665519953E-1,3.430546820E-1,-3.416705430E-1,6.072772349E-1
4.925963690E-1,3.720497787E-1,4.041411281E-1,-3.361727595E-1,6.440211281E-1
4.950413690E-1,3.903757036E-1,4.762232006E-1,-3.276206553E-1,6.975077207E-1
4.974872020E-1,4.105342329E-1,5.458617806E-1,-3.166250885E-1,7.528312471E-1
4.999322020E-1,4.251950085E-1,6.185547113E-1,-3.068512678E-1,8.108997637E-1
5.023764210E-1,4.545165002E-1,6.967453957E-1,-2.921904922E-1,8.817112220E-1
5.048214730E-1,4.667337835E-1,7.676056623E-1,-2.775297463E-1,9.402561553E-1
5.072673060E-1,5.003313422E-1,8.500724435E-1,-2.549277544E-1,1.018794764E0
5.097123060E-1,5.082725883E-1,9.239870310E-1,-2.317148745E-1,1.079715166E0
5.121565250E-1,5.345397592E-1,1.010118961E0,-1.999499202E-1,1.160195260E0
5.146015770E-1,5.485896468E-1,1.081590176E0,-1.651306301E-1,1.223950993E0
5.170473580E-1,5.681373477E-1,1.164667726E0,-1.254244149E-1,1.301907155E0
5.194924100E-1,5.827981234E-1,1.239804149E0,-8.144217730E-2,1.372370507E0
5.219366290E-1,5.858524442E-1,1.317383885E0,-3.501644731E-2,1.442203016E0
5.243816290E-1,5.992914438E-1,1.393741965E0,1.873964630E-2,1.517240282E0
5.268274620E-1,5.901284814E-1,1.456050277E0,7.066313922E-2,1.572681567E0
5.292724620E-1,5.992914438E-1,1.520801902E0,1.286952943E-1,1.639680194E0
5.317167330E-1,5.852415562E-1,1.557453752E0,1.855057180E-1,1.674091467E0
5.341617330E-1,5.882958770E-1,1.591051340E0,2.459813356E-1,1.714072117E0
5.366075670E-1,5.736351013E-1,1.600214243E0,3.076786399E-1,1.727544210E0
5.390525670E-1,5.638613105E-1,1.605712056E0,3.669325411E-1,1.740945224E0
5.414967850E-1,5.498114228E-1,1.589218736E0,4.292407334E-1,1.735556510E0
5.439418370E-1,5.253767967E-1,1.563562393E0,4.884946048E-1,1.720283440E0
5.463876190E-1,5.088834763E-1,1.531797409E0,5.495811105E-1,1.705111460E0
5.488326710E-1,4.685663879E-1,1.493312955E0,6.070023775E-1,1.678686965E0
5.512768890E-1,4.459643960E-1,1.460326314E0,6.656454206E-1,1.665689350E0
5.537218890E-1,3.970952332E-1,1.410846233E0,7.194014788E-1,1.632700281E0
5.561677230E-1,3.689954281E-1,1.372972608E0,7.713249922E-1,1.617452828E0
5.586127750E-1,3.250131905E-1,1.324714303E0,8.220267892E-1,1.592554426E0
5.610569940E-1,2.859178483E-1,1.286229849E0,8.727285266E-1,1.580440230E0
5.635019940E-1,2.480442226E-1,1.238582373E0,9.191542864E-1,1.562196157E0
5.659478270E-1,1.997859329E-1,1.193989277E0,9.613039494E-1,1.545842843E0
5.683928270E-1,1.649666429E-1,1.150007010E0,1.002231836E0,1.534339848E0
5.708370460E-1,1.124322638E-1,1.096861720E0,1.038883686E0,1.514934309E0
5.732820980E-1,8.249989897E-2,1.050436020E0,1.072481155E0,1.503475272E0
5.757279310E-1,2.874379978E-2,9.966799021E-1,1.101802707E0,1.485989986E0
5.781729310E-1,-5.464624614E-3,9.600280523E-1,1.131124258E0,1.483619160E0
5.806171500E-1,-5.860985443E-2,9.172675610E-1,1.158613086E0,1.478918245E0
5.830622020E-1,-1.038138419E-1,8.946655393E-1,1.184880257E0,1.488336307E0
5.855079830E-1,-1.526830196E-1,8.683983684E-1,1.210536599E0,1.497606987E0
5.879530350E-1,-2.052173764E-1,8.494615555E-1,1.232527733E0,1.510901624E0
5.903972540E-1,-2.406475395E-1,8.280813098E-1,1.258794904E0,1.525842228E0
5.928422540E-1,-2.931819260E-1,7.975380421E-1,1.280175209E0,1.536512654E0
5.952880870E-1,-3.200599551E-1,7.755469084E-1,1.301555514E0,1.548534190E0
5.977330870E-1,-3.707617223E-1,7.419493794E-1,1.323546648E0,1.561963145E0
6.001773580E-1,-3.970289230E-1,7.230125666E-1,1.347370267E0,1.579805613E0
6.026223580E-1,-4.416220486E-1,6.973562241E-1,1.368750572E0,1.598378511E0
6.050681920E-1,-4.721652865E-1,6.863606572E-1,1.390130877E0,1.620646435E0
6.075131920E-1,-5.057628155E-1,6.716999412E-1,1.412122011E0,1.643491835E0
6.099574100E-1,-5.460799336E-1,6.704781651E-1,1.432891369E0,1.673595512E0
6.124024620E-1,-5.699036121E-1,6.710890532E-1,1.456715107E0,1.702107384E0
6.148482440E-1,-6.035012007E-1,6.649804115E-1,1.478095412E0,1.729502441E0
6.172932960E-1,-6.102207303E-1,6.655912995E-1,1.500697374E0,1.751420488E0
6.197375140E-1,-6.395422220E-1,6.582608819E-1,1.523299336E0,1.778415731E0
6.221825140E-1,-6.462617517E-1,6.729216576E-1,1.549566507E0,1.808765924E0
6.246283480E-1,-6.737506390E-1,6.857498288E-1,1.572779417E0,1.843319789E0
6.270734000E-1,-6.951308846E-1,7.181256413E-1,1.600268364E0,1.886735334E0
6.295176190E-1,-7.238415480E-1,7.511123419E-1,1.623481154E0,1.929716921E0
6.319626190E-1,-7.549956441E-1,7.847098708E-1,1.647304893E0,1.974690207E0
6.344084520E-1,-7.696564198E-1,8.073118925E-1,1.671739459E0,2.009685626E0
6.368534520E-1,-7.989779115E-1,8.176965714E-1,1.690676332E0,2.040926222E0
6.392976710E-1,-8.075299859E-1,8.286921382E-1,1.709002256E0,2.063861442E0
6.417427230E-1,-8.386840820E-1,8.268595338E-1,1.723662972E0,2.087606697E0
6.441885040E-1,-8.460144997E-1,8.250269890E-1,1.736491203E0,2.100431328E0
6.466335560E-1,-8.539557457E-1,7.743251920E-1,1.744432330E0,2.090900302E0
6.490777750E-1,-8.179147243E-1,6.692564487E-1,1.751762748E0,2.045864466E0
6.515228270E-1,-7.745433450E-1,5.202054381E-1,1.757260561E0,1.989596886E0
6.539686080E-1,-7.342262268E-1,3.674892485E-1,1.762758374E0,1.944595996E0
6.564136600E-1,-7.012395263E-1,2.282121032E-1,1.773143053E0,1.920378589E0
6.588578790E-1,-7.220089436E-1,1.249759793E-1,1.783527732E0,1.928182326E0
6.613028790E-1,-7.659912109E-1,1.011522561E-1,1.796966791E0,1.956032710E0
6.637487120E-1,-8.625078201E-1,1.274194419E-1,1.805518866E0,2.005007189E0
6.661937120E-1,-9.645222425E-1,1.872841865E-1,1.804908037E0,2.055011325E0
6.686379310E-1,-1.059206247E0,2.453163415E-1,1.794523239E0,2.098192469E0
6.710829830E-1,-1.123347044E0,2.813573182E-1,1.772532225E0,2.117295683E0
6.735288170E-1,-1.142283916E0,2.734161019E-1,1.737102032E0,2.096924505E0
6.759738170E-1,-1.105021119E0,2.074427158E-1,1.691897988E0,2.031409106E0
6.784180350E-1,-1.016445756E0,8.343717456E-2,1.638752818E0,1.930190285E0
6.808630870E-1,-8.954945207E-1,-6.255949289E-2,1.586829305E0,1.823143266E0
6.833088690E-1,-7.922583818E-1,-1.676282287E-1,1.541625261E0,1.741373312E0
6.857539210E-1,-7.378914356E-1,-1.914519519E-1,1.507416844E0,1.689213771E0
6.881981390E-1,-7.262849808E-1,-1.621304452E-1,1.482371449E0,1.658674552E0
6.906431390E-1,-7.427783608E-1,-1.187590361E-1,1.468932390E0,1.650328988E0
6.930889730E-1,-7.690455317E-1,-9.310272336E-2,1.459769487E0,1.652581648E0
6.955339730E-1,-7.830954194E-1,-1.212024987E-1,1.455493331E0,1.657223376E0
6.979782440E-1,-7.849280238E-1,-2.048909664E-1,1.448163033E0,1.659900141E0
7.004232440E-1,-7.757650614E-1,-3.252313435E-1,1.440221786E0,1.667880587E0
7.028690770E-1,-7.678238153E-1,-4.596215785E-1,1.433502197E0,1.689891700E0
7.053140770E-1,-7.678238153E-1,-5.824053288E-1,1.424950123E0,1.720241911E0
7.077582960E-1,-7.812628150E-1,-6.819763184E-1,1.414565444E0,1.753983660E0
7.102033480E-1,-8.044756651E-1,-7.522257566E-1,1.398682952E0,1.780263656E0
7.126491290E-1,-8.282994032E-1,-8.010949492E-1,1.374859214E0,1.793898235E0
7.150941810E-1,-8.460144997E-1,-8.230860829E-1,1.340650797E0,1.786212695E0
7.175384000E-1,-8.588426709E-1,-8.194208741E-1,1.297890306E0,1.758857739E0
7.199834000E-1,-8.631187081E-1,-7.925428152E-1,1.245966792E0,1.710418447E0
7.224292330E-1,-8.582317829E-1,-7.375649810E-1,1.184880257E0,1.638445946E0
7.248742850E-1,-8.454036117E-1,-6.502113342E-1,1.117685199E0,1.544895546E0
7.273185040E-1,-8.258559704E-1,-5.335361958E-1,1.044992328E0,1.434819822E0
7.297635040E-1,-7.971453071E-1,-3.960916400E-1,9.716886282E-1,1.317766299E0
7.322093370E-1,-7.617151737E-1,-2.488732338E-1,8.959414363E-1,1.202022857E0
7.346543370E-1,-7.171220183E-1,-1.053200215E-1,8.214159012E-1,1.095481802E0
7.370985560E-1,-6.658093929E-1,2.418330126E-2,7.536099553E-1,1.005890125E0
7.395436080E-1,-6.089989543E-1,1.292520314E-1,6.906908751E-1,9.298600426E-1
7.419893890E-1,-5.540211797E-1,2.025557905E-1,6.363239288E-1,8.676845384E-1
7.444344420E-1,-5.069845915E-1,2.385968119E-1,5.892873406E-1,8.131552032E-1
7.468786600E-1,-4.685000777E-1,2.349316329E-1,5.532463193E-1,7.620804976E-1
7.493236600E-1,-4.446763694E-1,1.878950447E-1,5.257573724E-1,7.137663735E-1
7.517694940E-1,-4.373459816E-1,1.048174351E-1,5.043771267E-1,6.757621536E-1
7.542145460E-1,-4.489524066E-1,-5.138205830E-3,4.897163510E-1,6.643845039E-1
7.566587640E-1,-4.770522118E-1,-1.340306550E-1,4.781099260E-1,6.885725311E-1
7.591037640E-1,-5.143149495E-1,-2.794164717E-1,4.646708965E-1,7.473369214E-1
7.615495980E-1,-5.521885753E-1,-4.327435195E-1,4.487884045E-1,8.328206340E-1
7.639945980E-1,-5.863969922E-1,-5.842379332E-1,4.231320918E-1,9.296430294E-1
7.664388170E-1,-6.120532751E-1,-7.180173397E-1,3.870910704E-1,1.019802730E0
7.688838690E-1,-6.193836927E-1,-8.224751949E-1,3.394436240E-1,1.084123415E0
7.713297020E-1,-6.138858795E-1,-9.086071253E-1,2.765245438E-1,1.130879571E0
7.737747020E-1,-5.937273502E-1,-9.733587503E-1,2.007773370E-1,1.157692084E0
7.762189210E-1,-5.644058585E-1,-1.013064981E0,1.140345335E-1,1.165271858E0
7.786639730E-1,-5.234779119E-1,-1.024060607E0,1.812878065E-2,1.150242541E0
7.811097540E-1,-4.776630700E-1,-1.008178115E0,-8.938340843E-2,1.119184754E0
7.835548060E-1,-4.269613028E-1,-9.660283923E-1,-2.036150992E-1,1.075623502E0
7.859990250E-1,-3.780921102E-1,-9.073854089E-1,-3.227337301E-1,1.034629878E0
7.884440250E-1,-3.267794847E-1,-8.346924782E-1,-4.449066818E-1,1.000718902E0
7.908898580E-1,-2.754668295E-1,-7.497822642E-1,-5.676904917E-1,9.799632199E-1
7.933348580E-1,-2.229324579E-1,-6.605960131E-1,-6.904742718E-1,9.812444615E-1
7.957791290E-1,-1.624568552E-1,-5.775184631E-1,-8.108146191E-1,1.008632813E0
7.982241290E-1,-9.770520031E-2,-5.023820400E-1,-9.305440784E-1,1.062001084E0
8.006699620E-1,-3.234267235E-2,-4.327435195E-1,-1.044165015E0,1.130749124E0
8.031149620E-1,3.485244513E-2,-3.692136109E-1,-1.152899027E0,1.211077846E0
8.055591810E-1,1.002149731E-1,-3.056836724E-1,-1.257356882E0,1.297856647E0
8.080042330E-1,1.594688594E-1,-2.372668087E-1,-1.351430058E0,1.381335969E0
8.104500140E-1,2.144466788E-1,-1.621304452E-1,-1.435729384E0,1.460682212E0
8.128950670E-1,2.682027519E-1,-8.699408174E-2,-1.509644032E0,1.535749260E0
8.153392850E-1,3.201262653E-1,-1.430117711E-2,-1.575006485E0,1.607274332E0
8.177842850E-1,3.738823533E-1,5.533739924E-2,-1.626929998E0,1.670254909E0
8.202301190E-1,4.319145083E-1,1.152021438E-1,-1.670912266E0,1.729673228E0
8.226751190E-1,4.887249172E-1,1.768994778E-1,-1.700844646E0,1.778487554E0
8.251193370E-1,5.479788184E-1,2.282121032E-1,-1.718559742E0,1.818188422E0
8.275643890E-1,6.066218019E-1,2.819682062E-1,-1.727722645E0,1.852706565E0
8.300102230E-1,6.573235989E-1,3.442763984E-1,-1.727111816E0,1.879764820E0
8.324552230E-1,7.013058662E-1,4.084171951E-1,-1.724057555E0,1.905520658E0
8.348994420E-1,7.422338128E-1,4.646167457E-1,-1.719781399E0,1.929877668E0
8.373444940E-1,7.831616998E-1,5.079881549E-1,-1.712451100E0,1.950354579E0
8.397902750E-1,8.228679299E-1,5.275358558E-1,-1.708175063E0,1.968061929E0
8.422353270E-1,8.625741601E-1,5.226489305E-1,-1.703898907E0,1.980017063E0
8.446795460E-1,9.022803307E-1,4.908839166E-1,-1.702066422E0,1.987990673E0
8.471245460E-1,9.358779192E-1,4.352952540E-1,-1.698401213E0,1.987439588E0
8.495703790E-1,9.645885229E-1,3.650457859E-1,-1.695346832E0,1.984411834E0
