"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
4.475538750E-1,1.008258387E-1,-4.810018539E-1,-3.404488266E-1,5.978578734E-1
4.499980940E-1,1.179300472E-1,-4.474042952E-1,-3.496117890E-1,5.799193930E-1
4.524430940E-1,1.564145386E-1,-3.985351026E-1,-3.569421768E-1,5.574077982E-1
4.548888750E-1,1.747404784E-1,-3.527202606E-1,-3.642725348E-1,5.363210761E-1
4.573339270E-1,2.156684101E-1,-2.849142551E-1,-3.648833930E-1,5.107140946E-1
4.597780940E-1,2.407138646E-1,-2.189408541E-1,-3.648833930E-1,4.888948279E-1
4.622230940E-1,2.798092067E-1,-1.303654760E-1,-3.587747514E-1,4.732944874E-1
4.646689270E-1,3.182936609E-1,-4.117922857E-2,-3.465574682E-1,4.723437966E-1
4.671139270E-1,3.512803614E-1,6.388950348E-2,-3.300641179E-1,4.862325399E-1
4.695581460E-1,3.970952332E-1,1.738451570E-1,-3.037969172E-1,5.293385776E-1
4.720031460E-1,4.270275831E-1,2.831899226E-1,-2.763080299E-1,5.821470745E-1
4.744489270E-1,4.801728129E-1,3.980324864E-1,-2.439321727E-1,6.697004520E-1
4.768939270E-1,5.064399838E-1,5.000469089E-1,-2.078911513E-1,7.414493233E-1
4.793381460E-1,5.565308928E-1,6.008396149E-1,-1.663523614E-1,8.357080744E-1
4.817831460E-1,5.827981234E-1,6.808629036E-1,-1.229809672E-1,9.046282465E-1
4.842289790E-1,6.151739359E-1,7.572209835E-1,-7.594439387E-2,9.785653480E-1
4.866739790E-1,6.371650696E-1,8.103662133E-1,-3.012952954E-2,1.031300400E0
4.891181460E-1,6.493823528E-1,8.543484807E-1,1.568532176E-2,1.073244984E0
4.915631980E-1,6.622105241E-1,8.861134052E-1,6.333277375E-2,1.108030137E0
4.940089790E-1,6.512149572E-1,9.001633525E-1,1.091476232E-1,1.116372781E0
4.964539790E-1,6.561018825E-1,9.074937105E-1,1.543516219E-1,1.130415383E0
4.988981980E-1,6.310564280E-1,8.897786140E-1,1.940578371E-1,1.107969603E0
5.013431980E-1,6.255586147E-1,8.732852936E-1,2.349857688E-1,1.099622251E0
5.037889790E-1,5.974588394E-1,8.354116678E-1,2.710267603E-1,1.062226541E0
5.062339790E-1,5.797437429E-1,8.018140793E-1,3.040134609E-1,1.035100386E0
5.086781980E-1,5.534765720E-1,7.541666627E-1,3.308915198E-1,9.922665311E-1
5.111231980E-1,5.235441923E-1,7.071300745E-1,3.571586907E-1,9.495755862E-1
5.135690310E-1,5.027748346E-1,6.600934863E-1,3.822041452E-1,9.135567599E-1
5.160140310E-1,4.655120671E-1,6.106134653E-1,4.029735625E-1,8.671435756E-1
5.184582500E-1,4.471861124E-1,5.666311979E-1,4.231320918E-1,8.367120775E-1
5.209032500E-1,4.062581956E-1,5.177620053E-1,4.390145838E-1,7.911112567E-1
5.233490310E-1,3.879322410E-1,4.859969914E-1,4.555079043E-1,7.708254991E-1
5.257940310E-1,3.494477570E-1,4.475125372E-1,4.689469337E-1,7.364050737E-1
5.282382500E-1,3.268457651E-1,4.261322618E-1,4.799425006E-1,7.202511108E-1
5.306832500E-1,2.956916690E-1,4.016976953E-1,4.921598136E-1,7.007252555E-1
5.331290310E-1,2.669810355E-1,3.900912404E-1,5.031554103E-1,6.903733889E-1
5.355740310E-1,2.462116480E-1,3.839825988E-1,5.153726935E-1,6.882382037E-1
5.380182500E-1,2.156684101E-1,3.797065616E-1,5.251465440E-1,6.829852331E-1
5.404632500E-1,2.065054476E-1,3.870369196E-1,5.404181480E-1,6.960559257E-1
5.429090830E-1,1.771839410E-1,3.864260614E-1,5.563006401E-1,7.001354526E-1
5.453540830E-1,1.765730679E-1,4.053628743E-1,5.721831322E-1,7.231117790E-1
5.477983020E-1,1.564145386E-1,4.145258367E-1,5.917307734E-1,7.392174818E-1
5.502433020E-1,1.496950239E-1,4.426256120E-1,6.143327951E-1,7.718360032E-1
5.526890830E-1,1.374777257E-1,4.676710665E-1,6.387673616E-1,8.035173264E-1
5.551340830E-1,1.228169575E-1,5.049338341E-1,6.625910997E-1,8.420624367E-1
5.575783020E-1,1.167083159E-1,5.476943851E-1,6.900799870E-1,8.887071278E-1
5.600233020E-1,9.410632402E-2,5.910657644E-1,7.151254416E-1,9.325337180E-1
5.624690830E-1,9.410632402E-2,6.399349570E-1,7.444469333E-1,9.861916578E-1
5.649140830E-1,7.394778728E-2,6.778085828E-1,7.719358802E-1,1.029940655E0
5.673583020E-1,7.761297375E-2,7.266777158E-1,8.000356555E-1,1.083578020E0
5.698033020E-1,6.234135479E-2,7.639405131E-1,8.250811100E-1,1.126166236E0
5.722491360E-1,6.173049659E-2,8.152531385E-1,8.507373929E-1,1.179916288E0
5.746941360E-1,5.501098186E-2,8.580136299E-1,8.770046234E-1,1.228149301E0
5.771383540E-1,4.951319844E-2,9.074937105E-1,9.026609063E-1,1.280934465E0
5.795833540E-1,5.378925428E-2,9.545302987E-1,9.277063608E-1,1.332163829E0
5.820291360E-1,5.073492974E-2,9.924038649E-1,9.521409869E-1,1.376231057E0
5.844741360E-1,7.272606343E-2,1.026612282E0,9.796298742E-1,1.420878794E0
5.869183540E-1,7.639124990E-2,1.046770811E0,1.005286217E0,1.453328983E0
5.893633540E-1,1.014367044E-1,1.079757571E0,1.032775044E0,1.497594775E0
5.918091360E-1,1.014367044E-1,1.113355160E0,1.058431268E0,1.539521310E0
5.942541880E-1,1.069344804E-1,1.171998143E0,1.081644177E0,1.598426963E0
5.966983540E-1,1.002149731E-1,1.225143313E0,1.102413535E0,1.651161646E0
5.991433540E-1,9.654978663E-2,1.277066827E0,1.117074370E0,1.699434227E0
6.015891880E-1,9.838237613E-2,1.313107848E0,1.128680706E0,1.734315845E0
6.040341880E-1,8.799767494E-2,1.336931586E0,1.131735086E0,1.753839777E0
6.064784060E-1,1.002149731E-1,1.353424907E0,1.129291654E0,1.765531551E0
6.089234060E-1,9.105200320E-2,1.346705437E0,1.118296027E0,1.752852534E0
6.113691880E-1,1.087670773E-1,1.341818571E0,1.101191878E0,1.739232850E0
6.138141880E-1,1.008258387E-1,1.319827437E0,1.077368140E0,1.706702207E0
6.162584060E-1,1.069344804E-1,1.305166602E0,1.049879193E0,1.678434140E0
6.187034060E-1,9.654978663E-2,1.280732036E0,1.016281605E0,1.637810950E0
6.211492400E-1,8.127816767E-2,1.266071320E0,9.759646654E-1,1.600640420E0
6.235942400E-1,6.478481740E-2,1.245912790E0,9.362584949E-1,1.559831953E0
6.260384060E-1,2.752206847E-2,1.225754261E0,8.904436231E-1,1.515295621E0
6.284834580E-1,6.752669811E-3,1.208649993E0,8.458505273E-1,1.475243545E0
6.309292400E-1,-3.600785881E-2,1.168943763E0,7.975921631E-1,1.415584454E0
6.333742400E-1,-4.761429131E-2,1.119463801E0,7.517773509E-1,1.349309271E0
6.358184580E-1,-7.021628320E-2,1.031499267E0,7.059624791E-1,1.251920159E0
6.382634580E-1,-6.960541755E-2,9.374260902E-1,6.644237041E-1,1.151117478E0
6.407092400E-1,-8.121185005E-2,8.250269890E-1,6.302152276E-1,1.041362631E0
6.431542400E-1,-9.342914075E-2,7.187365294E-1,6.008937359E-1,9.414799439E-1
6.455984580E-1,-1.105333567E-1,6.069482565E-1,5.764591694E-1,8.443393767E-1
6.480434580E-1,-1.484069675E-1,4.933274090E-1,5.581332445E-1,7.595454424E-1
6.504892920E-1,-1.740632802E-1,3.742087781E-1,5.446941853E-1,6.833900721E-1
6.529342920E-1,-2.259867787E-1,2.349316329E-1,5.318660140E-1,6.238143579E-1
6.553785110E-1,-2.595843673E-1,9.260015190E-2,5.227030516E-1,5.909122710E-1
6.578235110E-1,-3.194490969E-1,-6.866813451E-2,5.110966563E-1,6.066158837E-1
6.602692920E-1,-3.646530807E-1,-2.195517272E-1,5.031554103E-1,6.590449128E-1
6.627142920E-1,-4.196309149E-1,-3.826526105E-1,4.933815300E-1,7.522888138E-1
6.651585110E-1,-4.697218239E-1,-5.347579122E-1,4.848294258E-1,8.611992735E-1
6.676035110E-1,-5.149258375E-1,-6.783111095E-1,4.756664634E-1,9.754553623E-1
6.700492920E-1,-5.650167465E-1,-8.078144193E-1,4.652817547E-1,1.090089524E0
6.724942920E-1,-5.900621414E-1,-9.147157669E-1,4.555079043E-1,1.179985473E0
6.749385110E-1,-6.291574836E-1,-1.013675928E0,4.439014792E-1,1.272959760E0
6.773835110E-1,-6.352661848E-1,-1.081481814E0,4.341276586E-1,1.327265182E0
6.798293440E-1,-6.590898633E-1,-1.136459708E0,4.219103456E-1,1.379836387E0
6.822743440E-1,-6.633659601E-1,-1.150509596E0,4.121365249E-1,1.390533438E0
6.847185630E-1,-6.774158478E-1,-1.140735745E0,3.999192417E-1,1.385678776E0
6.871635630E-1,-6.871896386E-1,-1.092477441E0,3.864802122E-1,1.347257775E0
6.896093440E-1,-6.884114146E-1,-1.029558301E0,3.742628992E-1,1.293821197E0
6.920543440E-1,-6.920765638E-1,-9.513676167E-1,3.541043699E-1,1.228600919E0
6.944985630E-1,-6.725289226E-1,-8.566836119E-1,3.339458406E-1,1.139175925E0
6.969435630E-1,-6.719180346E-1,-7.619996071E-1,3.113438487E-1,1.062568698E0
6.993893440E-1,-6.346552968E-1,-6.459352970E-1,2.862983942E-1,9.497297111E-1
7.018343960E-1,-6.175510883E-1,-5.390339494E-1,2.575877607E-1,8.592312842E-1
7.042785630E-1,-5.772340298E-1,-4.303000569E-1,2.300988436E-1,7.558457131E-1
7.067235630E-1,-5.332517624E-1,-3.233987391E-1,2.026099414E-1,6.557400208E-1
7.091693960E-1,-4.917129576E-1,-2.256603688E-1,1.720667034E-1,5.677245681E-1
7.116143960E-1,-4.434546232E-1,-1.346415281E-1,1.390800029E-1,4.838631947E-1
7.140586150E-1,-3.951963186E-1,-5.706170946E-2,1.067041606E-1,4.133061176E-1
7.165036150E-1,-3.499923348E-1,1.624205895E-2,7.310660183E-2,3.579148141E-1
7.189493960E-1,-3.072318137E-1,7.855026424E-2,3.828731924E-2,3.194173605E-1
7.213943960E-1,-2.669147253E-1,1.292520314E-1,-8.080243133E-4,2.965640085E-1
7.238386150E-1,-2.278193682E-1,1.628495902E-1,-4.295768961E-2,2.833143425E-1
7.262836150E-1,-1.954435408E-1,1.811755300E-1,-8.999428153E-2,2.812858351E-1
7.287293960E-1,-1.649003029E-1,1.842298508E-1,-1.413069069E-1,2.847813016E-1
7.311744480E-1,-1.416874528E-1,1.744560152E-1,-1.987281889E-1,3.000052143E-1
7.336186150E-1,-1.215289235E-1,1.512431651E-1,-2.579820752E-1,3.227979637E-1
7.360636670E-1,-1.019812524E-1,1.139804125E-1,-3.227337301E-1,3.571397077E-1
7.385094480E-1,-8.670963347E-2,6.999816000E-2,-3.911505938E-1,4.067149984E-1
7.409544480E-1,-6.777282804E-2,1.624205895E-2,-4.620108902E-1,4.672376520E-1
7.433986670E-1,-4.883601889E-2,-4.240095615E-2,-5.334820151E-1,5.373879960E-1
7.458436670E-1,-3.173180670E-2,-1.004330963E-1,-6.049532294E-1,6.140538447E-1
7.482894480E-1,-1.340586599E-2,-1.572435200E-1,-6.745917797E-1,6.928053919E-1
7.507344480E-1,4.920075648E-3,-2.079453021E-1,-7.442303896E-1,7.727511427E-1
7.531786670E-1,2.446774766E-2,-2.610905468E-1,-8.126472235E-1,8.539100972E-1
7.556236670E-1,4.096109420E-2,-3.069053888E-1,-8.773988485E-1,9.304286476E-1
7.580695000E-1,6.173049659E-2,-3.521093726E-1,-9.415396452E-1,1.007118944E0
7.605145000E-1,7.944557071E-2,-3.954807818E-1,-1.006291509E0,1.084130642E0
7.629587190E-1,9.716064483E-2,-4.364087284E-1,-1.068599701E0,1.158360086E0
7.654037190E-1,1.130431294E-1,-4.742823243E-1,-1.132740498E0,1.233216732E0
7.678495000E-1,1.277038902E-1,-5.121558905E-1,-1.193216085E0,1.304751534E0
7.702945000E-1,1.423646510E-1,-5.512512326E-1,-1.254302502E0,1.377468831E0
7.727387190E-1,1.539710760E-1,-5.927900672E-1,-1.314167261E0,1.449876804E0
7.751837190E-1,1.686318219E-1,-6.404374838E-1,-1.372199416E0,1.523656162E0
7.776295000E-1,1.820708513E-1,-6.886957884E-1,-1.426566362E0,1.594535440E0
7.800745520E-1,1.924555451E-1,-7.351215482E-1,-1.478489876E0,1.662340260E0
7.825187190E-1,2.010076642E-1,-7.748277187E-1,-1.527359009E0,1.724409353E0
7.849637190E-1,2.089488953E-1,-8.084253073E-1,-1.572563052E0,1.780495906E0
7.874095520E-1,2.199444622E-1,-8.420228362E-1,-1.611047506E0,1.831079488E0
7.898545520E-1,2.321617603E-1,-8.719552159E-1,-1.642812490E0,1.874309969E0
7.922987710E-1,2.474333644E-1,-8.982223868E-1,-1.669690490E0,1.912038979E0
7.947437710E-1,2.645375729E-1,-9.171591997E-1,-1.692292571E0,1.942939853E0
7.971895520E-1,2.822526395E-1,-9.293765426E-1,-1.710007668E0,1.966604570E0
7.996345520E-1,3.048546314E-1,-9.293765426E-1,-1.725279212E0,1.983246193E0
8.020787710E-1,3.256240487E-1,-9.153266549E-1,-1.738107443E0,1.991198481E0
8.045237710E-1,3.531129658E-1,-9.006658792E-1,-1.743605137E0,1.994002675E0
8.069695520E-1,3.842670619E-1,-8.872268796E-1,-1.748492122E0,1.998013366E0
8.094146040E-1,4.203080833E-1,-8.743987083E-1,-1.750324726E0,2.001216788E0
8.118587710E-1,4.502404630E-1,-8.530184031E-1,-1.751546383E0,1.999567854E0
8.143037710E-1,4.777293503E-1,-8.322490454E-1,-1.755211592E0,2.000407843E0
8.167496040E-1,5.070508718E-1,-8.298055530E-1,-1.760709405E0,2.011411308E0
8.191946040E-1,5.369832516E-1,-8.432446122E-1,-1.769261479E0,2.032166005E0
8.216388230E-1,5.644721389E-1,-8.670682907E-1,-1.780257106E0,2.059065705E0
8.240838230E-1,5.864632726E-1,-8.988332748E-1,-1.791863441E0,2.088687391E0
8.265296040E-1,6.041783690E-1,-9.385395050E-1,-1.807745934E0,2.124578373E0
8.289746040E-1,6.163956523E-1,-9.758022428E-1,-1.822406769E0,2.157150910E0
8.314188230E-1,6.243368983E-1,-1.013675928E0,-1.840121746E0,2.191662266E0
8.338638230E-1,6.292238235E-1,-1.044829965E0,-1.860280275E0,2.224462852E0
8.363096560E-1,6.383867860E-1,-1.073540568E0,-1.881660581E0,2.258467087E0
8.387546560E-1,6.475497484E-1,-1.092477441E0,-1.900597453E0,2.285847395E0
8.411988230E-1,6.585453153E-1,-1.094920874E0,-1.919534206E0,2.305893584E0
8.436438750E-1,6.744278073E-1,-1.086979628E0,-1.932973266E0,2.317922178E0
8.460896560E-1,6.915320158E-1,-1.066821098E0,-1.946412206E0,2.324832093E0
8.485346560E-1,7.129122615E-1,-1.034445286E0,-1.952520847E0,2.321779189E0
8.509788750E-1,7.379577160E-1,-9.965716600E-1,-1.955575228E0,2.315601679E0
8.534238750E-1,7.672792673E-1,-9.544219971E-1,-1.954964399E0,2.306843000E0
8.558696560E-1,7.984333634E-1,-9.079962373E-1,-1.948855758E0,2.293467193E0
8.583146560E-1,8.344743848E-1,-8.615705371E-1,-1.939692736E0,2.280583083E0
8.607588750E-1,8.711262345E-1,-8.163665533E-1,-1.925642848E0,2.265704227E0
8.632038750E-1,9.108324647E-1,-7.760494947E-1,-1.905484319E0,2.250053130E0
8.656497080E-1,9.499278069E-1,-7.332889438E-1,-1.881049752E0,2.231238150E0
8.680947080E-1,9.847470522E-1,-6.801437140E-1,-1.848062992E0,2.201740005E0
8.705389270E-1,1.012235999E0,-6.141703129E-1,-1.807745934E0,2.160965583E0
8.729839270E-1,1.031783700E0,-5.335361958E-1,-1.761320233E0,2.109854839E0
8.754297080E-1,1.045222640E0,-4.382413030E-1,-1.711229324E0,2.052523229E0
8.778747080E-1,1.062326908E0,-3.435572684E-1,-1.661749244E0,2.001994157E0
8.803189270E-1,1.086761475E0,-2.659774423E-1,-1.605549693E0,1.956932375E0
8.827639270E-1,1.116083026E0,-1.975605935E-1,-1.547517538E0,1.918197602E0
8.852097080E-1,1.146015406E0,-1.346415281E-1,-1.485820293E0,1.881260640E0
