"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.879237190E-1,4.771184921E-1,4.377386868E-1,-4.479610026E-1,7.873539695E-1
1.903686670E-1,4.844488800E-1,4.566754997E-1,-4.253590107E-1,7.900465286E-1
1.928143970E-1,4.703989923E-1,4.676710665E-1,-4.033678770E-1,7.763356765E-1
1.952593440E-1,4.752859175E-1,4.878295958E-1,-3.777115643E-1,7.788070645E-1
1.977034590E-1,4.587925673E-1,4.957708418E-1,-3.538878262E-1,7.625719251E-1
2.001484590E-1,4.575708210E-1,5.147076845E-1,-3.288423717E-1,7.631725638E-1
2.025941880E-1,4.429100752E-1,5.202054381E-1,-3.050186634E-1,7.482108109E-1
2.050391360E-1,4.349688292E-1,5.324227810E-1,-2.818058133E-1,7.430251789E-1
2.074832510E-1,4.239732623E-1,5.409748554E-1,-2.573712170E-1,7.339257896E-1
2.099281990E-1,4.038147330E-1,5.434183478E-1,-2.353800684E-1,7.167800332E-1
2.123739280E-1,3.970952332E-1,5.483052731E-1,-2.146106660E-1,7.101978842E-1
2.148188760E-1,3.696063161E-1,5.440291762E-1,-1.938412637E-1,6.856755858E-1
2.172630420E-1,3.610542119E-1,5.464726686E-1,-1.742935926E-1,6.777689709E-1
2.197079900E-1,3.299000859E-1,5.348662138E-1,-1.578002423E-1,6.479327510E-1
2.221537190E-1,3.182936609E-1,5.348662138E-1,-1.382525712E-1,6.375786184E-1
2.245986670E-1,2.901938856E-1,5.232598186E-1,-1.205375046E-1,6.103626946E-1
2.270428340E-1,2.706462145E-1,5.208163261E-1,-1.040441692E-1,5.960907717E-1
2.294877300E-1,2.504876852E-1,5.128750801E-1,-8.693994582E-2,5.773590585E-1
2.319335110E-1,2.236096561E-1,5.067664385E-1,-7.044661045E-2,5.583692563E-1
2.343784590E-1,2.101706266E-1,5.061555505E-1,-5.273152515E-2,5.505867301E-1
2.368225740E-1,1.796273887E-1,4.994360507E-1,-3.562731296E-2,5.319508181E-1
2.392675220E-1,1.704644263E-1,5.031012297E-1,-1.730137132E-2,5.314774740E-1
2.417132510E-1,1.411429197E-1,4.951599538E-1,1.635434572E-3,5.148857915E-1
2.441581990E-1,1.307582110E-1,5.000469089E-1,1.996137574E-2,5.172456644E-1
2.466023650E-1,1.081562117E-1,4.933274090E-1,3.950905055E-2,5.065872716E-1
2.490473130E-1,9.471718967E-2,4.963817298E-1,5.905672163E-2,5.087768313E-1
2.514930420E-1,8.066730201E-2,4.969925582E-1,8.043697476E-2,5.098812837E-1
2.539379900E-1,5.745444074E-2,4.994360507E-1,1.005955189E-1,5.126956601E-1
2.563821570E-1,4.890233651E-2,5.067664385E-1,1.238083690E-1,5.239581796E-1
2.588271050E-1,2.141342312E-2,5.049338341E-1,1.439669281E-1,5.254932805E-1
2.612728340E-1,1.835909858E-2,5.159294009E-1,1.671797782E-1,5.426502386E-1
2.637177820E-1,-1.035154238E-2,5.116533637E-1,1.897817701E-1,5.458144733E-1
2.661618970E-1,-1.829278469E-2,5.171511173E-1,2.123837769E-1,5.593628275E-1
2.686068440E-1,-4.150564224E-2,5.140967965E-1,2.343748957E-1,5.665243386E-1
2.710525740E-1,-5.677726120E-2,5.171511173E-1,2.551442981E-1,5.794545266E-1
2.734975220E-1,-7.082714885E-2,5.147076845E-1,2.746919692E-1,5.877041462E-1
2.759416880E-1,-9.281828254E-2,5.110424757E-1,2.924070358E-1,5.960549640E-1
2.783866360E-1,-1.025921181E-1,5.140967965E-1,3.125655651E-1,6.103424378E-1
2.808323650E-1,-1.325244755E-1,5.073773265E-1,3.284480572E-1,6.187670113E-1
2.832773130E-1,-1.386331320E-1,5.110424757E-1,3.443305492E-1,6.316225807E-1
2.857214800E-1,-1.697872281E-1,5.012686849E-1,3.577695489E-1,6.388247392E-1
2.881664280E-1,-1.801719218E-1,5.037121177E-1,3.699868619E-1,6.504445379E-1
2.906121570E-1,-2.070499808E-1,4.921056330E-1,3.791498244E-1,6.548222949E-1
2.930571050E-1,-2.265976518E-1,4.872187674E-1,3.870910704E-1,6.622447583E-1
2.955012190E-1,-2.467561811E-1,4.780557454E-1,3.956431746E-1,6.678019394E-1
2.979461670E-1,-2.748559713E-1,4.707253873E-1,4.017518163E-1,6.771504391E-1
3.003919490E-1,-2.870732546E-1,4.627841413E-1,4.072495997E-1,6.800238609E-1
3.028368440E-1,-3.206708431E-1,4.517885745E-1,4.115256667E-1,6.901420723E-1
3.052810110E-1,-3.292229474E-1,4.530103207E-1,4.164125621E-1,6.978578090E-1
3.077259590E-1,-3.603770435E-1,4.426256120E-1,4.176343083E-1,7.072534633E-1
3.101716880E-1,-3.695400059E-1,4.456799328E-1,4.231320918E-1,7.170991463E-1
3.126166360E-1,-3.927528560E-1,4.420147538E-1,4.267972708E-1,7.292377931E-1
3.150608030E-1,-4.055810273E-1,4.505668581E-1,4.316841960E-1,7.442161704E-1
3.175057510E-1,-4.171874523E-1,4.585081041E-1,4.377928376E-1,7.589055413E-1
3.199514800E-1,-4.342916608E-1,4.682819545E-1,4.439014792E-1,7.777825910E-1
3.223964280E-1,-4.330699444E-1,4.829426706E-1,4.512318671E-1,7.901856729E-1
3.248405420E-1,-4.483415484E-1,4.933274090E-1,4.579513669E-1,8.087654363E-1
3.272854900E-1,-4.367351234E-1,5.116533637E-1,4.701686800E-1,8.207224380E-1
3.297312720E-1,-4.495632946E-1,5.238706470E-1,4.793316424E-1,8.404203913E-1
3.321761670E-1,-4.379568696E-1,5.507487059E-1,4.933815300E-1,8.593926290E-1
3.346203340E-1,-4.428437650E-1,5.696855187E-1,5.068205595E-1,8.817705314E-1
3.370652820E-1,-4.379568696E-1,5.990070105E-1,5.227030516E-1,9.076530716E-1
3.395110110E-1,-4.361242652E-1,6.240524650E-1,5.379746556E-1,9.322352621E-1
3.419559590E-1,-4.391785860E-1,6.478762031E-1,5.526354313E-1,9.581374248E-1
3.444001260E-1,-4.300156236E-1,6.723107696E-1,5.679070354E-1,9.795068189E-1
3.468450740E-1,-4.397894442E-1,6.851389408E-1,5.789026022E-1,9.989786516E-1
3.492908030E-1,-4.294047356E-1,7.004105449E-1,5.905090570E-1,1.011762969E0
3.517357510E-1,-4.404003024E-1,6.991888285E-1,5.990611315E-1,1.020632982E0
3.541799170E-1,-4.342916608E-1,7.059083581E-1,6.045589447E-1,1.025869082E0
3.566248650E-1,-4.471198320E-1,6.967453957E-1,6.094458699E-1,1.028005136E0
3.590705940E-1,-4.538393319E-1,6.961345077E-1,6.106675863E-1,1.031255687E0
3.615155420E-1,-4.636131823E-1,6.808629036E-1,6.094458699E-1,1.024663723E0
3.639596570E-1,-4.807173908E-1,6.662021279E-1,6.057806611E-1,1.020727532E0
3.664046050E-1,-4.856043160E-1,6.454327106E-1,6.039480567E-1,1.008537650E0
3.688503340E-1,-5.106497407E-1,6.161112189E-1,5.960068107E-1,9.977877079E-1
3.712952820E-1,-5.143149495E-1,5.928983688E-1,5.911198854E-1,9.825838702E-1
3.737394490E-1,-5.399712920E-1,5.550247431E-1,5.819569230E-1,9.686564519E-1
3.761843970E-1,-5.436364412E-1,5.275358558E-1,5.746265650E-1,9.508051054E-1
3.786301260E-1,-5.631841421E-1,4.841644466E-1,5.648527145E-1,9.330863724E-1
3.810750740E-1,-5.729579329E-1,4.481233954E-1,5.550789237E-1,9.149907005E-1
3.835192400E-1,-5.827317834E-1,4.023085535E-1,5.453050733E-1,8.937483575E-1
3.859641880E-1,-5.973925591E-1,3.558828235E-1,5.355312228E-1,8.776811176E-1
3.884099170E-1,-5.967816710E-1,3.100679815E-1,5.227030516E-1,8.517681587E-1
3.908548650E-1,-6.132750511E-1,2.563118637E-1,5.086531639E-1,8.369767625E-1
3.932989800E-1,-6.065555215E-1,2.080535740E-1,4.970467091E-1,8.113268893E-1
3.957439280E-1,-6.236597300E-1,1.487997025E-1,4.799425006E-1,8.008980048E-1
3.981896570E-1,-6.187728047E-1,1.035957187E-1,4.628382921E-1,7.796352618E-1
4.006346050E-1,-6.309900880E-1,4.739616066E-2,4.432906210E-1,7.725939826E-1
4.030787720E-1,-6.352661848E-1,3.413898405E-3,4.219103456E-1,7.626159715E-1
4.055237190E-1,-6.444291472E-1,-4.667700827E-2,3.993083537E-1,7.595490967E-1
4.079694490E-1,-6.535921097E-1,-9.615704417E-2,3.718194366E-1,7.580755347E-1
4.104143970E-1,-6.517595053E-1,-1.431936324E-1,3.431088030E-1,7.503456002E-1
4.128585630E-1,-6.633659601E-1,-1.969497353E-1,3.101221025E-1,7.583002794E-1
4.153035110E-1,-6.505377889E-1,-2.354342043E-1,2.746919692E-1,7.443684284E-1
4.177492400E-1,-6.609224677E-1,-2.824707925E-1,2.349857688E-1,7.561921505E-1
4.201941880E-1,-6.456508636E-1,-3.124031723E-1,1.952795535E-1,7.433672604E-1
4.226383030E-1,-6.413748264E-1,-3.502767980E-1,1.506864280E-1,7.461647960E-1
4.250832510E-1,-6.242706180E-1,-3.765439689E-1,1.048715711E-1,7.365441001E-1
4.275290320E-1,-6.077772379E-1,-4.040328860E-1,5.722412467E-2,7.320589760E-1
4.299739280E-1,-5.937273502E-1,-4.186936319E-1,8.354946971E-3,7.265578634E-1
4.324180940E-1,-5.680710673E-1,-4.254131615E-1,-3.684904054E-2,7.106609229E-1
4.348630420E-1,-5.576863289E-1,-4.321326613E-1,-8.449649811E-2,7.105577644E-1
4.373087720E-1,-5.253105164E-1,-4.260240197E-1,-1.278678775E-1,6.883297161E-1
4.397537190E-1,-5.143149495E-1,-4.315218031E-1,-1.724610031E-1,6.931621249E-1
4.421978860E-1,-4.776630700E-1,-4.278566241E-1,-2.176649868E-1,6.772011117E-1
4.446428340E-1,-4.556719363E-1,-4.406847656E-1,-2.585929334E-1,6.846241899E-1
4.470885630E-1,-4.171874523E-1,-4.492368698E-1,-2.970774174E-1,6.812592219E-1
4.495335110E-1,-3.805355728E-1,-4.638976157E-1,-3.349510431E-1,6.871684810E-1
4.519776780E-1,-3.475488722E-1,-4.761149287E-1,-3.709920645E-1,6.964989274E-1
4.544226260E-1,-3.047883511E-1,-4.883322120E-1,-4.045896232E-1,7.036029075E-1
4.568683550E-1,-2.797428966E-1,-5.023820400E-1,-4.381871819E-1,7.229466154E-1
4.593133030E-1,-2.345388830E-1,-5.017712116E-1,-4.699521363E-1,7.263868438E-1
4.617574170E-1,-2.137694806E-1,-5.091015697E-1,-5.053822398E-1,7.485272255E-1
4.642023650E-1,-1.722306907E-1,-5.017712116E-1,-5.395906568E-1,7.567006254E-1
4.666480940E-1,-1.514612883E-1,-5.054363608E-1,-5.750208497E-1,7.804200243E-1
4.690930420E-1,-1.178637370E-1,-5.017712116E-1,-6.122835875E-1,8.003482997E-1
4.715372090E-1,-8.243358135E-2,-5.170428157E-1,-6.501572132E-1,8.347652188E-1
4.739821570E-1,-4.455996677E-2,-5.426991582E-1,-6.855873466E-1,8.755215455E-1
4.764278860E-1,6.141805090E-3,-5.732423663E-1,-7.167414427E-1,9.178032621E-1
4.788728340E-1,3.912850097E-2,-6.068399549E-1,-7.442303896E-1,9.610747334E-1
4.813170010E-1,8.983027190E-2,-6.215006709E-1,-7.656106353E-1,9.901980643E-1
4.837619490E-1,1.099888086E-1,-6.337180138E-1,-7.821039557E-1,1.012611800E0
4.862076780E-1,1.503058821E-1,-6.215006709E-1,-7.900452018E-1,1.016379045E0
4.886526260E-1,1.667992324E-1,-6.153920293E-1,-7.979864478E-1,1.021426309E0
4.910967400E-1,1.961207390E-1,-5.982878208E-1,-8.028733730E-1,1.020302560E0
4.935416880E-1,2.168901414E-1,-5.940117836E-1,-8.132580519E-1,1.030184445E0
4.959874170E-1,2.352160811E-1,-5.897357464E-1,-8.260862231E-1,1.041889295E0
4.984323650E-1,2.608723938E-1,-5.982878208E-1,-8.401361108E-1,1.063875654E0
5.008765320E-1,2.669810355E-1,-6.269984841E-1,-8.584620953E-1,1.096067124E0
5.033214800E-1,2.932482064E-1,-6.612069011E-1,-8.755663037E-1,1.135696011E0
5.057672090E-1,2.914156318E-1,-7.192390561E-1,-8.932813406E-1,1.183291783E0
5.082121570E-1,3.054655194E-1,-7.717733979E-1,-9.061095119E-1,1.228811543E0
5.106563240E-1,2.932482064E-1,-8.389685154E-1,-9.158833623E-1,1.276207277E0
5.131012720E-1,2.846961021E-1,-8.927246332E-1,-9.226028919E-1,1.314992486E0
5.155470010E-1,2.633158565E-1,-9.525893927E-1,-9.281006455E-1,1.355777489E0
5.179919490E-1,2.394921333E-1,-1.005734682E0,-9.305440784E-1,1.390960465E0
5.204360630E-1,2.223879248E-1,-1.057047248E0,-9.299332500E-1,1.425335442E0
5.228810110E-1,1.912338287E-1,-1.104083776E0,-9.287115335E-1,1.455361287E0
5.253267920E-1,1.820708513E-1,-1.126685858E0,-9.232137203E-1,1.467955854E0
5.277716880E-1,1.527493447E-1,-1.149287820E0,-9.213811159E-1,1.480924717E0
5.302158550E-1,1.551928073E-1,-1.151731253E0,-9.140507579E-1,1.478532541E0
5.326608030E-1,1.454189718E-1,-1.159061670E0,-9.061095119E-1,1.478379207E0
5.351065320E-1,1.515276134E-1,-1.141346574E0,-8.957248330E-1,1.458751382E0
5.375514800E-1,1.527493447E-1,-1.119966269E0,-8.828966618E-1,1.434281465E0
5.399956470E-1,1.558036655E-1,-1.083925247E0,-8.700684905E-1,1.398637874E0
5.424405940E-1,1.655775011E-1,-1.039942980E0,-8.584620953E-1,1.358622272E0
5.448863240E-1,1.619123220E-1,-9.935173392E-1,-8.480773568E-1,1.316255107E0
5.473312720E-1,1.777947992E-1,-9.373177290E-1,-8.407469988E-1,1.271625350E0
5.497754380E-1,1.698535532E-1,-8.945572376E-1,-8.340274692E-1,1.234781236E0
5.522203860E-1,1.887903661E-1,-8.456880450E-1,-8.236427903E-1,1.195498857E0
5.546661150E-1,1.887903661E-1,-8.084253073E-1,-8.144798279E-1,1.163000718E0
5.571110630E-1,2.077271640E-1,-7.601670027E-1,-8.028733730E-1,1.124993378E0
5.595551780E-1,2.199444622E-1,-7.198499441E-1,-7.876017690E-1,1.089438413E0
5.620001260E-1,2.333834916E-1,-6.691481471E-1,-7.704975605E-1,1.046849362E0
5.644458550E-1,2.572071850E-1,-6.117268801E-1,-7.491172552E-1,1.000770690E0
5.668908030E-1,2.663701773E-1,-5.494186878E-1,-7.283478975E-1,9.504233929E-1
5.693349690E-1,2.987459898E-1,-4.755040705E-1,-7.026915550E-1,8.995158192E-1
5.717799170E-1,3.121850193E-1,-4.083089530E-1,-6.776461005E-1,8.505174454E-1
5.742256470E-1,3.488368988E-1,-3.240095973E-1,-6.513789296E-1,8.068233456E-1
5.766705940E-1,3.653302491E-1,-2.476515025E-1,-6.232791543E-1,7.637240089E-1
5.791147610E-1,3.977060914E-1,-1.560217887E-1,-5.933467746E-1,7.311452172E-1
5.815597090E-1,4.196972251E-1,-7.355505228E-2,-5.615817904E-1,7.049327726E-1
5.840054380E-1,4.410774708E-1,1.440946572E-2,-5.298168659E-1,6.895381638E-1
5.864503860E-1,4.691772461E-1,9.870879352E-2,-4.968301952E-1,6.904425805E-1
5.888945010E-1,4.795619547E-1,1.768994778E-1,-4.668978155E-1,6.922908809E-1
5.913394490E-1,5.088834763E-1,2.569227517E-1,-4.320785105E-1,7.153066000E-1
5.937852300E-1,5.094943047E-1,3.247287273E-1,-4.039787352E-1,7.267957150E-1
5.962301260E-1,5.327072144E-1,3.986433446E-1,-3.746572435E-1,7.635846663E-1
5.986742920E-1,5.339289308E-1,4.530103207E-1,-3.496117890E-1,7.826409501E-1
6.011192400E-1,5.485896468E-1,5.134859681E-1,-3.215120137E-1,8.173055824E-1
6.035649690E-1,5.528657436E-1,5.629659891E-1,-2.970774174E-1,8.431169713E-1
6.060099170E-1,5.553091764E-1,6.197764277E-1,-2.726428211E-1,8.756855656E-1
6.084540840E-1,5.608069897E-1,6.741433740E-1,-2.457647771E-1,9.106997826E-1
6.108990320E-1,5.498114228E-1,7.309538126E-1,-2.219410390E-1,9.411928079E-1
6.133447610E-1,5.571417809E-1,7.938728333E-1,-1.926195323E-1,9.888090430E-1
6.157897090E-1,5.406484008E-1,8.488506675E-1,-1.657414883E-1,1.019959994E0
6.182338760E-1,5.467571020E-1,9.154349566E-1,-1.364199817E-1,1.074976697E0
6.206787720E-1,5.320963264E-1,9.649149776E-1,-1.070984900E-1,1.107094170E0
6.231245530E-1,5.351506472E-1,1.023558021E0,-7.594439387E-2,1.157508008E0
6.255695010E-1,5.259876847E-1,1.070594549E0,-4.723374173E-2,1.193761601E0
6.280136150E-1,5.186573267E-1,1.117020249E0,-1.730137132E-2,1.231681370E0
6.304585630E-1,5.180464387E-1,1.156115651E0,1.202013530E-2,1.266933303E0
6.329042920E-1,5.021639466E-1,1.190324068E0,4.073077813E-2,1.292555226E0
6.353492400E-1,5.021639466E-1,1.226975918E0,7.066313922E-2,1.327641447E0
6.377934070E-1,4.783402383E-1,1.250799656E0,9.509773552E-2,1.342517315E0
6.402383550E-1,4.728424549E-1,1.286229849E0,1.231975108E-1,1.375916000E0
6.426840840E-1,4.422992170E-1,1.304555774E0,1.506864280E-1,1.385713089E0
6.451290320E-1,4.245841205E-1,1.334488153E0,1.781753451E-1,1.411692871E0
6.475731990E-1,3.909865618E-1,1.349148870E0,2.074968517E-1,1.419904260E0
6.500181470E-1,3.573890030E-1,1.368696570E0,2.343748957E-1,1.433871958E0
6.524638760E-1,3.262349069E-1,1.374805212E0,2.624746561E-1,1.437153969E0
6.549088240E-1,2.804200649E-1,1.374194384E0,2.881309688E-1,1.431804830E0
6.573529380E-1,2.504876852E-1,1.366253138E0,3.168416321E-1,1.424703596E0
6.597978860E-1,1.973424703E-1,1.343040228E0,3.412761986E-1,1.399703736E0
6.622436670E-1,1.643557698E-1,1.329601169E0,3.699868619E-1,1.389871348E0
6.646885630E-1,1.057127565E-1,1.301501393E0,3.938105702E-1,1.363879697E0
6.671327300E-1,6.356308609E-2,1.281953812E0,4.188560247E-1,1.350143033E0
6.695776780E-1,6.752669811E-3,1.248967052E0,4.420689046E-1,1.324911020E0
6.720234070E-1,-4.822515696E-2,1.219645619E0,4.640600085E-1,1.305837966E0
6.744683550E-1,-1.025921181E-1,1.184826255E0,4.848294258E-1,1.284288896E0
6.769125220E-1,-1.575699300E-1,1.144509196E0,5.037662387E-1,1.260361062E0
6.793574690E-1,-2.162129432E-1,1.105413914E0,5.220922232E-1,1.241478251E0
6.818031990E-1,-2.718016505E-1,1.062042475E0,5.410290360E-1,1.222506758E0
6.842481470E-1,-3.249468803E-1,1.012562394E0,5.575223565E-1,1.200709896E0
6.866923130E-1,-3.756486475E-1,9.612497687E-1,5.746265650E-1,1.181231863E0
6.891372090E-1,-4.239069521E-1,9.056611061E-1,5.898981690E-1,1.160990522E0
6.915829900E-1,-4.715544283E-1,8.555701971E-1,6.057806611E-1,1.149492997E0
6.940278860E-1,-5.253105164E-1,8.097553253E-1,6.210522652E-1,1.147763365E0
6.964720530E-1,-5.796774626E-1,7.651622295E-1,6.363239288E-1,1.151697591E0
6.989170010E-1,-6.358770132E-1,7.211799622E-1,6.528172493E-1,1.162157681E0
7.013627300E-1,-6.890222430E-1,6.716999412E-1,6.662562490E-1,1.170397305E0
7.038076780E-1,-7.409457564E-1,6.173329353E-1,6.784735918E-1,1.179163679E0
7.062518440E-1,-7.898149490E-1,5.568573475E-1,6.888582706E-1,1.186770187E0
7.086967920E-1,-8.386840820E-1,4.921056330E-1,6.967995167E-1,1.196281117E0
7.111425220E-1,-8.832772374E-1,4.230779409E-1,7.041298747E-1,1.206222410E0
7.135874690E-1,-9.235942960E-1,3.503850400E-1,7.090167999E-1,1.215936233E0
7.160316360E-1,-9.614679217E-1,2.813573182E-1,7.114602923E-1,1.228722203E0
7.184765840E-1,-9.956763387E-1,2.123296261E-1,7.132928371E-1,1.243077597E0
7.209223130E-1,-1.026219606E0,1.487997025E-1,7.120711207E-1,1.257900359E0
7.233672610E-1,-1.054319382E0,9.015668929E-2,7.084059119E-1,1.273403519E0
7.258113760E-1,-1.078143120E0,4.128751159E-2,7.077950835E-1,1.290376350E0
7.282563240E-1,-1.100134254E0,5.857357290E-3,7.047407627E-1,1.306517978E0
7.307020530E-1,-1.120292783E0,-1.491204090E-2,7.041298747E-1,1.323282724E0
7.331470010E-1,-1.138618708E0,-2.407501265E-2,7.029081583E-1,1.338324343E0
7.355911670E-1,-1.151446819E0,-2.712933533E-2,7.004647255E-1,1.348041769E0
7.380361150E-1,-1.157555461E0,-2.651847154E-2,6.992429495E-1,1.352619154E0
7.404818440E-1,-1.156333804E0,-2.285328321E-2,6.943560243E-1,1.348984962E0
7.429267920E-1,-1.149614215E0,-1.491204090E-2,6.894691586E-1,1.340597976E0
7.453709590E-1,-1.139840364E0,-2.083883155E-3,6.858039498E-1,1.330250900E0
7.478159070E-1,-1.128844857E0,1.807465218E-2,6.796953082E-1,1.317802382E0
7.502616360E-1,-1.111740589E0,4.006578028E-2,6.735866666E-1,1.300496598E0
7.527065840E-1,-1.089138627E0,6.266777217E-2,6.668671370E-1,1.278617213E0
7.551507510E-1,-1.062260628E0,7.793939114E-2,6.595367789E-1,1.252781287E0
7.575956470E-1,-1.028052211E0,8.954583108E-2,6.515955329E-1,1.220445223E0
7.600414280E-1,-9.932329059E-1,1.005413830E-1,6.412107944E-1,1.186495452E0
7.624863760E-1,-9.547483921E-1,1.090935022E-1,6.289935112E-1,1.148511524E0
7.649304900E-1,-9.162639380E-1,1.194781959E-1,6.149436235E-1,1.109941577E0
7.673754380E-1,-8.777794838E-1,1.310846210E-1,5.966176987E-1,1.069407630E0
7.698211670E-1,-8.447927833E-1,1.530757546E-1,5.782917738E-1,1.035146564E0
7.722661150E-1,-8.185255527E-1,1.897276342E-1,5.563006401E-1,1.007695915E0
7.747102820E-1,-7.965344191E-1,2.373750955E-1,5.318660140E-1,9.867600892E-1
7.771552300E-1,-7.745433450E-1,2.850225270E-1,5.049880147E-1,9.675578169E-1
7.796009590E-1,-7.458326817E-1,3.259504437E-1,4.750555754E-1,9.424372024E-1
7.820459070E-1,-7.091807723E-1,3.564936817E-1,4.451232255E-1,9.100328558E-1
7.844900740E-1,-6.639767885E-1,3.766522408E-1,4.139691293E-1,8.683907681E-1
7.869350220E-1,-6.096098423E-1,3.858152032E-1,3.870910704E-1,8.187289097E-1
7.893807510E-1,-5.515776873E-1,3.925347030E-1,3.608238995E-1,7.671475247E-1
7.918256990E-1,-4.917129576E-1,3.986433446E-1,3.363893032E-1,7.168374378E-1
7.942698130E-1,-4.349025190E-1,4.035302699E-1,3.131764233E-1,6.708623941E-1
7.967147610E-1,-3.823681772E-1,4.065845907E-1,2.911853194E-1,6.295278727E-1
7.991605420E-1,-3.389967680E-1,4.059737325E-1,2.685832977E-1,5.931867058E-1
8.016054380E-1,-3.035666049E-1,3.998650908E-1,2.410944104E-1,5.569302373E-1
8.040496050E-1,-2.730233669E-1,3.803174198E-1,2.099403143E-1,5.130867707E-1
8.064945530E-1,-2.449235916E-1,3.454981148E-1,1.720667034E-1,4.571252164E-1
8.089402820E-1,-2.198781371E-1,2.929637730E-1,1.280844212E-1,3.880461138E-1
8.113852300E-1,-1.978870034E-1,2.330990285E-1,7.738265395E-2,3.154084627E-1
8.138293970E-1,-1.801719218E-1,1.671256423E-1,2.240483463E-2,2.467688764E-1
8.162743440E-1,-1.612351239E-1,1.029848456E-1,-3.990336508E-2,1.954352121E-1
8.187200740E-1,-1.404657215E-1,3.945491463E-2,-1.077093482E-1,1.813521792E-1
8.211650220E-1,-1.172528714E-1,-1.307944767E-2,-1.785696447E-1,2.140243580E-1
8.236091880E-1,-8.915308863E-2,-5.767257512E-2,-2.506517172E-1,2.722144053E-1
8.260540840E-1,-5.922072008E-2,-8.577235043E-2,-3.215120137E-1,3.379851546E-1
8.284998650E-1,-2.562316135E-2,-9.921136498E-2,-3.880962729E-1,4.013952646E-1
8.309448130E-1,1.163958758E-2,-9.432445467E-2,-4.522370696E-1,4.621157321E-1
8.333889280E-1,4.890233651E-2,-7.599851489E-2,-5.127126575E-1,5.206164441E-1
8.358338760E-1,8.799767494E-2,-4.973133281E-2,-5.713556409E-1,5.802275973E-1
8.382796050E-1,1.289256215E-1,-1.857723109E-2,-6.275551915E-1,6.409309228E-1
8.407245530E-1,1.722970158E-1,1.379860006E-2,-6.800895929E-1,7.017111353E-1
8.431687190E-1,2.156684101E-1,4.556356370E-2,-7.332348228E-1,7.656514917E-1
8.456136670E-1,2.590397894E-1,7.366333902E-2,-7.784388065E-1,8.237080038E-1
8.480593970E-1,3.024111986E-1,9.626533091E-2,-8.248645067E-1,8.838105009E-1
8.505043440E-1,3.433391154E-1,1.133695543E-1,-8.645707369E-1,9.371323082E-1
8.529485110E-1,3.824344575E-1,1.213107854E-1,-9.006117582E-1,9.859381117E-1
8.553934590E-1,4.184754789E-1,1.213107854E-1,-9.323766828E-1,1.029157088E0
8.578391880E-1,4.514621794E-1,1.170347333E-1,-9.568113089E-1,1.064426188E0
8.602841360E-1,4.826162755E-1,1.035957187E-1,-9.806349874E-1,1.097859518E0
8.627282510E-1,5.131595135E-1,8.404804766E-2,-9.983500838E-1,1.125655209E0
8.651731990E-1,5.394266844E-1,5.900258571E-2,-1.013010979E0,1.149196979E0
8.676189280E-1,5.632504225E-1,3.090281226E-2,-1.025228262E0,1.170170505E0
8.700638760E-1,5.870741606E-1,-2.694746945E-3,-1.033169508E0,1.188319218E0
8.725080420E-1,6.090652943E-1,-3.873576596E-2,-1.038056374E0,1.204168604E0
8.749529900E-1,6.310564280E-1,-7.844197005E-2,-1.035612941E0,1.215269320E0
