"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.891102740E-1,-3.872550726E-1,-2.348233461E-1,-5.316494703E-1,6.983979198E-1
1.915551700E-1,-3.921419978E-1,-2.140539438E-1,-5.377581120E-1,6.991267584E-1
1.940008470E-1,-3.982506394E-1,-1.957280040E-1,-5.414232612E-1,7.000372641E-1
1.964457430E-1,-4.037484229E-1,-1.804563850E-1,-5.469210744E-1,7.033491007E-1
1.988898050E-1,-4.110788107E-1,-1.664064974E-1,-5.487536788E-1,7.055547540E-1
2.013347010E-1,-4.190200567E-1,-1.566326618E-1,-5.499753952E-1,7.089319671E-1
2.037803780E-1,-4.281830192E-1,-1.486914158E-1,-5.499753952E-1,7.126870073E-1
2.062252740E-1,-4.367351234E-1,-1.413610429E-1,-5.505862236E-1,7.168442663E-1
2.086693880E-1,-4.440655112E-1,-1.383067071E-1,-5.505862236E-1,7.207413635E-1
2.111142840E-1,-4.526176155E-1,-1.352523863E-1,-5.511971116E-1,7.259298655E-1
2.135599610E-1,-4.623914361E-1,-1.352523863E-1,-5.511971116E-1,7.320637295E-1
2.160048050E-1,-4.733870029E-1,-1.425827742E-1,-5.499753952E-1,7.395255488E-1
2.184489200E-1,-4.746087492E-1,-1.419719011E-1,-5.518079996E-1,7.415534734E-1
2.208938160E-1,-4.831608534E-1,-1.450262219E-1,-5.536405444E-1,7.489959063E-1
2.233394930E-1,-4.837717116E-1,-1.548000574E-1,-5.530297160E-1,7.508927976E-1
2.257843880E-1,-4.972107410E-1,-1.664064974E-1,-5.560840368E-1,7.642899315E-1
2.282284510E-1,-4.929346740E-1,-1.731260121E-1,-5.554731488E-1,7.625664745E-1
2.306733470E-1,-5.075954199E-1,-1.865650266E-1,-5.585274696E-1,7.774397429E-1
2.331190240E-1,-5.020976663E-1,-1.896193475E-1,-5.603600740E-1,7.759258830E-1
2.355639200E-1,-5.167583823E-1,-2.042801082E-1,-5.615817904E-1,7.900276550E-1
2.380080340E-1,-5.118714571E-1,-2.036692351E-1,-5.640252829E-1,7.884275906E-1
2.404529300E-1,-5.173692703E-1,-2.109996229E-1,-5.652469993E-1,7.947930378E-1
2.428986070E-1,-5.204235911E-1,-2.122213542E-1,-5.683013201E-1,7.992778039E-1
2.453434510E-1,-5.179801583E-1,-2.158865333E-1,-5.676904917E-1,7.982373920E-1
2.477875660E-1,-5.240888000E-1,-2.177191377E-1,-5.683013201E-1,8.031420071E-1
2.502324610E-1,-5.161475539E-1,-2.122213542E-1,-5.652469993E-1,7.943238450E-1
2.526781380E-1,-5.253105164E-1,-2.152756751E-1,-5.664687157E-1,8.019860103E-1
2.551230340E-1,-5.137040615E-1,-2.055018395E-1,-5.615817904E-1,7.883507952E-1
2.575670970E-1,-5.198127031E-1,-2.085561603E-1,-5.603600740E-1,7.922779379E-1
2.600119930E-1,-5.112606287E-1,-2.006149143E-1,-5.536405444E-1,7.798407701E-1
2.624576700E-1,-5.112606287E-1,-2.061126977E-1,-5.505862236E-1,7.791117149E-1
2.649025660E-1,-5.082063079E-1,-2.024475187E-1,-5.450884700E-1,7.722564919E-1
2.673466800E-1,-5.027084947E-1,-2.048909664E-1,-5.359255075E-1,7.628317563E-1
2.697915760E-1,-5.063737035E-1,-2.067235708E-1,-5.304276943E-1,7.619071474E-1
2.722372530E-1,-4.935455322E-1,-2.048909664E-1,-5.212647319E-1,7.465148500E-1
2.746821490E-1,-5.027084947E-1,-2.091670185E-1,-5.133234859E-1,7.483098779E-1
2.771262110E-1,-4.898803532E-1,-2.012257874E-1,-4.998845160E-1,7.282575831E-1
2.795711070E-1,-4.953781366E-1,-2.055018395E-1,-4.913324118E-1,7.273500142E-1
2.820167840E-1,-4.849934280E-1,-1.957280040E-1,-4.803368449E-1,7.101067253E-1
2.844616800E-1,-4.856043160E-1,-1.951171309E-1,-4.687304199E-1,7.025599284E-1
2.869057950E-1,-4.825499654E-1,-1.877867579E-1,-4.589565694E-1,6.919244671E-1
2.893506380E-1,-4.733870029E-1,-1.841215640E-1,-4.479610026E-1,6.772481560E-1
2.917963160E-1,-4.776630700E-1,-1.798455119E-1,-4.400197566E-1,6.738870845E-1
2.942412630E-1,-4.630022943E-1,-1.725151390E-1,-4.290241897E-1,6.543656112E-1
2.966853260E-1,-4.715544283E-1,-1.731260121E-1,-4.216938317E-1,6.558672752E-1
2.991302220E-1,-4.556719363E-1,-1.627413034E-1,-4.094765186E-1,6.338711736E-1
3.015758990E-1,-4.623914361E-1,-1.657956243E-1,-4.033678770E-1,6.356096864E-1
3.040207950E-1,-4.501741529E-1,-1.590761244E-1,-3.935940564E-1,6.187715754E-1
3.064648570E-1,-4.507850111E-1,-1.615195721E-1,-3.856528103E-1,6.148363916E-1
3.089097530E-1,-4.458980858E-1,-1.554109305E-1,-3.783224225E-1,6.050665382E-1
3.113554300E-1,-4.373459816E-1,-1.548000574E-1,-3.703811765E-1,5.936470174E-1
3.138003260E-1,-4.385677278E-1,-1.523566097E-1,-3.630508184E-1,5.893726200E-1
3.162444410E-1,-4.226852357E-1,-1.431936324E-1,-3.532769680E-1,5.691852431E-1
3.186893360E-1,-4.281830192E-1,-1.413610429E-1,-3.471683264E-1,5.690777532E-1
3.211350130E-1,-4.092462063E-1,-1.273111552E-1,-3.373945057E-1,5.454591095E-1
3.235799090E-1,-4.123005271E-1,-1.242568195E-1,-3.288423717E-1,5.418198845E-1
3.260239720E-1,-3.958071768E-1,-1.077634841E-1,-3.184576929E-1,5.193183916E-1
3.284688680E-1,-3.921419978E-1,-1.016548276E-1,-3.068512678E-1,5.081995189E-1
3.309145450E-1,-3.817572892E-1,-8.638320863E-2,-2.952448130E-1,4.902756226E-1
3.333594410E-1,-3.677074015E-1,-7.722024620E-2,-2.824166715E-1,4.700328456E-1
3.358035550E-1,-3.652639389E-1,-6.561380625E-2,-2.726428211E-1,4.604964978E-1
3.382483990E-1,-3.432728350E-1,-5.217479169E-2,-2.567603588E-1,4.318383147E-1
3.406940760E-1,-3.438836932E-1,-4.606614634E-2,-2.451539189E-1,4.248276453E-1
3.431389720E-1,-3.194490969E-1,-3.018365987E-2,-2.311040163E-1,3.954337431E-1
3.455830860E-1,-3.182273805E-1,-2.712933533E-2,-2.188867182E-1,3.871899559E-1
3.480279820E-1,-2.980688214E-1,-1.369031332E-2,-2.048368305E-1,3.619261998E-1
3.504736590E-1,-2.913493216E-1,-1.369031332E-2,-1.913978010E-1,3.488623942E-1
3.529185550E-1,-2.766885757E-1,-5.749071483E-3,-1.785696447E-1,3.293580692E-1
3.553626180E-1,-2.650821507E-1,-2.083883155E-3,-1.663523614E-1,3.129632524E-1
3.578075130E-1,-2.595843673E-1,-5.749071483E-3,-1.559676528E-1,3.028910766E-1
3.602531910E-1,-2.382040769E-1,-2.083883155E-3,-1.431394964E-1,2.779108495E-1
3.626980860E-1,-2.400366664E-1,-6.970800925E-3,-1.321439296E-1,2.740952597E-1
3.651422010E-1,-2.180455476E-1,-2.083883155E-3,-1.205375046E-1,2.491535539E-1
3.675870450E-1,-2.186564058E-1,-9.414259344E-3,-1.107636839E-1,2.452913487E-1
3.700327740E-1,-2.003304660E-1,-4.527342040E-3,-1.016007066E-1,2.246675233E-1
3.724776180E-1,-1.948326826E-1,-1.063598879E-2,-9.121601284E-2,2.153909456E-1
3.749217320E-1,-1.850588471E-1,-8.803395554E-3,-8.205303550E-2,2.026252138E-1
3.773666280E-1,-1.728415489E-1,-1.369031332E-2,-7.105746865E-2,1.873787330E-1
3.798123050E-1,-1.716198176E-1,-1.613377221E-2,-6.189449504E-2,1.831518193E-1
3.822572010E-1,-1.526830196E-1,-1.796636544E-2,-5.028806627E-2,1.617522315E-1
3.847012630E-1,-1.569590718E-1,-2.712933533E-2,-4.234682396E-2,1.648193088E-1
3.871461590E-1,-1.380222589E-1,-2.651847154E-2,-2.890780196E-2,1.434887950E-1
3.895918360E-1,-1.441309154E-1,-4.362268373E-2,-2.096656151E-2,1.520403105E-1
3.920367320E-1,-1.300810128E-1,-4.606614634E-2,-8.138401434E-3,1.382367293E-1
3.944808470E-1,-1.331353486E-1,-6.194862723E-2,1.635434572E-3,1.468513810E-1
3.969257430E-1,-1.294701546E-1,-6.988986582E-2,1.324186474E-2,1.477242745E-1
3.993714200E-1,-1.264158338E-1,-8.271802962E-2,2.607002296E-2,1.533064955E-1
4.018163160E-1,-1.313027442E-1,-9.249186516E-2,3.950905055E-2,1.653968585E-1
4.042603780E-1,-1.190854609E-1,-1.004330963E-1,5.600239709E-2,1.655428111E-1
4.067052740E-1,-1.270266920E-1,-1.144829839E-1,6.699796021E-2,1.836596329E-1
4.091509510E-1,-1.111442223E-1,-1.163155884E-1,8.349131048E-2,1.812543880E-1
4.115958470E-1,-1.160311401E-1,-1.285328716E-1,9.754119813E-2,1.987415656E-1
4.140399610E-1,-1.019812524E-1,-1.236459613E-1,1.134236753E-1,1.963502730E-1
4.164848050E-1,-1.007595211E-1,-1.315872073E-1,1.280844212E-1,2.094595263E-1
4.189305340E-1,-9.465087205E-2,-1.279220134E-1,1.451886594E-1,2.154125714E-1
4.213753780E-1,-8.609876782E-2,-1.285328716E-1,1.616819948E-1,2.237739135E-1
4.238194930E-1,-8.609876782E-2,-1.230351031E-1,1.757318825E-1,2.311543400E-1
4.262643880E-1,-7.082714885E-2,-1.138721257E-1,1.910035014E-1,2.333788413E-1
4.287100660E-1,-7.510320097E-2,-1.114286631E-1,2.038316727E-1,2.441396906E-1
4.311549610E-1,-5.738812685E-2,-9.615704417E-2,2.184924185E-1,2.455168247E-1
4.335990240E-1,-6.227504462E-2,-9.249186516E-2,2.325423062E-1,2.578930989E-1
4.360439200E-1,-4.761429131E-2,-7.722024620E-2,2.465921938E-1,2.627504467E-1
4.384895970E-1,-4.455996677E-2,-7.783110440E-2,2.575877607E-1,2.727539659E-1
4.409344930E-1,-3.784045577E-2,-7.233332098E-2,2.698050439E-1,2.818843223E-1
4.433786070E-1,-2.989921346E-2,-7.355505228E-2,2.814114690E-1,2.923982277E-1
4.458235030E-1,-2.989921346E-2,-7.722024620E-2,2.893527150E-1,3.009683091E-1
4.482691800E-1,-1.584932581E-2,-8.088542521E-2,2.985156775E-1,3.096857485E-1
4.507140760E-1,-2.379056811E-2,-9.676791728E-2,3.064569235E-1,3.222512481E-1
4.531581380E-1,-7.908083498E-3,-1.059308797E-1,3.137873113E-1,3.312798904E-1
4.556030340E-1,-1.646018960E-2,-1.273111552E-1,3.198959529E-1,3.446918751E-1
4.580487110E-1,-4.242895171E-3,-1.383067071E-1,3.266154528E-1,3.547173542E-1
4.604936070E-1,-7.908083498E-3,-1.621304452E-1,3.315023780E-1,3.691106144E-1
4.629376700E-1,-7.297218777E-3,-1.780129224E-1,3.370001614E-1,3.811967454E-1
4.653825660E-1,-4.853759892E-3,-1.987823248E-1,3.418870866E-1,3.955056910E-1
4.678282430E-1,-9.740677662E-3,-2.183299959E-1,3.455522656E-1,4.088633466E-1
4.702731380E-1,-2.410301007E-3,-2.366559356E-1,3.498283327E-1,4.223644206E-1
4.727172530E-1,-1.401673071E-2,-2.617014050E-1,3.516609073E-1,4.385766613E-1
4.751621490E-1,-5.777068436E-4,-2.775838673E-1,3.547152281E-1,4.504176175E-1
4.776078260E-1,-1.340586599E-2,-3.069053888E-1,3.571586907E-1,4.710976176E-1
4.800527220E-1,-4.242895171E-3,-3.227878809E-1,3.583804369E-1,4.823344854E-1
4.824967840E-1,-1.157327183E-2,-3.545528352E-1,3.608238995E-1,5.059995455E-1
4.849416800E-1,-1.157327183E-2,-3.753222525E-1,3.626564741E-1,5.220349146E-1
4.873873570E-1,-1.401673071E-2,-4.028111696E-1,3.632673323E-1,5.426015682E-1
4.898322530E-1,-2.134710923E-2,-4.254131615E-1,3.626564741E-1,5.594209285E-1
4.922763680E-1,-1.584932581E-2,-4.474042952E-1,3.632673323E-1,5.765283681E-1
4.947212630E-1,-2.928834781E-2,-4.718388617E-1,3.620456159E-1,5.954550753E-1
4.971669410E-1,-2.317970246E-2,-4.864996374E-1,3.626564741E-1,6.072387619E-1
4.996117840E-1,-3.478613123E-2,-5.091015697E-1,3.596021533E-1,6.242661226E-1
5.020558990E-1,-2.623402700E-2,-5.170428157E-1,3.602130115E-1,6.306939916E-1
5.045007950E-1,-3.295353800E-2,-5.335361958E-1,3.583804369E-1,6.435707773E-1
5.069464720E-1,-2.745575458E-2,-5.372013450E-1,3.565478325E-1,6.453413518E-1
5.093913680E-1,-2.317970246E-2,-5.420882702E-1,3.571586907E-1,6.495839604E-1
5.118354300E-1,-2.379056811E-2,-5.390339494E-1,3.541043699E-1,6.453785668E-1
5.142803260E-1,-1.279500127E-2,-5.317035913E-1,3.528826535E-1,6.382778300E-1
5.167260030E-1,-1.707105339E-2,-5.274274945E-1,3.516609073E-1,6.341423945E-1
5.191708990E-1,-5.777068436E-4,-5.084906816E-1,3.522717655E-1,6.185939733E-1
5.216150130E-1,-6.075489335E-3,-4.987169206E-1,3.504391909E-1,6.095597632E-1
5.240599090E-1,7.974399254E-3,-4.785583913E-1,3.486065865E-1,5.921218431E-1
5.265055860E-1,5.530940369E-3,-4.687845409E-1,3.498283327E-1,5.849524762E-1
5.289504820E-1,1.286131609E-2,-4.486260116E-1,3.467739820E-1,5.671709675E-1
5.313945450E-1,1.774823293E-2,-4.382413030E-1,3.455522656E-1,5.583697768E-1
5.338394410E-1,1.347218174E-2,-4.254131615E-1,3.406653404E-1,5.451703696E-1
5.362851180E-1,2.202428877E-2,-4.168610573E-1,3.382218778E-1,5.372636680E-1
5.387300130E-1,9.806993417E-3,-4.138067067E-1,3.302806616E-1,5.295445996E-1
5.411741280E-1,1.835909858E-2,-4.052546024E-1,3.241719902E-1,5.192839575E-1
5.436189720E-1,3.698346205E-3,-4.101415277E-1,3.150090277E-1,5.171657742E-1
5.460647010E-1,9.196128696E-3,-4.076980650E-1,3.046243191E-1,5.090169514E-1
5.485095970E-1,-4.242895171E-3,-4.193044901E-1,2.911853194E-1,5.105126324E-1
5.509536590E-1,-7.297218777E-3,-4.217479527E-1,2.789680064E-1,5.057150715E-1
5.533985550E-1,-1.218413655E-2,-4.339652658E-1,2.636964023E-1,5.079469437E-1
5.558442320E-1,-2.379056811E-2,-4.455716908E-1,2.465921938E-1,5.098115660E-1
5.582891280E-1,-2.134710923E-2,-4.535129368E-1,2.288771123E-1,5.084431290E-1
5.607331910E-1,-3.722959012E-2,-4.657302201E-1,2.081077248E-1,5.114679906E-1
5.631780860E-1,-2.989921346E-2,-4.706171453E-1,1.897817701E-1,5.083223197E-1
5.656237630E-1,-4.639256001E-2,-4.822235703E-1,1.684015095E-1,5.128848895E-1
5.680686590E-1,-3.906218335E-2,-4.797801077E-1,1.488538384E-1,5.038573917E-1
5.705127740E-1,-4.822515696E-2,-4.852778912E-1,1.286952943E-1,5.043637340E-1
5.729576700E-1,-4.639256001E-2,-4.785583913E-1,1.079258919E-1,4.927660720E-1
5.754033470E-1,-4.883601889E-2,-4.748931825E-1,8.959995210E-2,4.857330985E-1
5.778482430E-1,-5.433380231E-2,-4.632867575E-1,7.249574363E-2,4.720618758E-1
5.802923050E-1,-4.517083243E-2,-4.504586160E-1,5.783499032E-2,4.563970365E-1
5.827372010E-1,-5.372293666E-2,-4.406847656E-1,3.950905055E-2,4.457018977E-1
5.851828780E-1,-4.028391466E-2,-4.193044901E-1,2.545915730E-2,4.220038126E-1
5.876277740E-1,-4.944688454E-2,-4.070872068E-1,1.202013530E-2,4.102553741E-1
5.900718880E-1,-3.845132142E-2,-3.826526105E-1,4.137051292E-4,3.845798950E-1
5.925167840E-1,-4.272737354E-2,-3.692136109E-1,-1.485791244E-2,3.719745643E-1
5.949624610E-1,-3.539699689E-2,-3.453898728E-1,-2.646434307E-2,3.482060784E-1
5.974073050E-1,-3.417526558E-2,-3.301182687E-1,-3.684904054E-2,3.339219548E-1
5.998514200E-1,-3.600785881E-2,-3.130140305E-1,-4.845546931E-2,3.187824990E-1
6.022963160E-1,-2.684488893E-2,-2.971315682E-1,-5.578584969E-2,3.035125663E-1
6.047419930E-1,-3.661872447E-2,-2.885794640E-1,-6.922487915E-2,2.990169258E-1
6.071868880E-1,-2.256883681E-2,-2.751404345E-1,-7.594439387E-2,2.863200343E-1
6.096309510E-1,-3.539699689E-2,-2.739186883E-1,-8.449649811E-2,2.888322236E-1
6.120758470E-1,-2.379056811E-2,-2.592579424E-1,-9.365946054E-2,2.766817059E-1
6.145215240E-1,-2.989921346E-2,-2.629231215E-1,-1.046550274E-1,2.845614266E-1
6.169664200E-1,-2.623402700E-2,-2.519275546E-1,-1.138180047E-1,2.776873334E-1
6.194105340E-1,-2.440143004E-2,-2.507058382E-1,-1.229809672E-1,2.803090533E-1
6.218554300E-1,-2.562316135E-2,-2.445971817E-1,-1.321439296E-1,2.791887279E-1
6.243011070E-1,-1.584932581E-2,-2.397102565E-1,-1.419177651E-1,2.790212541E-1
6.267460030E-1,-2.317970246E-2,-2.354342043E-1,-1.547459215E-1,2.826886333E-1
6.291900660E-1,-6.075489335E-3,-2.256603688E-1,-1.632980257E-1,2.786139961E-1
6.316349610E-1,-1.340586599E-2,-2.262712419E-1,-1.761261970E-1,2.870519629E-1
6.340806380E-1,3.698346205E-3,-2.109996229E-1,-1.889543533E-1,2.832635986E-1
6.365255340E-1,1.865752041E-3,-2.097778916E-1,-2.005607784E-1,2.902324425E-1
6.389696490E-1,1.225045230E-2,-1.969497353E-1,-2.133889347E-1,2.906443003E-1
6.414144930E-1,2.080255747E-2,-1.908410788E-1,-2.262170911E-1,2.966938423E-1
6.438602220E-1,2.446774766E-2,-1.798455119E-1,-2.408778518E-1,3.016044070E-1
6.463050660E-1,4.096109420E-2,-1.694608182E-1,-2.537060380E-1,3.078336139E-1
6.487491800E-1,4.157195985E-2,-1.590761244E-1,-2.683667839E-1,3.147287275E-1
6.511940760E-1,6.295222044E-2,-1.383067071E-1,-2.799732089E-1,3.185541163E-1
6.536397530E-1,6.295222044E-2,-1.218133718E-1,-2.952448130E-1,3.255318405E-1
6.560846490E-1,8.860854059E-2,-9.310272336E-2,-3.050186634E-1,3.309924102E-1
6.585287110E-1,9.899324179E-2,-7.050073147E-2,-3.154033720E-1,3.380078433E-1
6.609736070E-1,1.234278306E-1,-3.384884819E-2,-3.221228719E-1,3.466169622E-1
6.634192840E-1,1.429755092E-1,1.581305172E-3,-3.263989389E-1,3.563436039E-1
6.658641800E-1,1.619123220E-1,4.922875017E-2,-3.294532597E-1,3.703761874E-1
6.683082950E-1,1.900120974E-1,1.011522561E-1,-3.257880509E-1,3.904794875E-1
6.707531910E-1,2.022293955E-1,1.561300755E-1,-3.202902675E-1,4.097062171E-1
6.731988680E-1,2.333834916E-1,2.196599990E-1,-3.092947006E-1,4.454004728E-1
6.756437630E-1,2.394921333E-1,2.728052139E-1,-3.007425964E-1,4.714077597E-1
6.780878260E-1,2.682027519E-1,3.357242942E-1,-2.842492759E-1,5.152098298E-1
6.805327220E-1,2.755331397E-1,3.778739572E-1,-2.671450377E-1,5.385849141E-1
6.829783990E-1,2.938590944E-1,4.218562245E-1,-2.469864935E-1,5.703666974E-1
6.854232950E-1,3.042437732E-1,4.438473582E-1,-2.262170911E-1,5.837284671E-1
6.878674090E-1,3.091306984E-1,4.615624249E-1,-2.066694200E-1,5.927173947E-1
6.903122530E-1,3.189045489E-1,4.609515667E-1,-1.852891594E-1,5.903461110E-1
6.927579820E-1,3.072980940E-1,4.475125372E-1,-1.626871675E-1,5.667157171E-1
6.952028260E-1,3.121850193E-1,4.322409034E-1,-1.400851756E-1,5.512853537E-1
6.976469410E-1,2.901938856E-1,3.943673074E-1,-1.193157732E-1,5.039586472E-1
7.000918360E-1,2.877504230E-1,3.601588905E-1,-9.793551266E-2,4.712813352E-1
7.025375130E-1,2.608723938E-1,3.070136607E-1,-7.838784158E-2,4.104344618E-1
7.049824090E-1,2.492659688E-1,2.605879307E-1,-5.945103988E-2,3.654777954E-1
7.074264720E-1,2.260531187E-1,2.019449323E-1,-4.112509638E-2,3.058971097E-1
7.098713680E-1,2.016185224E-1,1.451345086E-1,-2.585347742E-2,2.497648023E-1
7.123170450E-1,1.863469034E-1,8.649151027E-2,-1.119272411E-2,2.057455391E-1
7.147619410E-1,1.533602029E-1,2.235070802E-2,4.137051292E-4,1.549808928E-1
7.172060550E-1,1.411429197E-1,-3.445971385E-2,1.140926965E-2,1.457359499E-1
7.196509510E-1,1.167083159E-1,-9.615704417E-2,1.996137574E-2,1.525302090E-1
7.220966280E-1,9.960410744E-2,-1.523566097E-1,2.912434749E-2,1.843413745E-1
7.245415240E-1,7.700211555E-2,-2.067235708E-1,3.217867017E-2,2.229336837E-1
7.269855860E-1,5.684357882E-2,-2.537601590E-1,3.584385663E-2,2.625075100E-1
7.294304820E-1,3.546331078E-2,-2.959098220E-1,3.889818490E-2,3.005550498E-1
7.318761590E-1,1.835909858E-2,-3.337834477E-1,4.011991248E-2,3.366868781E-1
7.343210550E-1,1.865752041E-3,-3.637158275E-1,4.011991248E-2,3.659266205E-1
7.367651700E-1,-1.218413655E-2,-3.875395358E-1,3.889818490E-2,3.896773200E-1
7.392100130E-1,-2.440143004E-2,-4.009785652E-1,4.195250571E-2,4.039050040E-1
7.416557430E-1,-3.417526558E-2,-4.070872068E-1,4.378510267E-2,4.108589514E-1
7.441005860E-1,-3.967304900E-2,-4.058654904E-1,4.683942348E-2,4.104810333E-1
7.465447010E-1,-4.455996677E-2,-3.979242444E-1,5.172634125E-2,4.037386646E-1
7.489895970E-1,-4.700342566E-2,-3.820417523E-1,5.905672163E-2,3.894263973E-1
7.514352740E-1,-4.578169435E-2,-3.576071560E-1,6.699796021E-2,3.666981978E-1
7.538801700E-1,-4.578169435E-2,-3.246204853E-1,7.982611656E-2,3.374116653E-1
7.563242320E-1,-4.578169435E-2,-2.836925387E-1,9.448686242E-2,3.024982434E-1
7.587691280E-1,-4.394910112E-2,-2.384885252E-1,1.122019440E-1,2.672032491E-1
7.612148050E-1,-4.272737354E-2,-1.890084893E-1,1.311387420E-1,2.339812110E-1
7.636597010E-1,-4.272737354E-2,-1.364741176E-1,1.549624950E-1,2.108653316E-1
7.661038160E-1,-4.394910112E-2,-8.699408174E-2,1.787862182E-1,2.036271238E-1
7.685487110E-1,-4.639256001E-2,-3.873576596E-2,2.038316727E-1,2.126031043E-1
7.709943880E-1,-4.700342566E-2,5.246491637E-3,2.288771123E-1,2.337126018E-1
7.734392840E-1,-5.066861212E-2,4.800702631E-2,2.557551563E-1,2.651088131E-1
7.758833470E-1,-5.555552989E-2,8.649151027E-2,2.844657898E-1,3.024698065E-1
7.783282430E-1,-6.227504462E-2,1.243651062E-1,3.095112443E-1,3.393259070E-1
7.807739200E-1,-7.143801451E-2,1.555192173E-1,3.357784450E-1,3.768776738E-1
7.832188160E-1,-8.060098439E-2,1.860624552E-1,3.608238995E-1,4.138956902E-1
7.856629300E-1,-9.404000640E-2,2.147730887E-1,3.834258914E-1,4.494289895E-1
7.881077740E-1,-1.093116254E-1,2.404294163E-1,4.041952789E-1,4.828345049E-1
7.905535030E-1,-1.264158338E-1,2.636422515E-1,4.243538082E-1,5.153293649E-1
7.929983470E-1,-1.435200423E-1,2.856333852E-1,4.426797628E-1,5.460309567E-1
7.954424610E-1,-1.594025344E-1,3.045701981E-1,4.597839713E-1,5.740849012E-1
7.978873570E-1,-1.740632802E-1,3.228961229E-1,4.774990380E-1,6.021339245E-1
8.003330340E-1,-1.875023097E-1,3.406112194E-1,4.903272092E-1,6.257746328E-1
8.027779300E-1,-1.997195929E-1,3.583262861E-1,5.025445223E-1,6.487192305E-1
8.052219930E-1,-2.094934285E-1,3.760413527E-1,5.147618055E-1,6.710248222E-1
8.076668880E-1,-2.204889953E-1,3.943673074E-1,5.275899768E-1,6.946165517E-1
8.101125660E-1,-2.259867787E-1,4.114715159E-1,5.373638272E-1,7.135395682E-1
8.125574610E-1,-2.351497561E-1,4.297974706E-1,5.453050733E-1,7.330613183E-1
8.150015760E-1,-2.424801290E-1,4.456799328E-1,5.526354313E-1,7.502220574E-1
8.174464720E-1,-2.504213750E-1,4.658384621E-1,5.587440729E-1,7.693577041E-1
8.198921490E-1,-2.589734793E-1,4.853861630E-1,5.654636025E-1,7.889335054E-1
8.223370450E-1,-2.699690461E-1,5.043230057E-1,5.721831322E-1,8.090849873E-1
8.247811070E-1,-2.791320384E-1,5.220380425E-1,5.764591694E-1,8.262829943E-1
