"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.873426055E0,3.132589722E1,2.644433212E1,5.072750092E0,4.130795724E1
2.883426055E0,3.178437805E1,2.779423141E1,6.151874542E0,4.266862487E1
2.893426055E0,3.101554489E1,2.777792358E1,5.823410034E0,4.204151719E1
2.903426055E0,2.978373337E1,2.907667160E1,5.158672333E0,4.194204936E1
2.913426055E0,3.024798203E1,2.745522308E1,4.724704742E0,4.112240905E1
2.923426055E0,2.977927780E1,2.971494675E1,8.401222229E0,4.289946365E1
2.933426055E0,2.778034210E1,3.025107193E1,6.797649384E0,4.163031104E1
2.943426055E0,2.685294724E1,3.044006348E1,1.048674011E1,4.192433611E1
2.953426055E0,2.808159637E1,3.207792282E1,1.034357071E1,4.386979191E1
2.963426055E0,2.561726379E1,3.207994843E1,1.291324615E1,4.303625473E1
2.973426055E0,2.669552612E1,3.106442642E1,1.295182419E1,4.295811278E1
2.983426055E0,2.422917557E1,3.254053497E1,1.550438118E1,4.343184547E1
2.993426055E0,2.284453583E1,3.223165894E1,1.593780899E1,4.260007524E1
3.003426055E0,2.299656677E1,3.167910004E1,1.826945496E1,4.319931072E1
3.013426055E0,2.207189178E1,3.125297546E1,2.026332855E1,4.329571995E1
3.023426055E0,2.084309006E1,2.860409546E1,2.181108093E1,4.157345225E1
3.033426055E0,2.284138107E1,3.053686905E1,2.090981865E1,4.349079876E1
3.043426055E0,2.314974976E1,3.053227234E1,2.029848480E1,4.336080088E1
3.053426055E0,2.422658539E1,2.881213379E1,2.251189041E1,4.386173393E1
3.063426055E0,2.237994385E1,2.922634888E1,2.246116066E1,4.312244304E1
3.073426055E0,2.176613235E1,2.847301865E1,2.199032402E1,4.204820637E1
3.083426055E0,2.438240051E1,2.661722946E1,2.346977043E1,4.305587629E1
3.093426055E0,2.438240051E1,2.661722946E1,2.346977043E1,4.305587629E1
3.103426055E0,2.684543228E1,2.706670380E1,2.151389122E1,4.377363595E1
3.113426055E0,2.684543228E1,2.706670380E1,2.151389122E1,4.377363595E1
3.123426055E0,2.792821884E1,2.599095917E1,1.752940750E1,4.198565819E1
3.133426055E0,2.792821884E1,2.599095917E1,1.752940750E1,4.198565819E1
3.143426055E0,2.869714355E1,2.644021988E1,1.723380280E1,4.265694825E1
3.153426055E0,2.869714355E1,2.644021988E1,1.723380280E1,4.265694825E1
3.163426055E0,2.885377121E1,2.727373886E1,1.366846466E1,4.199075935E1
3.173426055E0,2.993303680E1,2.552117538E1,1.371560287E1,4.165855071E1
3.183426055E0,3.223894882E1,2.774879837E1,1.250904846E1,4.433759043E1
3.193426055E0,3.024123383E1,2.826870728E1,9.822341919E0,4.254562768E1
3.203426055E0,3.070258713E1,2.726469040E1,1.123832321E1,4.257125917E1
3.213426055E0,2.946992874E1,2.756167984E1,1.259710312E1,4.227067426E1
3.223426055E0,3.008524323E1,2.771611404E1,1.245585632E1,4.276041621E1
3.233426055E0,2.824042892E1,2.767188644E1,1.132712936E1,4.112856653E1
3.243426055E0,2.823376846E1,3.079989624E1,1.345744324E1,4.389626486E1
3.253426055E0,2.746601486E1,3.149284744E1,1.126361847E1,4.327875360E1
3.263426055E0,2.485071182E1,3.102019501E1,1.182310104E1,4.146801291E1
3.273426055E0,2.484777451E1,3.004623413E1,1.570341492E1,4.203314553E1
3.283426055E0,2.376655197E1,3.110113907E1,1.829529953E1,4.320703448E1
3.293426055E0,2.330133438E1,3.143296432E1,2.122041130E1,4.451167584E1
3.303426055E0,2.361125946E1,3.053927612E1,2.030988312E1,4.361915074E1
3.313426055E0,2.130220795E1,3.023492050E1,2.195837975E1,4.301284601E1
3.323426055E0,2.330481720E1,2.863681793E1,2.156240654E1,4.275651087E1
3.333426055E0,2.330294037E1,2.938544464E1,2.232751274E1,4.364686944E1
3.343426055E0,2.422629166E1,2.852658463E1,2.313424873E1,4.399855341E1
3.353426055E0,2.530672073E1,2.704798889E1,2.178536415E1,4.297238542E1
3.363426055E0,2.284630966E1,2.743201447E1,2.032683754E1,4.108101273E1
3.373426055E0,2.531011963E1,2.743694305E1,1.822136307E1,4.153800756E1
3.383426055E0,2.623059845E1,2.893198776E1,1.869124031E1,4.329511145E1
3.393426055E0,2.607686615E1,2.748104095E1,2.040662575E1,4.303069758E1
3.403426055E0,2.623451996E1,2.656417465E1,1.809969902E1,4.149101731E1
3.413426055E0,2.669189072E1,2.734991837E1,2.088773537E1,4.355195235E1
3.423426055E0,2.669189072E1,2.734991837E1,2.088773537E1,4.355195235E1
