"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
7.425413060E-1,3.743352890E1,1.999971390E1,-2.723461151E0,4.252851846E1
7.525413060E-1,3.851535034E1,1.850259018E1,-5.310211182E0,4.305782621E1
7.625413060E-1,3.759392548E1,1.832263947E1,-6.569160461E0,4.233410232E1
7.725413060E-1,4.036437988E1,1.921437454E1,-8.832042694E0,4.556841374E1
7.825413060E-1,3.990606689E1,1.699391937E1,-8.972492218E0,4.429213347E1
7.925413060E-1,3.898126221E1,1.816150284E1,-8.854251862E0,4.390645470E1
8.025413060E-1,3.898126221E1,1.816150284E1,-8.854251862E0,4.390645470E1
8.125413060E-1,4.097932816E1,1.763695526E1,-6.477012634E0,4.508125131E1
8.225413060E-1,4.097932816E1,1.763695526E1,-6.477012634E0,4.508125131E1
8.325413060E-1,4.066561127E1,1.930474854E1,-3.099311829E0,4.512173522E1
8.425413060E-1,4.066561127E1,1.930474854E1,-3.099311829E0,4.512173522E1
8.525413060E-1,3.820035553E1,2.235835266E1,-3.505519867E0,4.440103339E1
8.625413060E-1,3.804743195E1,2.118601227E1,-2.876693726E0,4.364320749E1
8.725413060E-1,3.404230499E1,2.394692993E1,-1.615406036E0,4.165265321E1
8.825413060E-1,3.619654846E1,2.295933151E1,-7.765617371E-1,4.287101669E1
8.925413060E-1,3.542433929E1,2.429055023E1,2.721633911E-1,4.295333186E1
9.025413060E-1,3.511369324E1,2.533859634E1,1.645179749E0,4.333269590E1
9.125413060E-1,3.249489594E1,2.679384613E1,2.956069946E0,4.222045478E1
9.225413060E-1,3.495462799E1,2.728731918E1,3.940120697E0,4.451907858E1
9.325413060E-1,3.310772705E1,2.727088547E1,4.668193817E0,4.314643459E1
9.425413060E-1,3.341262817E1,2.904910278E1,4.964714050E0,4.455224438E1
9.525413060E-1,3.233469772E1,2.832350922E1,6.803482056E0,4.352058386E1
9.625413060E-1,3.326213074E1,2.610784912E1,5.614093781E0,4.265568164E1
9.725413060E-1,3.341059875E1,2.878670502E1,7.134407043E0,4.467485041E1
9.825413060E-1,3.433776093E1,2.614040756E1,6.723819733E0,4.367622333E1
9.925413060E-1,3.664795685E1,2.498225784E1,5.866107941E0,4.473921289E1
1.002541306E0,3.788303375E1,2.291635513E1,4.527873993E0,4.450601332E1
1.012541306E0,3.711679077E1,2.112882614E1,4.065219879E0,4.290232469E1
1.022541306E0,3.696308517E1,2.228260040E1,2.500392914E0,4.323234797E1
1.032541306E0,3.912134552E1,2.022839737E1,1.030220032E0,4.405370687E1
1.042541306E0,3.788935852E1,2.066120911E1,1.613624573E0,4.318672059E1
1.052541306E0,4.004924393E1,1.829597855E1,-9.362602234E-1,4.404045133E1
1.062541306E0,4.035773468E1,1.857924652E1,-2.015216827E0,4.447466974E1
1.072541306E0,3.928390884E1,1.722000885E1,-3.109539032E0,4.300492334E1
1.082541306E0,3.913930130E1,1.521334076E1,-8.970947266E0,4.293959173E1
1.092541306E0,3.960089874E1,1.565330124E1,-9.583614349E0,4.364748200E1
1.102541306E0,3.991122818E1,1.446480560E1,-1.049072266E1,4.372861761E1
1.112541306E0,4.114147949E1,1.405514908E1,-9.526790619E0,4.450762058E1
1.122541306E0,3.990515900E1,1.628235245E1,-7.261867523E0,4.370665208E1
1.132541306E0,3.990515900E1,1.628235245E1,-7.261867523E0,4.370665208E1
1.142541306E0,3.805272675E1,1.706319046E1,-2.519290924E0,4.177929282E1
1.152541306E0,3.805272675E1,1.706319046E1,-2.519290924E0,4.177929282E1
1.162541306E0,3.958924866E1,1.855830765E1,-2.653148651E0,4.380363672E1
1.172541306E0,3.727830505E1,2.088415527E1,-2.582801819E0,4.280760253E1
1.182541306E0,3.742980194E1,2.135187531E1,-1.036804199E0,4.310414847E1
1.192541306E0,3.819757080E1,2.239541626E1,-1.029792786E0,4.429073896E1
1.202541306E0,3.727448273E1,2.368492508E1,-2.615329742E0,4.424028355E1
1.212541306E0,3.557462311E1,2.564273453E1,1.807888031E0,4.389045571E1
1.222541306E0,3.618643951E1,2.685682678E1,3.511451721E0,4.520041861E1
1.232541306E0,3.556727600E1,2.776668549E1,5.806983948E0,4.549440633E1
1.242541306E0,3.310590363E1,2.772933197E1,5.746192932E0,4.356530087E1
1.252541306E0,3.356614685E1,2.616116333E1,8.871086121E0,4.347170172E1
1.262541306E0,3.326009369E1,2.584545517E1,7.783779144E0,4.283466590E1
1.272541306E0,3.417753601E1,2.781516266E1,1.041478729E1,4.527974200E1
1.282541306E0,3.295551682E1,2.507594681E1,5.927944183E0,4.183311749E1
1.292541306E0,3.449388885E1,2.321772385E1,8.309192657E0,4.240204891E1
1.302541306E0,3.634108353E1,2.351971054E1,6.958763123E0,4.384376261E1
1.312541306E0,3.695742035E1,2.380533218E1,5.732669830E0,4.433292527E1
1.322541306E0,3.696024323E1,2.260984802E1,4.663234711E0,4.357763836E1
1.332541306E0,3.850201416E1,2.114057159E1,3.480484009E0,4.406180467E1
1.342541306E0,3.835054779E1,2.052775955E1,2.090930939E0,4.354911503E1
1.352541306E0,3.789266205E1,2.061719894E1,-1.326313019E0,4.315879789E1
1.362541306E0,3.743256378E1,1.957833481E1,-1.325725555E0,4.226423516E1
1.372541306E0,3.928491592E1,1.648296356E1,-3.100978851E0,4.271543956E1
1.382541306E0,3.867454529E1,1.496015549E1,-5.729518890E0,4.186112865E1
1.392541306E0,3.852230835E1,1.566012192E1,-8.062877655E0,4.235820647E1
1.402541306E0,3.929579163E1,1.402250290E1,-9.881851196E0,4.287704293E1
1.412541306E0,4.037083435E1,1.536552429E1,-9.870662689E0,4.430952025E1
1.422541306E0,3.960251999E1,1.534226990E1,-1.066332626E1,4.378871272E1
1.432541306E0,4.006491852E1,1.432436371E1,-1.017574310E1,4.374849528E1
1.442541306E0,3.944384003E1,1.525970459E1,-6.178146362E0,4.274160260E1
1.452541306E0,4.052151108E1,1.555464554E1,-7.238109589E0,4.400375084E1
1.462541306E0,4.143917847E1,1.723184586E1,-4.448947906E0,4.509917029E1
1.472541306E0,4.143917847E1,1.723184586E1,-4.448947906E0,4.509917029E1
1.482541306E0,3.851088333E1,1.827263260E1,-9.742546082E-1,4.263714823E1
1.492541306E0,3.851088333E1,1.827263260E1,-9.742546082E-1,4.263714823E1
1.502541306E0,3.850976562E1,1.959004593E1,-1.608596802E0,4.323609061E1
1.512541306E0,3.835126114E1,2.225497055E1,-7.148094177E-1,4.434652069E1
1.522541306E0,3.758248138E1,2.194848251E1,-7.303848267E-1,4.352829257E1
1.532541306E0,3.542868805E1,2.148283386E1,-1.595077515E-1,4.143343493E1
1.542541306E0,3.711722183E1,2.343873215E1,7.884292603E-1,4.390539764E1
1.552541306E0,3.665389252E1,2.389016724E1,1.855030060E0,4.379142683E1
1.562541306E0,3.511341476E1,2.403971100E1,3.517387390E0,4.269931633E1
1.572541306E0,3.649671936E1,2.407693481E1,4.634716034E0,4.396805553E1
1.582541306E0,3.649395752E1,2.585047150E1,4.923637390E0,4.499219951E1
1.592541306E0,3.664781952E1,2.570772171E1,5.083881378E0,4.505325161E1
1.602541306E0,3.526753616E1,2.345935822E1,3.992233276E0,4.254501759E1
1.612541306E0,3.542140198E1,2.331659698E1,4.152481079E0,4.260965280E1
1.622541306E0,3.557661819E1,2.243216324E1,4.011817932E0,4.224917032E1
1.632541306E0,3.619112396E1,2.230798721E1,4.957126617E0,4.280206597E1
1.642541306E0,3.635004425E1,2.108472443E1,1.879959106E0,4.206454050E1
1.652541306E0,3.788840485E1,2.110807037E1,1.917953491E0,4.341382732E1
1.662541306E0,3.835115814E1,2.095376968E1,1.002662659E0,4.371358058E1
1.672541306E0,3.789225006E1,2.004378128E1,-2.363319397E-1,4.286760590E1
1.682541306E0,3.789569473E1,1.927430725E1,-2.394035339E0,4.258302484E1
1.692541306E0,3.866611862E1,1.912467194E1,-3.301727295E0,4.326341652E1
1.702541306E0,4.036595917E1,1.543038177E1,-5.538131714E0,4.356808745E1
1.712541306E0,4.006051636E1,1.467245102E1,-6.620304108E0,4.317353606E1
1.722541306E0,4.021990967E1,1.373242950E1,-1.047456360E1,4.377142031E1
1.732541306E0,3.852864456E1,1.427322006E1,-1.207053757E1,4.282381510E1
1.742541306E0,3.991467285E1,1.369533157E1,-1.264842606E1,4.405367065E1
1.752541306E0,4.052748108E1,1.518571091E1,-1.218615341E1,4.496203814E1
1.762541306E0,4.114147949E1,1.405514908E1,-9.526790619E0,4.450762058E1
1.772541306E0,4.036631012E1,1.542574692E1,-5.847599030E0,4.360719063E1
1.782541306E0,4.021033859E1,1.660963821E1,-5.400894165E0,4.383972022E1
1.792541306E0,4.143618393E1,1.654807663E1,-8.815231323E-1,4.462704630E1
1.802541306E0,4.143618393E1,1.654807663E1,-8.815231323E-1,4.462704630E1
1.812541306E0,4.035328293E1,2.008576584E1,1.339302063E-1,4.507597331E1
1.822541306E0,4.035328293E1,2.008576584E1,1.339302063E-1,4.507597331E1
1.832541306E0,3.850444794E1,2.110814667E1,1.314216614E0,4.393032588E1
1.842541306E0,3.727228546E1,2.154327774E1,2.052349091E0,4.309928324E1
1.852541306E0,3.727228546E1,2.154327774E1,2.052349091E0,4.309928324E1
1.862541306E0,3.649900055E1,2.303348923E1,3.873035431E0,4.333265594E1
1.872541306E0,3.557044983E1,2.569832611E1,5.521484375E0,4.422835805E1
1.882541306E0,3.357349014E1,2.403720856E1,4.871994019E0,4.157767383E1
1.892541306E0,3.495151520E1,2.631568146E1,7.975173950E0,4.447164158E1
1.902541306E0,3.417943192E1,2.605319977E1,1.089953232E1,4.433737237E1
1.912541306E0,3.433626938E1,2.485773468E1,9.679161072E0,4.348071443E1
1.922541306E0,3.341191864E1,2.457207108E1,1.120711899E1,4.296210540E1
1.932541306E0,3.587523651E1,2.443885040E1,9.722290039E0,4.448385019E1
1.942541306E0,3.464541626E1,2.440859222E1,8.918228149E0,4.330841761E1
1.952541306E0,3.895810699E1,2.223271179E1,7.038764954E0,4.540453486E1
1.962541306E0,3.788496399E1,2.187754440E1,4.075656891E0,4.393755142E1
1.972541306E0,3.865639496E1,2.099086761E1,3.176528931E0,4.410242318E1
1.982541306E0,3.850773621E1,1.932765579E1,5.610923767E-1,4.308966060E1
1.992541306E0,4.035954285E1,1.725256348E1,-1.999809265E0,4.393794354E1
2.002541306E0,3.897981644E1,1.572040176E1,-4.492618561E0,4.226985619E1
2.012541306E0,4.113690186E1,1.440555954E1,-5.816616058E0,4.397269451E1
2.022541306E0,4.160417557E1,1.419103241E1,-1.075497055E1,4.525441655E1
2.032541306E0,3.960986328E1,1.321832275E1,-1.466242218E1,4.425665995E1
2.042541306E0,3.899622345E1,1.246267319E1,-1.528799438E1,4.370064575E1
2.052541306E0,4.115032959E1,1.220054245E1,-1.523138046E1,4.554336189E1
2.062541306E0,3.991777420E1,1.104891586E1,-1.215341187E1,4.316494711E1
2.072541306E0,3.991162872E1,1.416998291E1,-1.048729706E1,4.363152441E1
2.082541306E0,4.160429382E1,1.172908783E1,-7.785934448E0,4.392162954E1
2.092541306E0,4.144644928E1,1.366160202E1,-6.574123383E0,4.413237616E1
2.102541306E0,3.959656906E1,1.469787598E1,-4.465435028E0,4.247182536E1
2.112541306E0,4.036439514E1,1.545122528E1,-4.145530701E0,4.341900716E1
2.122541306E0,4.097777939E1,1.664447403E1,-3.834564209E0,4.439505380E1
2.132541306E0,4.097777939E1,1.664447403E1,-3.834564209E0,4.439505380E1
2.142541306E0,4.066411972E1,1.802207947E1,-1.439743042E-1,4.447905923E1
2.152541306E0,4.066411972E1,1.802207947E1,-1.439743042E-1,4.447905923E1
2.162541306E0,3.927482605E1,1.936712265E1,2.436893463E0,4.385813323E1
2.172541306E0,3.927482605E1,1.936712265E1,2.436893463E0,4.385813323E1
2.182541306E0,3.803816223E1,2.159895706E1,5.011280060E0,4.402873675E1
2.192541306E0,3.850160980E1,2.143538666E1,3.477058411E0,4.420339007E1
2.202541306E0,3.696146393E1,2.259363556E1,3.580101013E0,4.346768118E1
2.212541306E0,3.588238525E1,2.333055115E1,4.628078461E0,4.304973053E1
2.222541306E0,3.742415237E1,2.186127472E1,3.445327759E0,4.347818760E1
2.232541306E0,3.788537598E1,2.245096970E1,2.985675812E0,4.413912112E1
2.242541306E0,3.727338409E1,2.123919678E1,1.436843872E0,4.292403944E1
2.252541306E0,3.711708450E1,2.141437531E1,3.442863464E0,4.298961201E1
2.262541306E0,3.696461487E1,2.153860855E1,2.044750214E0,4.283077648E1
2.272541306E0,3.743141937E1,1.829103470E1,1.320148468E0,4.168232118E1
2.282541306E0,4.066010284E1,2.183849716E1,-1.271617889E0,4.617121326E1
2.292541306E0,3.866175079E1,2.019591522E1,-6.832427979E-1,4.362422248E1
2.302541306E0,3.727929688E1,1.841062164E1,-3.874282837E-1,4.157940675E1
2.312541306E0,3.666181946E1,1.958750916E1,4.787826538E-2,4.156635434E1
2.322541306E0,3.743437958E1,1.825165558E1,-1.310317993E0,4.166740499E1
2.332541306E0,4.051294708E1,1.769480896E1,-2.155876160E0,4.426119008E1
2.342541306E0,3.989835358E1,1.738602448E1,-2.477119446E0,4.359229962E1
2.352541306E0,4.036352539E1,1.546280670E1,-3.371864319E0,4.335530005E1
2.362541306E0,3.944533539E1,1.379256058E1,-5.696826935E0,4.217372462E1
2.372541306E0,3.821644974E1,1.432877350E1,-8.055068970E0,4.160162156E1
2.382541306E0,3.868525314E1,1.062044144E1,-1.001240540E1,4.134719880E1
2.392541306E0,3.960791397E1,1.252065277E1,-1.202339554E1,4.324483362E1
2.402541306E0,3.868654633E1,1.205052185E1,-1.296945953E1,4.254492713E1
2.412541306E0,3.822608948E1,1.289786148E1,-1.500265884E1,4.304263607E1
2.422541306E0,3.837619019E1,1.338411331E1,-1.221879959E1,4.244014050E1
2.432541306E0,3.914603043E1,1.266337204E1,-1.188177109E1,4.282463279E1
2.442541306E0,3.944702911E1,1.492782211E1,-8.650459290E0,4.305506271E1
2.452541306E0,3.913626862E1,1.655623627E1,-7.903221130E0,4.322288034E1
2.462541306E0,4.020859909E1,1.663280106E1,-3.853561401E0,4.368330857E1
2.472541306E0,4.020859909E1,1.663280106E1,-3.853561401E0,4.368330857E1
2.482541306E0,3.866267776E1,1.989414215E1,-1.144020081E0,4.349584263E1
2.492541306E0,3.835272598E1,2.093292236E1,-3.899345398E-1,4.369520429E1
2.502541306E0,3.835272598E1,2.093292236E1,-3.899345398E-1,4.369520429E1
2.512541306E0,3.834863281E1,2.330304718E1,3.563385010E-1,4.487512255E1
2.522541306E0,3.696207809E1,2.301964569E1,2.491832733E0,4.361546211E1
2.532541306E0,3.742367554E1,2.345961380E1,1.879161835E0,4.420877989E1
2.542541306E0,3.557319641E1,2.493811798E1,3.982711792E0,4.362595586E1
2.552541306E0,3.541819000E1,2.379356766E1,6.468341827E0,4.315578166E1
2.562541306E0,3.726259613E1,2.413261795E1,7.593643188E0,4.503940204E1
2.572541306E0,3.449282837E1,2.424495316E1,7.987743378E0,4.291126899E1
2.582541306E0,3.495621109E1,2.350333023E1,7.234035492E0,4.273961272E1
2.592541306E0,3.510920334E1,2.337215424E1,8.167945862E0,4.296078552E1
2.602541306E0,3.649729919E1,2.102998734E1,7.920066833E0,4.286071248E1
2.612541306E0,3.696097946E1,2.057391739E1,6.544002533E0,4.280448631E1
2.622541306E0,3.834207916E1,2.310087967E1,6.549091339E0,4.523998534E1
2.632541306E0,3.649803925E1,2.261211014E1,5.270767212E0,4.325731592E1
2.642541306E0,3.727141571E1,2.155485916E1,2.826015472E0,4.314807928E1
2.652541306E0,3.757883072E1,2.199712372E1,2.519012451E0,4.361636612E1
2.662541306E0,3.742987442E1,2.004835892E1,5.259361267E-1,4.246420614E1
2.672541306E0,3.789432144E1,1.827950668E1,9.368133545E-2,4.207289791E1
2.682541306E0,3.866710663E1,1.665114594E1,-1.106353760E0,4.211448462E1
2.692541306E0,3.944175720E1,1.528749847E1,-4.321350098E0,4.252098173E1
2.702541306E0,3.913818359E1,1.378094482E1,-6.168624878E0,4.194953859E1
2.712541306E0,3.913961029E1,1.448556137E1,-8.343456268E0,4.256000287E1
2.722541306E0,3.791623688E1,1.248802567E1,-1.252939224E1,4.183990289E1
2.732541306E0,3.868600464E1,1.307080078E1,-1.375510788E1,4.308892875E1
2.742541306E0,3.745927429E1,1.140746689E1,-1.531400681E1,4.204576478E1
2.752541306E0,4.022121429E1,1.414917374E1,-1.218176651E1,4.434343956E1
2.762541306E0,3.960749817E1,1.194723129E1,-1.093341827E1,4.279053496E1
2.772541306E0,4.098937225E1,1.316141129E1,-9.984516144E0,4.419323418E1
2.782541306E0,4.098653412E1,1.348865891E1,-7.821678162E0,4.385223537E1
2.792541306E0,3.990436172E1,1.499041367E1,-4.925457001E0,4.291072958E1
2.802541306E0,3.990436172E1,1.499041367E1,-4.925457001E0,4.291072958E1
2.812541306E0,4.020738220E1,1.664901352E1,-2.770427704E0,4.360617507E1
2.822541306E0,4.020738220E1,1.664901352E1,-2.770427704E0,4.360617507E1
2.832541306E0,3.866625595E1,1.839920807E1,-2.519500732E0,4.289473267E1
2.842541306E0,3.927583313E1,2.137989044E1,-9.912109375E-1,4.472888644E1
2.852541306E0,3.927583313E1,2.137989044E1,-9.912109375E-1,4.472888644E1
2.862541306E0,3.742999268E1,2.033622742E1,5.831527710E-2,4.259776870E1
2.872541306E0,3.711775970E1,2.241844940E1,1.574081421E0,4.339115914E1
2.882541306E0,3.726940155E1,2.302894974E1,2.808895111E0,4.390023587E1
2.892541306E0,3.634782028E1,2.183798599E1,2.954528809E0,4.250636319E1
2.902541306E0,3.619187164E1,2.200854111E1,4.651084900E0,4.261290938E1
2.912541306E0,3.634432220E1,2.289764023E1,4.799343109E0,4.322320417E1
2.922541306E0,3.711228561E1,2.292552948E1,5.901473999E0,4.401964381E1
2.932541306E0,3.649945068E1,2.158024597E1,5.282752991E0,4.272966646E1
2.942541306E0,3.588190079E1,2.406064606E1,4.155319214E0,4.340152268E1
2.952541306E0,3.649913788E1,2.230802536E1,4.655261993E0,4.302913578E1
2.962541306E0,3.696723938E1,2.049053192E1,9.736022949E-1,4.227749504E1
2.972541306E0,3.742481232E1,2.112886429E1,3.763351440E0,4.314172339E1
2.982541306E0,3.788954926E1,1.964556122E1,2.708740234E0,4.276567890E1
2.992541306E0,3.865891266E1,2.052316284E1,1.479598999E0,4.379384608E1
3.002541306E0,3.850935364E1,1.901662445E1,-5.186157227E-1,4.295196486E1
3.012541306E0,3.943253326E1,1.816007233E1,4.428558350E-1,4.341553901E1
3.022541306E0,3.912976837E1,1.606388474E1,-1.397575378E0,4.232186648E1
3.032541306E0,3.990295410E1,1.602228165E1,-4.937442780E0,4.328207015E1
3.042541306E0,3.928924561E1,1.468857574E1,-4.782501221E0,4.221695626E1
3.052541306E0,4.052326965E1,1.451815414E1,-7.535594940E0,4.370008437E1
3.062541306E0,3.960482025E1,1.328549576E1,-1.017515945E1,4.299511664E1
3.072541306E0,3.791632843E1,1.292098999E1,-1.315345764E1,4.216175271E1
3.082541306E0,3.992121887E1,1.027944183E1,-1.431111526E1,4.363689564E1
3.092541306E0,3.853543091E1,1.143307495E1,-1.466847229E1,4.278853488E1
3.102541306E0,3.991507339E1,1.340050888E1,-1.264500046E1,4.396228792E1
3.112541306E0,3.930278778E1,1.190318298E1,-1.357147980E1,4.325020181E1
3.122541306E0,3.914305496E1,1.371608734E1,-1.050115967E1,4.278532643E1
3.132541306E0,3.914305496E1,1.371608734E1,-1.050115967E1,4.278532643E1
3.142541306E0,3.898392487E1,1.508675766E1,-7.425701141E0,4.245583225E1
3.152541306E0,3.898392487E1,1.508675766E1,-7.425701141E0,4.245583225E1
3.162541306E0,3.959516144E1,1.572974014E1,-4.477420807E0,4.283980429E1
3.172541306E0,3.959516144E1,1.572974014E1,-4.477420807E0,4.283980429E1
3.182541306E0,3.697703552E1,1.732081985E1,-3.941909790E0,4.102256220E1
3.192541306E0,3.866700745E1,1.809975815E1,-2.825542450E0,4.278694193E1
3.202541306E0,3.866700745E1,1.809975815E1,-2.825542450E0,4.278694193E1
3.212541306E0,3.835663605E1,2.044668961E1,-3.324733734E0,4.359303269E1
3.222541306E0,3.835622406E1,1.987326050E1,-2.234748840E0,4.325668167E1
3.232541306E0,3.912366486E1,1.990809631E1,-6.684188843E-1,4.390262218E1
3.242541306E0,3.758733368E1,2.014714432E1,-2.876106262E0,4.274326923E1
3.252541306E0,3.850862122E1,2.105255508E1,-2.399383545E0,4.395316854E1
3.262541306E0,3.727891159E1,2.044192886E1,-2.577663422E0,4.259382647E1
3.272541306E0,3.758693314E1,2.044196320E1,-2.879531860E0,4.288289992E1
3.282541306E0,3.804640961E1,2.018657684E1,-6.984405518E-1,4.307568906E1
3.292541306E0,3.835400772E1,2.149476242E1,-2.253582001E0,4.402423596E1
3.302541306E0,3.866611862E1,1.912467194E1,-3.301727295E0,4.326341652E1
3.312541306E0,3.789463043E1,2.030153656E1,-2.715484619E0,4.307585471E1
3.322541306E0,3.897092438E1,1.960168076E1,-1.287731171E0,4.364191892E1
3.332541306E0,3.820342255E1,1.898879242E1,-2.073547363E0,4.271270690E1
3.342541306E0,3.759243774E1,1.703997040E1,-3.613819122E0,4.143201245E1
3.352541306E0,3.959127045E1,1.795246124E1,-3.729434967E0,4.363104681E1
3.362541306E0,3.913410187E1,1.701930618E1,-6.515758514E0,4.316931573E1
3.372541306E0,4.021573257E1,1.378802109E1,-6.760967255E0,4.304794246E1
3.382541306E0,3.898453140E1,1.464452744E1,-7.420566559E0,4.230036265E1
3.392541306E0,3.960446930E1,1.329012680E1,-9.865692139E0,4.292404152E1
3.402541306E0,3.960831451E1,1.222583771E1,-1.201997375E1,4.315981297E1
