"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
4.079581290E-1,3.619135284E1,1.899676132E1,-2.831001282E0,4.097200910E1
4.179581290E-1,3.788656616E1,1.956111908E1,-6.200187683E0,4.308679151E1
4.279581290E-1,3.773507690E1,1.909339523E1,-7.746185303E0,4.299415259E1
4.379581290E-1,3.742734909E1,1.937890625E1,-8.066673279E0,4.291176628E1
4.479581290E-1,3.650973511E1,1.741152573E1,-1.054294586E1,4.180042695E1
4.579581290E-1,3.820077515E1,1.803147507E1,-1.019853592E1,4.345622452E1
4.679581290E-1,3.820077515E1,1.803147507E1,-1.019853592E1,4.345622452E1
4.779581290E-1,3.850891495E1,1.831938171E1,-1.096802521E1,4.403219111E1
4.879581290E-1,3.850891495E1,1.831938171E1,-1.096802521E1,4.403219111E1
4.979581290E-1,3.666152954E1,1.903304291E1,-1.071271515E1,4.267419286E1
5.079581290E-1,3.650750732E1,1.816478729E1,-9.468376160E0,4.186176938E1
5.179581290E-1,3.727637863E1,1.890423965E1,-1.007686996E1,4.299351101E1
5.279581290E-1,3.773385620E1,1.910960770E1,-6.663051605E0,4.281842205E1
5.379581290E-1,3.681086731E1,1.895050812E1,-6.529399872E0,4.191413571E1
5.479581290E-1,3.634569550E1,2.087371826E1,-5.634658813E0,4.229031893E1
5.579581290E-1,3.726869202E1,2.103281784E1,-5.768306732E0,4.318110922E1
5.679581290E-1,3.634286118E1,2.120096588E1,-3.471813202E0,4.221774508E1
5.779581290E-1,3.680216980E1,2.181613541E1,-2.229396820E0,4.284056111E1
5.879581290E-1,3.664736557E1,2.327399445E1,-3.178718567E0,4.352944374E1
5.979581290E-1,3.695571518E1,2.153292084E1,-1.603240967E0,4.280142458E1
6.079581290E-1,3.618399048E1,2.213404465E1,-8.175659180E-2,4.241702233E1
6.179581290E-1,3.541459656E1,2.140153885E1,9.909400940E-1,4.139083808E1
6.279581290E-1,3.664560699E1,2.156068039E1,5.554237366E-1,4.252142926E1
6.379581290E-1,3.680001068E1,2.039763641E1,1.501319885E0,4.210176147E1
6.479581290E-1,3.818450928E1,2.056374359E1,1.379066467E0,4.339154438E1
6.579581290E-1,3.649448395E1,2.007498932E1,-5.018615723E-2,4.165159149E1
6.679581290E-1,3.880117798E1,1.997649384E1,9.369163513E-1,4.365168417E1
6.779581290E-1,3.757472229E1,1.961204147E1,-2.494190216E0,4.245836679E1
6.879581290E-1,3.742359543E1,1.812635040E1,-3.099800110E0,4.169770778E1
6.979581290E-1,3.819637299E1,1.837956619E1,-6.643093109E0,4.290573445E1
7.079581290E-1,3.742968369E1,1.804528046E1,-8.515464783E0,4.241611142E1
7.179581290E-1,3.897434998E1,1.682681274E1,-1.264157104E1,4.429391495E1
7.279581290E-1,3.835827637E1,1.610359192E1,-1.110087585E1,4.305708401E1
7.379581290E-1,3.697217560E1,1.798500061E1,-1.208572769E1,4.285401766E1
7.479581290E-1,3.820408249E1,1.798746490E1,-1.313846588E1,4.422352426E1
7.579581290E-1,3.759017181E1,1.680117035E1,-1.298523712E1,4.317310187E1
7.679581290E-1,3.820190430E1,1.758229828E1,-1.065760040E1,4.338325888E1
7.779581290E-1,3.758667755E1,1.786082458E1,-1.114041901E1,4.307988301E1
7.879581290E-1,3.850775528E1,1.804540634E1,-9.572002411E0,4.359021836E1
7.979581290E-1,3.666272736E1,1.728034592E1,-9.609035492E0,4.165452551E1
8.079581290E-1,3.666272736E1,1.728034592E1,-9.609035492E0,4.165452551E1
8.179581290E-1,3.649908829E1,1.957948303E1,-3.603916168E0,4.157556751E1
8.279581290E-1,3.649908829E1,1.957948303E1,-3.603916168E0,4.157556751E1
8.379581290E-1,3.757331085E1,2.064390564E1,-2.506172180E0,4.294421297E1
8.479581290E-1,3.757331085E1,2.064390564E1,-2.506172180E0,4.294421297E1
8.579581290E-1,3.618136215E1,2.318211746E1,9.893913269E-1,4.298232698E1
8.679581290E-1,3.618136215E1,2.318211746E1,9.893913269E-1,4.298232698E1
8.779581290E-1,3.556599045E1,2.331787491E1,8.177528381E-1,4.253623968E1
8.879581290E-1,3.649038696E1,2.244511032E1,6.960868835E-1,4.284642173E1
8.979581290E-1,3.525960541E1,2.199347687E1,1.289756775E0,4.157663131E1
9.079581290E-1,3.618035507E1,2.391916275E1,9.808311462E-1,4.338325103E1
9.179581290E-1,3.756797409E1,2.042552185E1,2.603450775E0,4.284078169E1
9.279581290E-1,3.664465332E1,2.200753784E1,8.597564697E-1,4.275396496E1
9.379581290E-1,3.664560699E1,2.156068039E1,5.554237366E-1,4.252142926E1
9.479581290E-1,3.587648010E1,2.125881958E1,8.493194580E-1,4.171067703E1
9.579581290E-1,3.818664932E1,2.024575806E1,-1.648406982E-1,4.322196291E1
9.679581290E-1,3.695671082E1,1.992763138E1,-5.012779236E-1,4.199000174E1
9.779581290E-1,3.772752380E1,2.049651337E1,-2.655391693E0,4.301771981E1
9.879581290E-1,3.665592194E1,1.838401794E1,-4.824287415E0,4.129046473E1
9.979581290E-1,3.773345566E1,1.940442276E1,-6.666477203E0,4.295098622E1
1.007958129E0,3.773938751E1,1.831233978E1,-1.067755890E1,4.328525641E1
1.017958129E0,3.773811340E1,1.861873627E1,-9.907314301E0,4.323167149E1
1.027958129E0,3.758754730E1,1.784924316E1,-1.191408539E1,4.328238238E1
1.037958129E0,3.635379791E1,1.931855774E1,-1.103320312E1,4.262085014E1
1.047958129E0,3.681398010E1,1.992214966E1,-1.056445312E1,4.317138923E1
1.057958129E0,3.727454758E1,1.849444199E1,-7.905467987E0,4.235484276E1
1.067958129E0,3.865771484E1,1.925712967E1,-7.570369720E0,4.384708038E1
1.077958129E0,3.819813156E1,1.734307098E1,-6.940574646E0,4.252118228E1
1.087958129E0,4.019767761E1,1.723295593E1,-6.425270081E0,4.420534075E1
1.097958129E0,3.727124405E1,1.853844833E1,-4.965534210E0,4.192226413E1
1.107958129E0,3.850242615E1,1.869526672E1,-5.555786133E0,4.316035886E1
1.117958129E0,3.650251770E1,1.794176865E1,-4.668216705E0,4.094060463E1
1.127958129E0,3.896192932E1,1.829479218E1,-3.218254089E0,4.316350909E1
1.137958129E0,3.896192932E1,1.829479218E1,-3.218254089E0,4.316350909E1
1.147958129E0,3.788467407E1,1.857326889E1,-3.248271942E0,4.231744460E1
1.157958129E0,3.788467407E1,1.857326889E1,-3.248271942E0,4.231744460E1
1.167958129E0,3.695718002E1,2.021086502E1,-1.278369904E0,4.214197966E1
1.177958129E0,3.695718002E1,2.021086502E1,-1.278369904E0,4.214197966E1
1.187958129E0,3.772752380E1,2.049651337E1,-2.655391693E0,4.301771981E1
1.197958129E0,3.772752380E1,2.049651337E1,-2.655391693E0,4.301771981E1
1.207958129E0,3.833668518E1,2.290377426E1,-3.712463379E-2,4.465742586E1
1.217958129E0,3.833668518E1,2.290377426E1,-3.712463379E-2,4.465742586E1
1.227958129E0,3.572762680E1,2.061125565E1,-2.861232758E0,4.134578369E1
1.237958129E0,3.634352112E1,2.046855545E1,-3.153789520E0,4.183012883E1
1.247958129E0,3.741903687E1,2.021323776E1,-1.576435089E0,4.255871765E1
1.257958129E0,3.665213394E1,1.915812302E1,-2.357116699E0,4.142425134E1
1.267958129E0,3.650004959E1,2.000086594E1,-5.001651764E0,4.192021921E1
1.277958129E0,3.619493103E1,2.025163651E1,-7.643142700E0,4.217368189E1
1.287958129E0,3.834807587E1,1.956812286E1,-6.188789368E0,4.349468323E1
1.297958129E0,3.850485992E1,1.866283798E1,-7.722049713E0,4.348052220E1
1.307958129E0,3.542903900E1,1.845947647E1,-8.415264130E0,4.082628744E1
1.317958129E0,3.619952393E1,1.888789749E1,-1.010346603E1,4.206231365E1
1.327958129E0,3.496883774E1,1.886922073E1,-1.013386154E1,4.100685618E1
1.337958129E0,3.727497101E1,1.993610382E1,-1.008885193E1,4.345867730E1
1.347958129E0,3.665884399E1,2.037130737E1,-9.954456329E0,4.310396975E1
1.357958129E0,3.696564865E1,2.038755798E1,-9.173191071E0,4.320022147E1
1.367958129E0,3.696549225E1,1.937653732E1,-7.768604279E0,4.245290365E1
1.377958129E0,3.650284958E1,1.895047379E1,-6.227535248E0,4.159760425E1
1.387958129E0,3.896342087E1,1.957746124E1,-6.173591614E0,4.404019060E1
1.397958129E0,3.680791092E1,1.898988724E1,-3.898937225E0,4.160095954E1
1.407958129E0,3.742340088E1,1.914199829E1,-4.194915771E0,4.224363088E1
1.417958129E0,3.773188782E1,1.942527008E1,-5.273876190E0,4.276505870E1
1.427958129E0,3.757477570E1,1.932185745E1,-2.181297302E0,4.230787163E1
1.437958129E0,3.834283829E1,2.065094376E1,-2.796642303E0,4.364007257E1
1.447958129E0,3.818894958E1,2.093879318E1,-3.113330841E0,4.366373506E1
1.457958129E0,3.772576523E1,2.153301239E1,-2.357910156E0,4.350245654E1
1.467958129E0,3.772576523E1,2.153301239E1,-2.357910156E0,4.350245654E1
1.477958129E0,3.618217468E1,2.346072769E1,-9.716415405E-2,4.312267326E1
1.487958129E0,3.618217468E1,2.346072769E1,-9.716415405E-2,4.312267326E1
1.497958129E0,3.341141510E1,2.329677200E1,1.538227081E0,4.076062300E1
1.507958129E0,3.341141510E1,2.329677200E1,1.538227081E0,4.076062300E1
1.517958129E0,3.479458618E1,2.405945969E1,1.873325348E0,4.234418704E1
1.527958129E0,3.479458618E1,2.405945969E1,1.873325348E0,4.234418704E1
1.537958129E0,3.741080475E1,2.336210251E1,1.946475983E0,4.414912133E1
1.547958129E0,3.633605957E1,2.230463791E1,1.312931061E0,4.265594783E1
1.557958129E0,3.479801178E1,2.155350876E1,1.902431488E0,4.097651290E1
1.567958129E0,3.649300003E1,1.966055298E1,1.811748505E0,4.149167178E1
1.577958129E0,3.818670654E1,1.995557404E1,1.480522156E-1,4.308678929E1
1.587958129E0,3.741752625E1,1.994390106E1,1.290550232E-1,4.240102729E1
1.597958129E0,3.819225311E1,1.814496994E1,-2.616603851E0,4.236430983E1
1.607958129E0,3.788886642E1,1.750434113E1,-5.712017059E0,4.212594564E1
1.617958129E0,3.758164978E1,1.691466904E1,-5.403305054E0,4.156539588E1
1.627958129E0,3.727635956E1,1.716775513E1,-7.890060425E0,4.179128918E1
1.637958129E0,3.927444458E1,1.837969589E1,-7.699630737E0,4.404065771E1
1.647958129E0,3.789313126E1,1.788171005E1,-1.004968643E1,4.308875895E1
1.657958129E0,3.850371552E1,2.012534714E1,-8.512836456E0,4.427227225E1
1.667958129E0,3.742987823E1,1.702963257E1,-7.420349121E0,4.178595160E1
1.677958129E0,3.696467590E1,1.909793472E1,-6.682048798E0,4.213986416E1
1.687958129E0,3.850423813E1,1.736858749E1,-5.540378571E0,4.260211239E1
1.697958129E0,3.819337845E1,1.769579697E1,-3.075668335E0,4.220586598E1
1.707958129E0,3.850145721E1,1.740564728E1,-3.064643860E0,4.236402727E1
1.717958129E0,3.880644226E1,1.874857712E1,-2.298786163E0,4.315939669E1
1.727958129E0,3.742105103E1,1.873914719E1,-1.559314728E0,4.187985386E1
1.737958129E0,3.788142395E1,1.832709122E1,4.550933838E-3,4.208187940E1
1.747958129E0,3.849364471E1,1.924636078E1,1.711544037E0,4.307101658E1
1.757958129E0,3.772406006E1,1.952950287E1,1.689125061E0,4.251304897E1
1.767958129E0,3.694921494E1,2.104056168E1,4.902400970E0,4.280167351E1
1.777958129E0,3.525382996E1,2.134676361E1,7.332920074E0,4.186034591E1
1.787958129E0,3.679034424E1,2.197364426E1,8.292461395E0,4.364785661E1
1.797958129E0,3.679034424E1,2.197364426E1,8.292461395E0,4.364785661E1
1.807958129E0,3.570877838E1,2.303317261E1,1.119381714E1,4.394252423E1
1.817958129E0,3.570877838E1,2.303317261E1,1.119381714E1,4.394252423E1
1.827958129E0,3.432931519E1,2.193165588E1,7.922206879E0,4.150012979E1
1.837958129E0,3.432931519E1,2.193165588E1,7.922206879E0,4.150012979E1
1.847958129E0,3.386574554E1,2.455717087E1,6.487392426E0,4.233237086E1
1.857958129E0,3.386574554E1,2.455717087E1,6.487392426E0,4.233237086E1
1.867958129E0,3.556293106E1,2.205605316E1,5.165687561E0,4.216486541E1
1.877958129E0,3.556293106E1,2.205605316E1,5.165687561E0,4.216486541E1
1.887958129E0,3.541216278E1,2.143396759E1,3.157207489E0,4.151390368E1
1.897958129E0,3.571902466E1,2.116003036E1,4.251361847E0,4.173331625E1
1.907958129E0,3.772218323E1,2.027812958E1,2.454231262E0,4.289742297E1
1.917958129E0,3.772371674E1,1.953413391E1,1.998588562E0,4.252829115E1
1.927958129E0,3.834206009E1,1.834567642E1,7.896156311E-1,4.251236183E1
1.937958129E0,3.695978928E1,1.742631149E1,-1.627082825E-1,4.086231552E1
1.947958129E0,3.834524536E1,1.801379395E1,-1.682693481E0,4.239912819E1
1.957958129E0,3.942774963E1,1.752074051E1,-6.138225555E0,4.357983022E1
1.967958129E0,3.850667572E1,1.733615875E1,-7.706642151E0,4.292666780E1
1.977958129E0,3.835604858E1,1.685685349E1,-1.002630615E1,4.307977237E1
1.987958129E0,3.635484314E1,1.655484772E1,-8.524940491E0,4.084620194E1
1.997958129E0,3.820278931E1,1.655738449E1,-1.018141556E1,4.286328633E1
2.007958129E0,3.696831512E1,1.731281281E1,-7.744636536E0,4.154959934E1
2.017958129E0,3.974082947E1,1.644026566E1,-9.677509308E0,4.408253677E1
2.027958129E0,3.819583130E1,1.939984512E1,-7.428745270E0,4.347944084E1
2.037958129E0,3.865582275E1,1.826927567E1,-4.618450165E0,4.300429220E1
2.047958129E0,3.849607849E1,1.921393204E1,-4.547233582E-1,4.302708469E1
2.057958129E0,3.895848846E1,1.906426239E1,-1.060543060E0,4.338588106E1
2.067958129E0,3.865195847E1,1.759708405E1,-2.773551941E-1,4.247008578E1
2.077958129E0,3.880446625E1,1.819600296E1,1.837959290E-1,4.285924527E1
2.087958129E0,3.772446442E1,1.923468781E1,1.692546844E0,4.237892336E1
2.097958129E0,3.849020386E1,2.001583481E1,3.869247437E0,4.355571733E1
2.107958129E0,3.849066925E1,2.029906845E1,3.092159271E0,4.362505299E1
2.117958129E0,3.833524323E1,2.046267319E1,4.324512482E0,4.366936312E1
2.127958129E0,3.679621887E1,2.117174149E1,3.968494415E0,4.263746368E1
2.137958129E0,3.679621887E1,2.117174149E1,3.968494415E0,4.263746368E1
2.147958129E0,3.618061066E1,2.073175812E1,4.732097626E0,4.196707197E1
2.157958129E0,3.618061066E1,2.073175812E1,4.732097626E0,4.196707197E1
2.167958129E0,3.556834412E1,2.097090912E1,1.618812561E0,4.132198793E1
2.177958129E0,3.556834412E1,2.097090912E1,1.618812561E0,4.132198793E1
2.187958129E0,3.741578674E1,1.996706390E1,1.676387787E0,4.244331531E1
2.197958129E0,3.741578674E1,1.996706390E1,1.676387787E0,4.244331531E1
2.207958129E0,3.741270065E1,2.160014725E1,2.431221008E0,4.326878051E1
2.217958129E0,3.680032349E1,1.966985703E1,2.128810883E0,4.178156196E1
2.227958129E0,3.618607712E1,1.935643768E1,1.498107910E0,4.106516997E1
2.237958129E0,3.649589157E1,1.904312515E1,-3.820419312E-2,4.116542453E1
2.247958129E0,3.895928192E1,1.760638809E1,3.970718384E-2,4.275291950E1
2.257958129E0,3.726520920E1,1.832933426E1,7.630195618E-1,4.153603869E1
2.267958129E0,3.835083008E1,1.692634201E1,-5.384307861E0,4.226438208E1
2.277958129E0,3.958271027E1,1.707389832E1,-6.593490601E0,4.360943790E1
2.287958129E0,3.742724609E1,1.807770920E1,-6.349201202E0,4.204657746E1
2.297958129E0,3.865790939E1,1.824147797E1,-6.475246429E0,4.323325449E1
2.307958129E0,3.896826172E1,1.690788269E1,-7.225906372E0,4.308846297E1
2.317958129E0,3.758274078E1,1.849216080E1,-8.362071991E0,4.271237132E1
2.327958129E0,3.942695236E1,1.897861481E1,-7.238475800E0,4.435163948E1
2.337958129E0,3.942568207E1,1.928501511E1,-6.468235016E0,4.436365943E1
2.347958129E0,3.757962799E1,1.752051926E1,-4.327018738E0,4.168836919E1
2.357958129E0,3.942080688E1,1.934987259E1,-2.135704041E0,4.396565496E1
2.367958129E0,3.834414673E1,1.831787872E1,-1.067180634E0,4.250831852E1
2.377958129E0,3.818786621E1,2.022954178E1,-1.247974396E0,4.323314615E1
2.387958129E0,3.834292984E1,1.833409500E1,1.594924927E-2,4.250081838E1
2.397958129E0,3.772439194E1,2.053820801E1,1.298065186E-1,4.295305094E1
2.407958129E0,3.726051331E1,2.114168549E1,1.504158020E0,4.286699439E1
2.417958129E0,3.756445694E1,2.249851227E1,3.198417664E0,4.390331827E1
2.427958129E0,3.649002075E1,2.071326447E1,3.192363739E0,4.208030567E1
2.437958129E0,3.587120819E1,2.161849594E1,5.178424835E0,4.220093634E1
2.447958129E0,3.371461868E1,2.307148361E1,5.881778717E0,4.127425578E1
2.457958129E0,3.463724136E1,2.149873352E1,8.244407654E0,4.159211812E1
2.467958129E0,3.463724136E1,2.149873352E1,8.244407654E0,4.159211812E1
2.477958129E0,3.432603455E1,2.458039093E1,7.581924438E0,4.289472979E1
2.487958129E0,3.432603455E1,2.458039093E1,7.581924438E0,4.289472979E1
2.497958129E0,3.463432312E1,2.501107025E1,6.501255035E0,4.321291809E1
2.507958129E0,3.463432312E1,2.501107025E1,6.501255035E0,4.321291809E1
2.517958129E0,3.556065369E1,2.309949875E1,5.927371979E0,4.281682697E1
2.527958129E0,3.556065369E1,2.309949875E1,5.927371979E0,4.281682697E1
2.537958129E0,3.417506790E1,2.410571289E1,5.571727753E0,4.219081429E1
2.547958129E0,3.571546936E1,2.250987244E1,5.783287048E0,4.261144820E1
2.557958129E0,3.571546936E1,2.250987244E1,5.783287048E0,4.261144820E1
2.567958129E0,3.618108749E1,2.188323593E1,2.861598969E0,4.238084303E1
2.577958129E0,3.556515503E1,2.130279160E1,4.091117859E0,4.165844965E1
2.587958129E0,3.571916199E1,2.043456650E1,5.033588409E0,4.145801555E1
2.597958129E0,3.757079315E1,1.836179733E1,2.627418518E0,4.190016023E1
2.607958129E0,3.849277496E1,1.925794220E1,2.485210419E0,4.311308772E1
2.617958129E0,3.834555817E1,1.728601074E1,-1.055198669E0,4.207495030E1
2.627958129E0,3.896563721E1,1.520614624E1,-2.718097687E0,4.191581827E1
2.637958129E0,3.773505783E1,1.735691452E1,-5.559375763E0,4.190589135E1
2.647958129E0,3.758806992E1,1.509248352E1,-8.941623688E0,4.148009996E1
2.657958129E0,3.866013336E1,1.748822021E1,-7.549823761E0,4.309806952E1
2.667958129E0,3.942890167E1,1.692646790E1,-6.440841675E0,4.338926185E1
2.677958129E0,3.758225250E1,1.647243881E1,-5.398166656E0,4.138728243E1
2.687958129E0,3.896092224E1,1.903183746E1,-3.226814270E0,4.348076160E1
2.697958129E0,3.849924850E1,1.989538574E1,-4.176879883E0,4.353693644E1
2.707958129E0,3.772570038E1,2.095495224E1,-1.577396393E0,4.318363894E1
2.717958129E0,3.664950562E1,2.020619583E1,-1.285968781E0,4.187039918E1
2.727958129E0,3.772265244E1,2.056137085E1,1.677139282E0,4.299513082E1
2.737958129E0,3.741026306E1,2.163257599E1,4.597488403E0,4.345840570E1
2.747958129E0,3.879428864E1,2.064720154E1,6.345733643E0,4.440238842E1
2.757958129E0,3.694359589E1,2.140487289E1,9.540977478E0,4.374960699E1
2.767958129E0,3.340333176E1,2.108878326E1,1.162328339E1,4.117790753E1
2.777958129E0,3.524742889E1,2.215561676E1,1.212108612E1,4.336096547E1
2.787958129E0,3.524708557E1,2.216024780E1,1.243055725E1,4.345057396E1
2.797958129E0,3.524708557E1,2.216024780E1,1.243055725E1,4.345057396E1
2.807958129E0,3.494187927E1,2.197805405E1,1.041313553E1,4.257232879E1
2.817958129E0,3.494187927E1,2.197805405E1,1.041313553E1,4.257232879E1
2.827958129E0,3.555868530E1,2.341515732E1,7.316547394E0,4.319978656E1
2.837958129E0,3.555868530E1,2.341515732E1,7.316547394E0,4.319978656E1
2.847958129E0,3.417483902E1,2.164840317E1,8.850231171E0,4.141134595E1
2.857958129E0,3.417483902E1,2.164840317E1,8.850231171E0,4.141134595E1
2.867958129E0,3.494734955E1,2.147097397E1,6.085739136E0,4.146512009E1
2.877958129E0,3.494734955E1,2.147097397E1,6.085739136E0,4.146512009E1
2.887958129E0,3.433053207E1,2.191544342E1,6.839073181E0,4.129945538E1
2.897958129E0,3.479383469E1,2.160910034E1,5.616027832E0,4.134131007E1
2.907958129E0,3.556463623E1,2.130974197E1,4.555316925E0,4.170970349E1
2.917958129E0,3.694915771E1,2.133075333E1,4.589511871E0,4.291042895E1
2.927958129E0,3.756787109E1,1.912432098E1,4.320926666E0,4.237634952E1
2.937958129E0,3.741774368E1,1.878315735E1,1.380615234E0,4.189034066E1
2.947958129E0,3.788283157E1,1.729522324E1,1.653671265E-2,4.164413462E1
2.957958129E0,3.865519714E1,1.697502136E1,-2.436775208E0,4.228845575E1
2.967958129E0,3.573622131E1,1.644442368E1,-5.443759918E0,3.971311000E1
2.977958129E0,3.881540680E1,1.631359863E1,-7.377593994E0,4.274573895E1
2.987958129E0,3.835583878E1,1.613602066E1,-8.934612274E0,4.256017889E1
2.997958129E0,3.927801514E1,1.601651764E1,-7.981700897E0,4.316247050E1
3.007958129E0,4.050588989E1,1.621734619E1,-5.632019043E0,4.399373901E1
3.017958129E0,3.773187256E1,1.768879318E1,-3.087066650E0,4.178657190E1
3.027958129E0,4.065697479E1,1.611165237E1,-2.996044159E0,4.383550185E1
3.037958129E0,3.942088318E1,1.804634857E1,-5.729598999E-1,4.335902456E1
3.047958129E0,3.834018326E1,1.909430313E1,1.554721832E0,4.285999562E1
3.057958129E0,3.756776428E1,1.970469284E1,3.695140839E0,4.258245999E1
3.067958129E0,3.664625549E1,1.996002197E1,1.966857910E0,4.177581895E1
3.077958129E0,3.587352753E1,2.129819489E1,3.479785919E0,4.186444784E1
3.087958129E0,3.725585175E1,2.192737198E1,4.744998932E0,4.348934520E1
3.097958129E0,3.694552612E1,2.311587524E1,5.652099609E0,4.394612405E1
3.107958129E0,3.832702637E1,2.259820557E1,9.097274780E0,4.541365712E1
3.117958129E0,3.571221924E1,2.226370239E1,9.036109924E0,4.304284296E1
3.127958129E0,3.432572556E1,2.255834961E1,1.039109039E1,4.236873059E1
3.137958129E0,3.432572556E1,2.255834961E1,1.039109039E1,4.236873059E1
3.147958129E0,3.308955383E1,2.492833328E1,1.234483719E1,4.322887205E1
3.157958129E0,3.308955383E1,2.492833328E1,1.234483719E1,4.322887205E1
3.167958129E0,3.216488647E1,2.537045288E1,1.324530029E1,4.305435845E1
3.177958129E0,3.216488647E1,2.537045288E1,1.324530029E1,4.305435845E1
3.187958129E0,3.139744949E1,2.258580017E1,1.511563301E1,4.152590234E1
3.197958129E0,3.139744949E1,2.258580017E1,1.511563301E1,4.152590234E1
3.207958129E0,3.432127380E1,2.406486893E1,1.254023361E1,4.375300231E1
3.217958129E0,3.371230316E1,2.064196396E1,1.101708221E1,4.103640044E1
3.227958129E0,3.432263184E1,2.332319260E1,1.223933029E1,4.326448399E1
3.237958129E0,3.463515472E1,2.152652740E1,1.010120773E1,4.201213780E1
3.247958129E0,3.586844635E1,2.064221954E1,8.904010773E0,4.233117148E1
3.257958129E0,3.525268555E1,2.005945969E1,9.978790283E0,4.176972608E1
3.267958129E0,3.494620514E1,2.018367004E1,8.731613159E0,4.128993653E1
3.277958129E0,3.571625519E1,2.018376160E1,7.976943970E0,4.179314240E1
3.287958129E0,3.756416321E1,1.946315002E1,7.257431030E0,4.292494463E1
3.297958129E0,3.895354462E1,1.768282318E1,5.145908356E0,4.308759969E1
3.307958129E0,3.865214920E1,1.658143234E1,8.177604675E-1,4.206662892E1
3.317958129E0,3.880810165E1,1.641088486E1,-8.787956238E-1,4.214449166E1
3.327958129E0,3.988673019E1,1.712720871E1,-3.336490631E0,4.353647544E1
3.337958129E0,3.926814270E1,1.773993301E1,-1.192272186E0,4.310584377E1
3.347958129E0,3.988272858E1,1.718048477E1,2.223739624E-1,4.342638076E1
3.357958129E0,3.818698120E1,1.850464630E1,1.712505341E0,4.246881376E1
3.367958129E0,3.864776611E1,1.866601181E1,2.186389923E0,4.297499416E1
3.377958129E0,3.633493042E1,2.000399780E1,5.208656311E0,4.180331563E1
3.387958129E0,3.541214752E1,1.969748688E1,5.344017029E0,4.087260329E1
3.397958129E0,3.633143616E1,2.106365204E1,7.053474426E0,4.258406030E1
