"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.905425010E-1,3.549200439E1,2.445902252E1,-3.622207642E0,4.325559556E1
3.005425010E-1,3.426242065E1,2.500450516E1,-5.361515045E0,4.275376698E1
3.105425010E-1,3.518403625E1,2.416880035E1,-3.007446289E0,4.279126138E1
3.205425010E-1,3.656991959E1,2.344813156E1,-3.274158478E0,4.356482533E1
3.305425010E-1,3.610843658E1,2.329603577E1,-3.129112244E0,4.308498368E1
3.405425010E-1,3.487851715E1,2.196457672E1,-2.215698242E0,4.127787431E1
3.505425010E-1,3.549492645E1,2.094668579E1,-1.879051208E0,4.125753607E1
3.605425010E-1,3.611003876E1,2.124852371E1,-2.022006989E0,4.194667056E1
3.705425010E-1,3.549288940E1,2.068429565E1,2.906417847E-1,4.108125798E1
3.805425010E-1,3.610735703E1,2.258678436E1,-1.263748169E0,4.260869769E1
3.905425010E-1,3.626682281E1,2.034323883E1,-3.555271149E0,4.173451517E1
4.005425010E-1,3.503718948E1,2.117890549E1,-5.607471466E0,4.132304951E1
4.105425010E-1,3.488151169E1,2.264834595E1,-5.783123016E0,4.198942657E1
4.205425010E-1,3.303775787E1,2.157688904E1,-6.590400696E0,4.000611162E1
4.305425010E-1,3.581184387E1,2.068349838E1,-9.915870667E0,4.252787037E1
4.405425010E-1,3.504287338E1,2.139265442E1,-1.102655792E1,4.251157040E1
4.505425010E-1,3.427400208E1,2.065320206E1,-1.041806412E1,4.134970415E1
4.605425010E-1,3.519847488E1,2.122673798E1,-1.241365051E1,4.293723045E1
4.705425010E-1,3.319492340E1,2.139012146E1,-9.370086670E0,4.058618927E1
4.805425010E-1,3.503962326E1,2.114648056E1,-7.773738861E0,4.165789066E1
4.905425010E-1,3.503962326E1,2.114648056E1,-7.773738861E0,4.165789066E1
5.005425010E-1,3.442148590E1,2.305577850E1,-7.656455994E0,4.213109223E1
5.105425010E-1,3.442148590E1,2.305577850E1,-7.656455994E0,4.213109223E1
5.205425010E-1,3.303339386E1,2.539793777E1,-7.408580780E0,4.232194965E1
5.305425010E-1,3.303339386E1,2.539793777E1,-7.408580780E0,4.232194965E1
5.405425010E-1,3.426242065E1,2.500450516E1,-5.361515045E0,4.275376698E1
5.505425010E-1,3.318151474E1,2.533162308E1,-2.142135620E0,4.180063149E1
5.605425010E-1,3.594856644E1,2.583440399E1,-8.410186768E-1,4.427666621E1
5.705425010E-1,3.594742203E1,2.454709625E1,1.804859161E0,4.356643893E1
5.805425010E-1,3.425463867E1,2.395031357E1,3.007778168E0,4.190518488E1
5.905425010E-1,3.424918365E1,2.619387436E1,5.148365021E0,4.342385632E1
6.005425010E-1,3.409874344E1,2.383067703E1,5.017223358E0,4.190224340E1
6.105425010E-1,3.440579224E1,2.254109573E1,7.206497192E0,4.175874924E1
6.205425010E-1,3.348228455E1,2.238894272E1,7.804344177E0,4.102725829E1
6.305425010E-1,3.455960083E1,2.268851852E1,7.053852081E0,4.193914295E1
6.405425010E-1,3.656172180E1,2.182052231E1,6.185115814E0,4.302499683E1
6.505425010E-1,3.348302460E1,2.397106552E1,5.155048370E0,4.150059568E1
6.605425010E-1,3.717744446E1,2.168013000E1,6.047294617E0,4.345986868E1
6.705425010E-1,3.548770905E1,2.147693253E1,3.995677948E0,4.167255171E1
6.805425010E-1,3.610060883E1,2.340026855E1,3.833885193E0,4.319172608E1
6.905425010E-1,3.687469864E1,2.132041931E1,2.020053864E0,4.264251748E1
7.005425010E-1,3.641334534E1,2.232443237E1,6.040725708E-1,4.271623700E1
7.105425010E-1,3.734246063E1,2.037579346E1,-2.445541382E0,4.261001053E1
7.205425010E-1,3.595834351E1,2.092821121E1,-3.569721222E0,4.175805793E1
7.305425010E-1,3.503456116E1,2.222698593E1,-4.536323547E0,4.173772407E1
7.405425010E-1,3.703345490E1,2.371752930E1,-5.432449341E0,4.431150509E1
7.505425010E-1,3.457398605E1,2.278645706E1,-6.101902008E0,4.185470517E1
7.605425010E-1,3.441992188E1,2.307662582E1,-6.263858795E0,4.191059065E1
7.705425010E-1,3.611182404E1,2.281674957E1,-5.599704742E0,4.308160384E1
7.805425010E-1,3.441818237E1,2.309978867E1,-4.716526031E0,4.171878632E1
7.905425010E-1,3.488055801E1,2.309521103E1,-5.478794098E0,4.219074880E1
8.005425010E-1,3.487756348E1,2.241143799E1,-1.911369324E0,4.150144961E1
8.105425010E-1,3.456845856E1,2.358372498E1,-2.087394714E0,4.189901702E1
8.205425010E-1,3.456845856E1,2.358372498E1,-2.087394714E0,4.189901702E1
8.305425010E-1,3.533210754E1,2.439266586E1,1.946105957E0,4.297845158E1
8.405425010E-1,3.533210754E1,2.439266586E1,1.946105957E0,4.297845158E1
8.505425010E-1,3.394413757E1,2.514112854E1,4.069618225E0,4.243633599E1
8.605425010E-1,3.347876740E1,2.446193695E1,8.399307251E0,4.230558578E1
8.705425010E-1,3.347876740E1,2.446193695E1,8.399307251E0,4.230558578E1
8.805425010E-1,3.270684814E1,2.332889938E1,1.226234055E1,4.200405287E1
8.905425010E-1,3.239611816E1,2.481221771E1,1.316602325E1,4.287771902E1
9.005425010E-1,3.208815384E1,2.452199554E1,1.378078079E1,4.267186194E1
9.105425010E-1,3.147212219E1,2.539015961E1,1.329111099E1,4.256534167E1
9.205425010E-1,3.301243591E1,2.336136246E1,1.412673950E1,4.283852180E1
9.305425010E-1,3.224721527E1,2.257326889E1,1.148583603E1,4.100438745E1
9.405425010E-1,3.316852188E1,2.246534348E1,1.321240997E1,4.218305677E1
9.505425010E-1,3.378552628E1,2.288679504E1,1.121094131E1,4.231964530E1
9.605425010E-1,3.286529922E1,2.095415497E1,1.105566788E1,4.051459361E1
9.705425010E-1,3.286724854E1,2.165182495E1,8.416641235E0,4.024794901E1
9.805425010E-1,3.655875015E1,2.287322617E1,7.565731049E0,4.378318141E1
9.905425010E-1,3.410048294E1,2.105770493E1,6.906551361E0,4.066903398E1
1.000542501E0,3.486973572E1,2.251567078E1,5.051628113E0,4.181354860E1
1.010542501E0,3.625911713E1,2.073534393E1,2.940105438E0,4.187269137E1
1.020542501E0,3.579904175E1,1.955138779E1,3.097133636E0,4.090746131E1
1.030542501E0,3.657428741E1,1.962707520E1,-2.455978394E0,4.158043302E1
1.040542501E0,3.703720093E1,1.860221863E1,-2.432594299E0,4.151763849E1
1.050542501E0,3.780599976E1,2.064519501E1,-4.603836060E0,4.332104570E1
1.060542501E0,3.734802628E1,1.755186081E1,-3.960346222E0,4.145632915E1
1.070542501E0,3.550189972E1,1.984070206E1,-6.818531036E0,4.123749153E1
1.080542501E0,3.703984833E1,1.929062271E1,-5.690555573E0,4.214808313E1
1.090542501E0,3.534638977E1,2.043958282E1,-6.055511475E0,4.127727020E1
1.100542501E0,3.457303619E1,2.048350143E1,-2.360912323E0,4.025472109E1
1.110542501E0,3.641402054E1,2.332849884E1,-1.264709473E0,4.326429521E1
1.120542501E0,3.533573914E1,2.260754013E1,8.835182190E-1,4.195826421E1
1.130542501E0,3.456083679E1,2.440879059E1,3.783905029E0,4.248009457E1
1.140542501E0,3.409839630E1,2.383531189E1,5.326690674E0,4.194277479E1
1.150542501E0,3.409839630E1,2.383531189E1,5.326690674E0,4.194277479E1
1.160542501E0,3.224582672E1,2.534160995E1,9.287040710E0,4.205044187E1
1.170542501E0,3.224582672E1,2.534160995E1,9.287040710E0,4.205044187E1
1.180542501E0,3.316502380E1,2.627481842E1,1.162056732E1,4.387849669E1
1.190542501E0,3.070134735E1,2.554442978E1,1.450826645E1,4.249212183E1
1.200542501E0,2.947050858E1,2.451473236E1,1.588245583E1,4.149379931E1
1.210542501E0,2.931502151E1,2.496852112E1,1.680191994E1,4.201311756E1
1.220542501E0,2.839237976E1,2.480479050E1,1.662610245E1,4.120475874E1
1.230542501E0,2.931861115E1,2.434182358E1,1.433303452E1,4.071291212E1
1.240542501E0,3.193225861E1,2.440235901E1,1.579022598E1,4.317957273E1
1.250542501E0,3.131826019E1,2.553292084E1,1.313086700E1,4.248744681E1
1.260542501E0,3.178371429E1,2.302701950E1,1.270716858E1,4.125433619E1
1.270542501E0,3.224756241E1,2.256863403E1,1.117636871E1,4.091649717E1
1.280542501E0,3.224567032E1,2.433059311E1,1.069162369E1,4.178602437E1
1.290542501E0,3.240089035E1,2.344615173E1,1.055096436E1,4.136257457E1
1.300542501E0,3.440194702E1,2.360538483E1,9.360778809E0,4.275900293E1
1.310542501E0,3.348113251E1,2.298321152E1,8.106964111E0,4.141179920E1
1.320542501E0,3.317407227E1,2.340455246E1,7.011096954E0,4.120009256E1
1.330542501E0,3.486914062E1,2.382613754E1,3.953086853E0,4.241660870E1
1.340542501E0,3.702561188E1,2.208527756E1,3.717357635E0,4.327209456E1
1.350542501E0,3.518422699E1,2.040333557E1,1.524330139E0,4.070073112E1
1.360542501E0,3.733913422E1,2.143314362E1,-7.554626465E-1,4.305997345E1
1.370542501E0,3.687930298E1,2.082492065E1,-1.533676147E0,4.238056714E1
1.380542501E0,3.550026703E1,1.928349304E1,-4.645416260E0,4.066573441E1
1.390542501E0,3.503429413E1,2.179633713E1,-3.757518768E0,4.143188415E1
1.400542501E0,3.703379059E1,2.197641373E1,-3.555107117E0,4.320998950E1
1.410542501E0,3.718556213E1,2.186145020E1,-1.538063049E0,4.316311705E1
1.420542501E0,3.579852295E1,2.230814743E1,1.246719360E-1,4.218060253E1
1.430542501E0,3.518046570E1,2.378216553E1,7.112884521E-1,4.247072515E1
1.440542501E0,3.332629395E1,2.733597565E1,3.564540863E0,4.325047265E1
1.450542501E0,3.440398026E1,2.386777496E1,7.191089630E0,4.248548351E1
1.460542501E0,3.301738739E1,2.561103821E1,6.826881409E0,4.234004556E1
1.470542501E0,3.286545563E1,2.471498871E1,6.214424133E0,4.158831456E1
1.480542501E0,3.286545563E1,2.471498871E1,6.214424133E0,4.158831456E1
1.490542501E0,3.393834686E1,2.550775146E1,8.862922668E0,4.337059108E1
1.500542501E0,3.393834686E1,2.550775146E1,8.862922668E0,4.337059108E1
1.510542501E0,3.178220367E1,2.550749588E1,1.097599792E1,4.220442331E1
1.520542501E0,3.024342346E1,2.404248810E1,1.312139130E1,4.080290193E1
1.530542501E0,3.024342346E1,2.404248810E1,1.312139130E1,4.080290193E1
1.540542501E0,3.100942612E1,2.525428009E1,1.451929092E1,4.254612767E1
1.550542501E0,3.116605377E1,2.333797836E1,1.439061356E1,4.150992532E1
1.560542501E0,3.285884857E1,2.480300522E1,1.209428787E1,4.290879626E1
1.570542501E0,3.147655487E1,2.214715958E1,1.332877731E1,4.072992129E1
1.580542501E0,3.193692017E1,2.361667252E1,1.254938889E1,4.165574692E1
1.590542501E0,3.209279633E1,2.199982071E1,1.272674942E1,4.093787779E1
1.600542501E0,3.317161560E1,2.170050049E1,1.136417389E1,4.123605523E1
1.610542501E0,3.393818665E1,2.449673462E1,1.026750946E1,4.309654592E1
1.620542501E0,3.440200424E1,2.331520081E1,9.673667908E0,4.266938405E1
1.630542501E0,3.425212097E1,2.166820145E1,8.141368866E0,4.134006086E1
1.640542501E0,3.517673111E1,2.151627350E1,6.928009033E0,4.181327237E1
1.650542501E0,3.625708008E1,2.047294998E1,5.109790802E0,4.195029796E1
1.660542501E0,3.641323090E1,2.015499115E1,3.414951324E0,4.175893851E1
1.670542501E0,3.626060486E1,2.201801682E1,-1.523971558E-2,4.242198441E1
1.680542501E0,3.580459213E1,2.049059677E1,-3.104183197E0,4.136990847E1
1.690542501E0,3.626835251E1,1.959924316E1,-4.010910034E0,4.141993633E1
1.700542501E0,3.611638641E1,2.072985840E1,-7.123069763E0,4.224758596E1
1.710542501E0,3.381240463E1,2.021323395E1,-9.805393219E0,4.059555727E1
1.720542501E0,3.596367264E1,2.027834702E1,-7.585933685E0,4.197789296E1
1.730542501E0,3.642131042E1,2.149473572E1,-5.576698303E0,4.265718088E1
1.740542501E0,3.657193375E1,2.197404099E1,-3.257038116E0,4.278987161E1
1.750542501E0,3.441196442E1,2.477455521E1,-1.176494598E0,4.241869895E1
1.760542501E0,3.625556183E1,2.483499908E1,1.035369873E0,4.395810430E1
1.770542501E0,3.302347565E1,2.552996826E1,1.411216736E0,4.176506621E1
1.780542501E0,3.348156738E1,2.616135788E1,3.736766815E0,4.265437172E1
1.790542501E0,3.194349289E1,2.555531693E1,4.169818878E0,4.111992644E1
1.800542501E0,3.224437714E1,2.840014267E1,6.775356293E0,4.349911969E1
1.810542501E0,3.224437714E1,2.840014267E1,6.775356293E0,4.349911969E1
1.820542501E0,3.101132202E1,2.624213409E1,1.156737518E1,4.223926922E1
1.830542501E0,3.101132202E1,2.624213409E1,1.156737518E1,4.223926922E1
1.840542501E0,3.008531952E1,2.641259003E1,1.401859665E1,4.241783133E1
1.850542501E0,2.900796127E1,2.538986588E1,1.570605278E1,4.162676063E1
1.860542501E0,2.700516510E1,2.525380325E1,1.844356918E1,4.131826188E1
1.870542501E0,2.977524948E1,2.441368484E1,1.867696571E1,4.279512283E1
1.880542501E0,2.977524948E1,2.441368484E1,1.867696571E1,4.279512283E1
1.890542501E0,2.808020782E1,2.659682465E1,1.845475769E1,4.285402238E1
1.900542501E0,3.008439255E1,2.396454620E1,1.791603279E1,4.243058308E1
1.910542501E0,3.131601715E1,2.454969788E1,1.639224815E1,4.303587336E1
1.920542501E0,3.146994400E1,2.498498917E1,1.577198029E1,4.316668184E1
1.930542501E0,3.178216934E1,2.203453064E1,1.534961891E1,4.160814379E1
1.940542501E0,3.286065674E1,2.347631836E1,1.210969543E1,4.216165329E1
1.950542501E0,3.501629639E1,2.247019577E1,1.171067047E1,4.322256949E1
1.960542501E0,3.302246857E1,2.076738739E1,8.275981903E0,3.987806021E1
1.970542501E0,3.394526672E1,2.194213486E1,7.047214508E0,4.102927793E1
1.980542501E0,3.594591141E1,2.152794647E1,6.947006226E0,4.247142477E1
1.990542501E0,3.718189240E1,2.017361450E1,3.898147583E0,4.248133000E1
2.000542501E0,3.533537292E1,2.087569427E1,3.379795074E0,4.118016763E1
2.010542501E0,3.503073120E1,1.952813339E1,2.304470062E0,4.017226288E1
2.020542501E0,3.688002014E1,1.980231857E1,-9.027595520E-1,4.186983020E1
2.030542501E0,3.610646820E1,2.086188889E1,1.696723938E0,4.173456991E1
2.040542501E0,3.641325378E1,2.189146805E1,1.228137970E0,4.250493792E1
2.050542501E0,3.425780869E1,2.188194656E1,2.722278595E0,4.074098480E1
2.060542501E0,3.548542786E1,2.252037811E1,4.757362366E0,4.229675540E1
2.070542501E0,3.456365967E1,2.234506226E1,3.807876587E0,4.133337998E1
2.080542501E0,3.394306183E1,2.443187714E1,5.934978485E0,4.224064436E1
2.090542501E0,3.332591248E1,2.386764526E1,8.247627258E0,4.181272878E1
2.100542501E0,3.132090378E1,2.622132492E1,9.872905731E0,4.202417354E1
2.110542501E0,3.147359848E1,2.493634796E1,1.252258301E1,4.206214374E1
2.120542501E0,3.024071121E1,2.552584457E1,1.372320175E1,4.188550611E1
2.130542501E0,3.023754501E1,2.484438705E1,1.744536209E1,4.284732611E1
2.140542501E0,3.023754501E1,2.484438705E1,1.744536209E1,4.284732611E1
2.150542501E0,2.746568680E1,2.498451233E1,1.969625854E1,4.203013691E1
2.160542501E0,2.746568680E1,2.498451233E1,1.969625854E1,4.203013691E1
2.170542501E0,2.900309372E1,2.545472336E1,2.003858376E1,4.348180338E1
2.180542501E0,2.900247955E1,2.502870560E1,2.112685394E1,4.374841576E1
2.190542501E0,2.916194534E1,2.278516006E1,1.883533478E1,4.152532253E1
2.200542501E0,3.085366440E1,2.440917969E1,1.731096268E1,4.298169481E1
2.210542501E0,3.239575195E1,2.308036804E1,1.566229820E1,4.274921892E1
2.220542501E0,3.193616867E1,2.116631317E1,1.629208946E1,4.163368662E1
2.230542501E0,3.239918518E1,2.144265366E1,1.459799957E1,4.150417073E1
2.240542501E0,3.393963623E1,2.143820190E1,1.277919388E1,4.212841327E1
2.250542501E0,3.409465790E1,2.156941986E1,1.154341125E1,4.196350693E1
2.260542501E0,3.548014069E1,2.114356995E1,1.127327728E1,4.281328899E1
2.270542501E0,3.440280151E1,2.185732651E1,1.077392197E1,4.215890023E1
2.280542501E0,3.502064514E1,2.241228867E1,7.842338562E0,4.231144696E1
2.290542501E0,3.594400024E1,2.155342484E1,8.649074554E0,4.279401554E1
2.300542501E0,3.625611877E1,2.005157471E1,6.507530212E0,4.193947718E1
2.310542501E0,3.687427521E1,1.987875748E1,4.203441620E0,4.210161627E1
2.320542501E0,3.733515167E1,2.047307968E1,4.053256989E0,4.277253131E1
2.330542501E0,3.611077881E1,2.008083344E1,-1.234645844E0,4.133706047E1
2.340542501E0,3.795215225E1,2.089453506E1,2.051784515E0,4.337231001E1
2.350542501E0,3.625939178E1,2.203422928E1,1.067897797E0,4.244279866E1
2.360542501E0,3.579757690E1,2.087343216E1,2.772258759E0,4.153133878E1
2.370542501E0,3.594881439E1,2.177875519E1,4.003654480E0,4.222156656E1
2.380542501E0,3.548345947E1,2.283604050E1,6.146533966E0,4.264200419E1
2.390542501E0,3.455954742E1,2.297870636E1,6.740962982E0,4.204549733E1
2.400542501E0,3.378747559E1,2.358446503E1,8.571914673E0,4.208679387E1
2.410542501E0,3.147568512E1,2.490855408E1,1.066577911E1,4.153207994E1
2.420542501E0,2.978329468E1,2.589852524E1,9.528869629E0,4.060267981E1
2.430542501E0,3.116345215E1,2.699077988E1,1.218154526E1,4.298898688E1
2.440542501E0,2.993265533E1,2.755247116E1,1.152536774E1,4.228399962E1
2.450542501E0,2.931069183E1,2.951272202E1,1.504678154E1,4.423260168E1
2.460542501E0,2.792676544E1,2.818124771E1,1.611112595E1,4.282120187E1
2.470542501E0,2.576987076E1,2.848044205E1,1.853024292E1,4.264494953E1
2.480542501E0,2.576987076E1,2.848044205E1,1.853024292E1,4.264494953E1
2.490542501E0,2.561685944E1,2.687513733E1,1.978314209E1,4.206981346E1
2.500542501E0,2.561685944E1,2.687513733E1,1.978314209E1,4.206981346E1
2.510542501E0,2.607787323E1,2.674399567E1,2.041518593E1,4.256849296E1
2.520542501E0,2.792653656E1,2.572393036E1,1.938962936E1,4.263296570E1
2.530542501E0,2.792653656E1,2.572393036E1,1.938962936E1,4.263296570E1
2.540542501E0,2.715702438E1,2.745337677E1,1.749328995E1,4.239347901E1
2.550542501E0,2.900481415E1,2.644488907E1,1.724140167E1,4.287047158E1
2.560542501E0,3.038994217E1,2.602367783E1,1.728073311E1,4.358215379E1
2.570542501E0,3.177926636E1,2.453353882E1,1.485631180E1,4.280801674E1
2.580542501E0,2.993216705E1,2.553275681E1,1.448926926E1,4.192606848E1
2.590542501E0,3.177733231E1,2.557235336E1,1.530853081E1,4.356713464E1
2.600542501E0,3.116611862E1,2.391603088E1,1.361009979E1,4.157569361E1
2.610542501E0,3.224277878E1,2.494802094E1,1.254158020E1,4.265315658E1
2.620542501E0,3.378573608E1,2.360762787E1,1.011924744E1,4.244049040E1
2.630542501E0,3.440119934E1,2.390483475E1,9.666820526E0,4.299222092E1
2.640542501E0,3.486664200E1,2.328051376E1,6.899868011E0,4.248850696E1
2.650542501E0,3.379100800E1,2.324795532E1,5.790138245E0,4.142252224E1
2.660542501E0,3.394696808E1,2.394564438E1,3.000179291E0,4.165082955E1
2.670542501E0,3.348673248E1,2.363224030E1,2.218536377E0,4.104590037E1
2.680542501E0,3.502768707E1,2.463417435E1,-1.314315796E0,4.284283876E1
2.690542501E0,3.456496048E1,2.464338303E1,-2.425804138E-1,4.245105022E1
2.700542501E0,3.194608307E1,2.653391266E1,5.989685059E-1,4.153263184E1
2.710542501E0,3.286735153E1,2.570283890E1,3.262508392E0,4.185143588E1
2.720542501E0,3.409249878E1,2.840036011E1,4.964149475E0,4.464887129E1
2.730542501E0,3.147707367E1,2.763984299E1,5.991252899E0,4.231621673E1
2.740542501E0,3.331919861E1,2.815409088E1,8.971645355E0,4.453439401E1
2.750542501E0,2.931744003E1,2.869924164E1,9.949142456E0,4.221544973E1
2.760542501E0,2.916376877E1,2.782634735E1,1.088401794E1,4.175275874E1
2.770542501E0,2.993164825E1,2.828951645E1,1.151680756E1,4.276490576E1
2.780542501E0,2.516132355E1,2.924900436E1,1.138704300E1,4.022761747E1
2.790542501E0,2.639064407E1,2.914112473E1,1.281174850E1,4.134987478E1
2.800542501E0,2.639064407E1,2.914112473E1,1.281174850E1,4.134987478E1
2.810542501E0,2.469331360E1,3.149946594E1,1.444462967E1,4.255142086E1
2.820542501E0,2.623299026E1,3.005798340E1,1.511867714E1,4.266411305E1
2.830542501E0,2.623299026E1,3.005798340E1,1.511867714E1,4.266411305E1
2.840542501E0,2.423239899E1,3.018199158E1,1.553177261E1,4.170608753E1
2.850542501E0,2.576753616E1,3.256388092E1,1.554237556E1,4.433889600E1
2.860542501E0,2.438352585E1,3.166768265E1,1.613738441E1,4.310236226E1
2.870542501E0,2.238333511E1,3.149687576E1,1.655390358E1,4.203687188E1
2.880542501E0,2.238333511E1,3.149687576E1,1.655390358E1,4.203687188E1
2.890542501E0,2.392270279E1,3.078317261E1,1.660045815E1,4.237304137E1
2.900542501E0,2.300032806E1,3.105008698E1,1.564583778E1,4.168831050E1
2.910542501E0,2.561508560E1,3.167477798E1,1.539411354E1,4.354770835E1
2.920542501E0,2.469390488E1,3.018899536E1,1.554317093E1,4.198517050E1
2.930542501E0,2.700344849E1,3.063150024E1,1.327402496E1,4.293803414E1
2.940542501E0,2.746709442E1,2.945228195E1,1.283491898E1,4.226834907E1
2.950542501E0,2.777268600E1,3.035298920E1,1.360591507E1,4.333297781E1
2.960542501E0,2.808028793E1,2.891136169E1,1.548743248E1,4.317672950E1
2.970542501E0,3.008464050E1,2.815834045E1,1.245072174E1,4.304646563E1
2.980542501E0,2.931646729E1,2.740962219E1,1.244028473E1,4.201789294E1
2.990542501E0,3.085630035E1,2.697916031E1,1.170974731E1,4.262750925E1
3.000542501E0,3.177938461E1,2.757122040E1,1.095203018E1,4.347468741E1
3.010542501E0,2.931950378E1,2.693496704E1,1.027915192E1,4.111917698E1
3.020542501E0,3.301010132E1,2.744480515E1,1.113887024E1,4.435040641E1
3.030542501E0,2.978445053E1,2.530425644E1,9.226249695E0,4.015647608E1
3.040542501E0,2.993846512E1,2.617251587E1,7.981910706E0,4.055888533E1
3.050542501E0,3.224406815E1,2.637810135E1,9.584522247E0,4.274748213E1
3.060542501E0,2.947777939E1,2.644411469E1,6.883956909E0,4.019477008E1
3.070542501E0,3.101472855E1,2.749932480E1,6.909965515E0,4.202230211E1
3.080542501E0,3.147834778E1,2.733344269E1,5.221008301E0,4.201502583E1
3.090542501E0,3.209239578E1,2.779426575E1,5.850006104E0,4.285633730E1
3.100542501E0,3.101548004E1,2.719987106E1,6.603923798E0,4.177804205E1
3.110542501E0,3.193757629E1,2.838389206E1,5.994091034E0,4.314606860E1
3.120542501E0,2.931770325E1,2.912989044E1,9.170341492E0,4.233406907E1
3.130542501E0,2.931770325E1,2.912989044E1,9.170341492E0,4.233406907E1
3.140542501E0,2.869989014E1,3.117964172E1,8.821708679E0,4.328598267E1
3.150542501E0,2.869989014E1,3.117964172E1,8.821708679E0,4.328598267E1
3.160542501E0,2.777663040E1,3.058990097E1,9.734157562E0,4.245040708E1
3.170542501E0,2.869998932E1,2.973103333E1,1.054089355E1,4.264661964E1
3.180542501E0,2.823276138E1,3.153694534E1,1.344888306E1,4.441328847E1
3.190542501E0,2.515372849E1,3.267879486E1,1.397813034E1,4.354310299E1
3.200542501E0,2.531107330E1,2.973989487E1,1.448036957E1,4.165084490E1
3.210542501E0,2.500173569E1,3.120468140E1,1.414618683E1,4.241383654E1
3.220542501E0,2.377045822E1,3.061490250E1,1.536050415E1,4.169234974E1
3.230542501E0,2.377287674E1,2.884599304E1,1.538104820E1,4.042050998E1
3.240542501E0,2.608135223E1,2.944748306E1,1.388385773E1,4.171513752E1
3.250542501E0,2.638673019E1,3.150893021E1,1.340328979E1,4.322869869E1
3.260542501E0,2.777135086E1,3.008132935E1,1.515667152E1,4.365614499E1
3.270542501E0,2.669784927E1,2.886255646E1,1.359643936E1,4.160150820E1
3.280542501E0,2.746371841E1,3.079980469E1,1.421211243E1,4.364479279E1
3.290542501E0,2.777529526E1,2.756842804E1,1.472157669E1,4.181160212E1
3.300542501E0,2.839145660E1,2.785636902E1,1.365021515E1,4.205211620E1
3.310542501E0,3.008498764E1,2.815370941E1,1.214125061E1,4.295518364E1
3.320542501E0,3.147104263E1,2.743072510E1,1.171981049E1,4.336156318E1
3.330542501E0,3.070380402E1,2.724847794E1,1.015519333E1,4.228866376E1
3.340542501E0,3.070496368E1,2.752244949E1,8.759166718E0,4.215451367E1
3.350542501E0,3.332248688E1,2.637359619E1,8.218521118E0,4.328393232E1
3.360542501E0,3.317146301E1,2.618911362E1,5.895435333E0,4.267284603E1
3.370542501E0,3.240140915E1,2.618902206E1,6.650104523E0,4.218933611E1
3.380542501E0,3.148186493E1,2.526044846E1,4.626045227E0,4.062755678E1
3.390542501E0,3.347974014E1,2.575155258E1,5.908168793E0,4.264905531E1
3.400542501E0,3.425173950E1,2.369950104E1,5.951137543E0,4.207450590E1
3.410542501E0,3.517627335E1,2.485108566E1,3.175037384E0,4.318596447E1
3.420542501E0,3.425620651E1,2.392946625E1,1.615180969E0,4.181764997E1
3.430542501E0,3.426132202E1,2.255876923E1,-1.309341431E0,4.104205929E1
3.440542501E0,3.318064499E1,2.534320450E1,-1.368469238E0,4.177446498E1
