"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.089100400E-2,6.455232143E0,-4.930957794E0,-5.712965012E0,9.930877908E0
8.338511800E-2,6.452837944E0,-4.940533638E0,-5.672265053E0,9.910730598E0
8.587923300E-2,6.498326302E0,-4.947716236E0,-5.648324013E0,9.930342634E0
8.837334700E-2,6.495932102E0,-4.938139915E0,-5.602836132E0,9.898188340E0
9.086746200E-2,6.536631584E0,-4.959686756E0,-5.576500893E0,9.920857190E0
9.336157700E-2,6.558178425E0,-4.950110435E0,-5.566924572E0,9.924915454E0
9.585569100E-2,6.562966824E0,-4.974051476E0,-5.571712971E0,9.942721309E0
9.834980600E-2,6.589301586E0,-4.971657276E0,-5.586077690E0,9.966972230E0
1.008439200E-1,6.594089985E0,-5.000386238E0,-5.552560329E0,9.965782030E0
1.033380350E-1,6.622818947E0,-4.986021996E0,-5.559742451E0,9.981627235E0
1.058321490E-1,6.620425224E0,-4.997992516E0,-5.562136650E0,9.987358182E0
1.083262640E-1,6.577331066E0,-5.000386238E0,-5.535801411E0,9.945362927E0
1.108203790E-1,6.579725742E0,-4.986021996E0,-5.519042969E0,9.930409935E0
1.133144930E-1,6.515084743E0,-5.024327278E0,-5.504678249E0,9.899074525E0
1.158086080E-1,6.479173183E0,-5.029115677E0,-5.504678249E0,9.877913356E0
1.183027220E-1,6.450444221E0,-5.021933556E0,-5.504678249E0,9.855431493E0
1.207968370E-1,6.404956341E0,-5.021933556E0,-5.499890327E0,9.823038022E0
1.232683470E-1,6.414532661E0,-5.024327278E0,-5.516648769E0,9.839893674E0
1.257154830E-1,6.397774220E0,-5.012356758E0,-5.531013489E0,9.830938177E0
1.281603270E-1,6.369044781E0,-5.007568836E0,-5.588471413E0,9.842331522E0
1.306051180E-1,6.359467983E0,-5.005174637E0,-5.626777172E0,9.856735135E0
1.330507430E-1,6.359467983E0,-5.021933556E0,-5.669871330E0,9.889898410E0
1.354963680E-1,6.366650581E0,-5.014751434E0,-5.739300251E0,9.930837777E0
1.379412120E-1,6.342709541E0,-5.000386238E0,-5.768029213E0,9.924917524E0
1.403860560E-1,6.328345299E0,-5.005174637E0,-5.803940773E0,9.939087275E0
1.428316810E-1,6.321162701E0,-5.002780914E0,-5.837458134E0,9.952930836E0
1.452773060E-1,6.354680061E0,-4.971657276E0,-5.882946014E0,9.985408783E0
1.477221490E-1,6.333133221E0,-4.981234074E0,-5.899704456E0,9.986379822E0
1.501669410E-1,6.313980579E0,-4.981234074E0,-5.926039696E0,9.989844350E0
1.526125660E-1,6.294827461E0,-4.957293034E0,-5.926039696E0,9.965819257E0
1.550581910E-1,6.270886421E0,-4.962080956E0,-5.928433418E0,9.954525941E0
1.575030350E-1,6.258916378E0,-4.947716236E0,-5.875763416E0,9.908507754E0
1.599478270E-1,6.242157459E0,-4.938139915E0,-5.873369694E0,9.891725185E0
1.623934520E-1,6.189486980E0,-4.940533638E0,-5.806334496E0,9.819986863E0
1.648390770E-1,6.177516460E0,-4.928564072E0,-5.772817135E0,9.786616938E0
1.672839200E-1,6.139211178E0,-4.935745716E0,-5.727329731E0,9.739291838E0
1.697287640E-1,6.143999577E0,-4.933351994E0,-5.672265053E0,9.708825033E0
1.721743890E-1,6.155970097E0,-4.911804676E0,-5.631565571E0,9.681752103E0
1.746200140E-1,6.163152218E0,-4.911804676E0,-5.610018730E0,9.673809001E0
1.770648580E-1,6.175122738E0,-4.911804676E0,-5.607624531E0,9.680052628E0
1.795096490E-1,6.165545940E0,-4.911804676E0,-5.550166130E0,9.640753393E0
1.819552740E-1,6.187093258E0,-4.904623032E0,-5.547771931E0,9.649519338E0
1.844008990E-1,6.232581139E0,-4.899834156E0,-5.545378208E0,9.674950226E0
1.868457430E-1,6.242157459E0,-4.904623032E0,-5.557348728E0,9.690406685E0
1.892905870E-1,6.292433739E0,-4.921381474E0,-5.554954052E0,9.729965698E0
1.917362120E-1,6.311586380E0,-4.921381474E0,-5.583683491E0,9.758772442E0
1.941818370E-1,6.337921619E0,-4.916593552E0,-5.598048210E0,9.781630047E0
1.966266810E-1,6.366650581E0,-4.930957794E0,-5.626777172E0,9.823909901E0
1.990714720E-1,6.400167942E0,-4.954898834E0,-5.621989250E0,9.854944712E0
2.015170970E-1,6.421715260E0,-4.930957794E0,-5.645930290E0,9.870628171E0
2.039627220E-1,6.440867424E0,-4.950110435E0,-5.667477131E0,9.904981753E0
2.064075660E-1,6.448050022E0,-4.947716236E0,-5.669871330E0,9.909827745E0
2.088524100E-1,6.450444221E0,-4.950110435E0,-5.679447651E0,9.918061786E0
2.112980350E-1,6.450444221E0,-4.964474678E0,-5.650718212E0,9.908827166E0
2.137436600E-1,6.445655823E0,-4.952504158E0,-5.641141891E0,9.894253800E0
2.161885040E-1,6.457626343E0,-4.954898834E0,-5.590865612E0,9.874701957E0
2.186332950E-1,6.448050022E0,-4.940533638E0,-5.576500893E0,9.853100219E0
2.210789200E-1,6.428897381E0,-4.935745716E0,-5.499890327E0,9.794952829E0
2.235245450E-1,6.404956341E0,-4.942928314E0,-5.468766689E0,9.765419353E0
2.259693890E-1,6.414532661E0,-4.938139915E0,-5.466372490E0,9.767941610E0
2.284142330E-1,6.390591621E0,-4.916593552E0,-5.416096687E0,9.713220720E0
2.308598580E-1,6.371438503E0,-4.930957794E0,-5.382579327E0,9.689258670E0
2.333054830E-1,6.369044781E0,-4.935745716E0,-5.341879845E0,9.667574539E0
2.357503270E-1,6.352286339E0,-4.904623032E0,-5.320332527E0,9.628748985E0
2.381951180E-1,6.364256859E0,-4.933351994E0,-5.308362007E0,9.644710180E0
2.406407430E-1,6.354680061E0,-4.918987274E0,-5.305968285E0,9.629729691E0
2.430863680E-1,6.345103741E0,-4.921381474E0,-5.265268803E0,9.602259768E0
2.455312120E-1,6.335526943E0,-4.942928314E0,-5.262874126E0,9.605690295E0
2.479760560E-1,6.304404259E0,-4.942928314E0,-5.226962566E0,9.565520950E0
2.504216810E-1,6.294827461E0,-4.930957794E0,-5.229357243E0,9.554338005E0
2.528673060E-1,6.340315819E0,-4.947716236E0,-5.198233604E0,9.576070867E0
2.553121490E-1,6.328345299E0,-4.947716236E0,-5.219780445E0,9.579872550E0
2.577569410E-1,6.342709541E0,-4.957293034E0,-5.212598324E0,9.590406656E0
2.602025660E-1,6.337921619E0,-4.952504158E0,-5.226962566E0,9.592584926E0
2.626481910E-1,6.381015301E0,-4.957293034E0,-5.212598324E0,9.615783472E0
2.650930350E-1,6.385803699E0,-4.959686756E0,-5.207809925E0,9.617601875E0
2.675378270E-1,6.385803699E0,-4.969263554E0,-5.229357243E0,9.634222663E0
2.699834520E-1,6.395379543E0,-4.990810394E0,-5.217386723E0,9.645216022E0
2.724291290E-1,6.366650581E0,-4.978839874E0,-5.238933086E0,9.631692790E0
2.748739720E-1,6.378621101E0,-5.007568836E0,-5.250903606E0,9.660980359E0
2.773187640E-1,6.402562141E0,-5.009963036E0,-5.298785686E0,9.704105386E0
2.797643890E-1,6.414532661E0,-5.021933556E0,-5.279633045E0,9.707758289E0
2.822100140E-1,6.424108982E0,-5.009963036E0,-5.327515125E0,9.734029137E0
2.846548580E-1,6.412138462E0,-5.026721954E0,-5.363426685E0,9.754475848E0
2.870996490E-1,6.448050022E0,-5.053056717E0,-5.389761448E0,9.806133781E0
2.895452740E-1,6.460020542E0,-5.053056717E0,-5.430460930E0,9.836419750E0
2.919908990E-1,6.467202663E0,-5.048268318E0,-5.449614048E0,9.849264773E0
2.944357430E-1,6.476778984E0,-5.045874119E0,-5.468766689E0,9.864933894E0
2.968805870E-1,6.481567383E0,-5.048268318E0,-5.492707729E0,9.882589081E0
2.993262120E-1,6.460020542E0,-5.074604034E0,-5.499890327E0,9.885963035E0
3.017718370E-1,6.464808464E0,-5.048268318E0,-5.523830891E0,9.888956932E0
3.042166810E-1,6.493537426E0,-5.069815159E0,-5.531013489E0,9.922759911E0
3.066614720E-1,6.476778984E0,-5.076997757E0,-5.516648769E0,9.907471215E0
3.091070970E-1,6.486355782E0,-5.076997757E0,-5.499890327E0,9.904418770E0
3.115527220E-1,6.488749504E0,-5.053056717E0,-5.531013489E0,9.911072723E0
3.139975660E-1,6.481567383E0,-5.057844639E0,-5.519042969E0,9.902138326E0
3.164424100E-1,6.474385262E0,-5.057844639E0,-5.528619289E0,9.902781839E0
3.188880350E-1,6.512690544E0,-5.036297798E0,-5.521437168E0,9.912905832E0
3.213336600E-1,6.524661064E0,-5.033903599E0,-5.516648769E0,9.916894730E0
3.237785040E-1,6.512690544E0,-5.050662994E0,-5.511860847E0,9.914885012E0
3.262232950E-1,6.507902622E0,-5.050662994E0,-5.509466648E0,9.910409475E0
3.286689200E-1,6.510296822E0,-5.053056717E0,-5.490313530E0,9.902569846E0
3.311145450E-1,6.486355782E0,-5.043480396E0,-5.475949287E0,9.873982298E0
3.335593890E-1,6.505507946E0,-5.036297798E0,-5.461584568E0,9.874960007E0
3.360042330E-1,6.471991062E0,-5.050662994E0,-5.456796169E0,9.857610736E0
3.384498580E-1,6.479173183E0,-5.060238838E0,-5.420884609E0,9.847420585E0
3.408954830E-1,6.486355782E0,-5.062633514E0,-5.404126167E0,9.844168277E0
3.433403270E-1,6.467202663E0,-5.062633514E0,-5.399338245E0,9.828927809E0
3.457851180E-1,6.498326302E0,-5.072209358E0,-5.387367725E0,9.847806025E0
3.482307430E-1,6.491143703E0,-5.084179878E0,-5.408914089E0,9.861043719E0
3.506763680E-1,6.495932102E0,-5.086574554E0,-5.382579327E0,9.851016942E0
3.531212120E-1,6.488749504E0,-5.100938797E0,-5.401731968E0,9.864185470E0
3.555660040E-1,6.500720024E0,-5.105726719E0,-5.370608807E0,9.857547622E0
3.580116290E-1,6.500720024E0,-5.110515118E0,-5.406519890E0,9.879634756E0
3.604572540E-1,6.500720024E0,-5.112909317E0,-5.406519890E0,9.880873435E0
3.629020970E-1,6.500720024E0,-5.151214600E0,-5.365820408E0,9.878582962E0
3.653469410E-1,6.481567383E0,-5.146426201E0,-5.358638287E0,9.859585319E0
3.677925660E-1,6.476778984E0,-5.160791397E0,-5.375397205E0,9.873060770E0
3.702381910E-1,6.460020542E0,-5.170367241E0,-5.337091446E0,9.846273809E0
3.726830350E-1,6.445655823E0,-5.189520359E0,-5.329909325E0,9.843044953E0
3.751278270E-1,6.455232143E0,-5.165579319E0,-5.337091446E0,9.840618722E0
3.775734520E-1,6.438473701E0,-5.163185120E0,-5.325120926E0,9.821880526E0
3.800190770E-1,6.457626343E0,-5.175155640E0,-5.298785686E0,9.826510247E0
3.824639200E-1,6.443261623E0,-5.153608799E0,-5.315544605E0,9.814800989E0
3.849087640E-1,6.467202663E0,-5.163185120E0,-5.332303047E0,9.844625267E0
3.873543890E-1,6.469596863E0,-5.158396721E0,-5.344273567E0,9.850177676E0
3.898000140E-1,6.462414742E0,-5.158396721E0,-5.351456165E0,9.849362625E0
3.922448580E-1,6.471991062E0,-5.163185120E0,-5.351456165E0,9.858155607E0
3.946896490E-1,6.464808464E0,-5.156002998E0,-5.370608807E0,9.860099104E0
3.971352740E-1,6.481567383E0,-5.165579319E0,-5.392155647E0,9.887834341E0
3.995808990E-1,6.488749504E0,-5.165579319E0,-5.420884609E0,9.908232424E0
4.020257430E-1,6.464808464E0,-5.151214600E0,-5.437643528E0,9.894277511E0
4.044705350E-1,6.493537426E0,-5.160791397E0,-5.456796169E0,9.928565887E0
4.069161600E-1,6.460020542E0,-5.163185120E0,-5.461584568E0,9.910562647E0
4.093617850E-1,6.476778984E0,-5.156002998E0,-5.490313530E0,9.933608387E0
4.118066290E-1,6.471991062E0,-5.163185120E0,-5.495101929E0,9.936865406E0
4.142514720E-1,6.481567383E0,-5.163185120E0,-5.526225090E0,9.960339355E0
4.166970970E-1,6.455232143E0,-5.160791397E0,-5.528619289E0,9.943310370E0
4.191427220E-1,6.481567383E0,-5.170367241E0,-5.552560329E0,9.978694271E0
4.215875660E-1,6.445655823E0,-5.203884602E0,-5.557348728E0,9.975520980E0
4.240323580E-1,6.436079502E0,-5.189520359E0,-5.531013489E0,9.947178048E0
4.264779830E-1,6.443261623E0,-5.189520359E0,-5.528619289E0,9.950496126E0
4.289236080E-1,6.431291103E0,-5.203884602E0,-5.521437168E0,9.946265058E0
4.313684520E-1,6.395379543E0,-5.194308281E0,-5.499890327E0,9.906084576E0
4.338132950E-1,6.404956341E0,-5.203884602E0,-5.466372490E0,9.898742793E0
4.362589200E-1,6.366650581E0,-5.199096680E0,-5.447220325E0,9.860885112E0
4.387045450E-1,6.352286339E0,-5.220643997E0,-5.413702488E0,9.844533514E0
4.411493890E-1,6.342709541E0,-5.220643997E0,-5.392155647E0,9.826516707E0
4.435941810E-1,6.345103741E0,-5.220643997E0,-5.399338245E0,9.832004817E0
4.460398060E-1,6.330739021E0,-5.215855122E0,-5.380185127E0,9.809678548E0
4.484854310E-1,6.328345299E0,-5.218249321E0,-5.373002529E0,9.805469717E0
4.509302740E-1,6.323556423E0,-5.213461399E0,-5.349061966E0,9.786726190E0
4.533751180E-1,6.357074261E0,-5.220643997E0,-5.377790928E0,9.827927155E0
4.558207430E-1,6.359467983E0,-5.244585037E0,-5.394549847E0,9.851379258E0
4.582663680E-1,6.383409023E0,-5.239796162E0,-5.380185127E0,9.856458115E0
4.607112120E-1,6.400167942E0,-5.232614517E0,-5.404126167E0,9.876587670E0
4.631560040E-1,6.424108982E0,-5.256555557E0,-5.428067207E0,9.917886173E0
4.656016290E-1,6.416926861E0,-5.258949280E0,-5.435249805E0,9.918439308E0
4.680472540E-1,6.445655823E0,-5.261343479E0,-5.461584568E0,9.952744354E0
4.704920970E-1,6.433685303E0,-5.249372959E0,-5.461584568E0,9.938668373E0
4.729368890E-1,6.419320583E0,-5.270919800E0,-5.456796169E0,9.938153587E0
4.753825140E-1,6.421715260E0,-5.273313999E0,-5.485525608E0,9.956769486E0
4.778281390E-1,6.409744740E0,-5.275707722E0,-5.480737209E0,9.947683145E0
4.802729830E-1,6.397774220E0,-5.270919800E0,-5.492707729E0,9.944040864E0
4.827178270E-1,6.376227379E0,-5.268525600E0,-5.468766689E0,9.915696985E0
4.851634520E-1,6.349892139E0,-5.304437160E0,-5.452008247E0,9.908712212E0
4.876090770E-1,6.330739021E0,-5.309225559E0,-5.447220325E0,9.896380241E0
4.900539200E-1,6.328345299E0,-5.292466640E0,-5.420884609E0,9.871380213E0
4.924987120E-1,6.309192181E0,-5.266131401E0,-5.432855129E0,9.851596863E0
4.949443370E-1,6.313980579E0,-5.278101921E0,-5.420884609E0,9.854476170E0
4.973899620E-1,6.280463219E0,-5.275707722E0,-5.428067207E0,9.835711658E0
4.998348060E-1,6.287645340E0,-5.273313999E0,-5.413702488E0,9.831098569E0
5.022795970E-1,6.287645340E0,-5.275707722E0,-5.418490410E0,9.835019787E0
5.047252220E-1,6.278069019E0,-5.270919800E0,-5.430460930E0,9.832937102E0
5.071708990E-1,6.268492699E0,-5.263737202E0,-5.452008247E0,9.834903353E0
5.096157430E-1,6.270886421E0,-5.266131401E0,-5.478343010E0,9.852329601E0
5.120605350E-1,6.266098499E0,-5.261343479E0,-5.485525608E0,9.850721639E0
5.145061600E-1,6.268492699E0,-5.251766682E0,-5.483131409E0,9.845800325E0
5.169517850E-1,6.297221661E0,-5.254160881E0,-5.492707729E0,9.870716560E0
5.193966290E-1,6.297221661E0,-5.268525600E0,-5.509466648E0,9.887698690E0
5.218414200E-1,6.330739021E0,-5.254160881E0,-5.540589809E0,9.918800258E0
5.242870450E-1,6.311586380E0,-5.249372959E0,-5.540589809E0,9.904048391E0
5.267326700E-1,6.330739021E0,-5.232614517E0,-5.542983532E0,9.908742487E0
5.291775140E-1,6.333133221E0,-5.225431919E0,-5.545378208E0,9.907821890E0
5.316223580E-1,6.347497463E0,-5.232614517E0,-5.521437168E0,9.907433933E0
5.340679830E-1,6.333133221E0,-5.239796162E0,-5.490313530E0,9.884714607E0
5.365136080E-1,6.325951099E0,-5.223037720E0,-5.437643528E0,9.842039802E0
5.389584520E-1,6.337921619E0,-5.223037720E0,-5.418490410E0,9.839177394E0
5.414032430E-1,6.292433739E0,-5.211067200E0,-5.375397205E0,9.779817934E0
5.438488680E-1,6.304404259E0,-5.208673477E0,-5.322726727E0,9.757418319E0
5.462944930E-1,6.280463219E0,-5.199096680E0,-5.262874126E0,9.704260332E0
5.487393370E-1,6.287645340E0,-5.194308281E0,-5.243721485E0,9.695975322E0
5.511841810E-1,6.282856941E0,-5.194308281E0,-5.205416203E0,9.672201802E0
5.536298060E-1,6.268492699E0,-5.182337761E0,-5.176686764E0,9.640991195E0
5.560754310E-1,6.266098499E0,-5.175155640E0,-5.157534122E0,9.625299191E0
5.585202740E-1,6.270886421E0,-5.151214600E0,-5.143169403E0,9.607872807E0
5.609650660E-1,6.294827461E0,-5.175155640E0,-5.138381004E0,9.633797175E0
5.634106910E-1,6.299615860E0,-5.179944038E0,-5.147957802E0,9.644607289E0
5.658563160E-1,6.294827461E0,-5.184732437E0,-5.124016762E0,9.631295395E0
5.683011600E-1,6.316374779E0,-5.182337761E0,-5.152745724E0,9.659399749E0
5.707459520E-1,6.321162701E0,-5.196702957E0,-5.162322044E0,9.675349524E0
5.731915770E-1,6.318768501E0,-5.194308281E0,-5.169504642E0,9.676334644E0
5.756372020E-1,6.313980579E0,-5.187126160E0,-5.157534122E0,9.662959525E0
5.780820450E-1,6.297221661E0,-5.215855122E0,-5.138381004E0,9.657282467E0
5.805268890E-1,6.292433739E0,-5.215855122E0,-5.152745724E0,9.661814296E0
5.829725140E-1,6.285251141E0,-5.213461399E0,-5.155139923E0,9.657123241E0
5.854181390E-1,6.266098499E0,-5.215855122E0,-5.155139923E0,9.645963025E0
5.878629830E-1,6.256522179E0,-5.232614517E0,-5.162322044E0,9.652662500E0
5.903077740E-1,6.242157459E0,-5.220643997E0,-5.162322044E0,9.636867872E0
5.927533990E-1,6.227793217E0,-5.203884602E0,-5.157534122E0,9.615923332E0
5.951990240E-1,6.237369061E0,-5.213461399E0,-5.174292564E0,9.636298880E0
5.976438680E-1,6.266098499E0,-5.194308281E0,-5.181475163E0,9.648446185E0
6.000886600E-1,6.254127979E0,-5.194308281E0,-5.191051006E0,9.645826343E0
6.025342850E-1,6.256522179E0,-5.211067200E0,-5.212598324E0,9.668012847E0
6.049799100E-1,6.275674820E0,-5.215855122E0,-5.248509407E0,9.702375487E0
6.074247540E-1,6.309192181E0,-5.191914558E0,-5.274844646E0,9.725526659E0
6.098695970E-1,6.302010059E0,-5.172761917E0,-5.305968285E0,9.727594568E0
6.123152220E-1,6.340315819E0,-5.182337761E0,-5.358638287E0,9.786277823E0
6.147608470E-1,6.354680061E0,-5.175155640E0,-5.387367725E0,9.807544320E0
6.172056910E-1,6.361862659E0,-5.165579319E0,-5.408914089E0,9.819004930E0
6.196504830E-1,6.381015301E0,-5.170367241E0,-5.440037727E0,9.851094566E0
6.220961080E-1,6.431291103E0,-5.153608799E0,-5.447220325E0,9.878937098E0
6.245417330E-1,6.431291103E0,-5.153608799E0,-5.463978767E0,9.888187543E0
6.269865770E-1,6.460020542E0,-5.136850357E0,-5.511860847E0,9.924701859E0
6.294314200E-1,6.493537426E0,-5.117697239E0,-5.502284050E0,9.931363607E0
6.318770450E-1,6.512690544E0,-5.129667759E0,-5.507072449E0,9.952712012E0
6.343226700E-1,6.548602104E0,-5.112909317E0,-5.507072449E0,9.967641554E0
6.367675140E-1,6.539025784E0,-5.096150398E0,-5.485525608E0,9.940855007E0
6.392123060E-1,6.539025784E0,-5.098544598E0,-5.468766689E0,9.932845731E0
6.416579310E-1,6.548602104E0,-5.076997757E0,-5.463978767E0,9.925480327E0
6.441035560E-1,6.546208382E0,-5.060238838E0,-5.418490410E0,9.890343755E0
6.465483990E-1,6.562966824E0,-5.062633514E0,-5.382579327E0,9.883063889E0
6.489931910E-1,6.548602104E0,-5.055450916E0,-5.341879845E0,9.847713123E0
6.514388160E-1,6.565360546E0,-5.041086197E0,-5.341879845E0,9.851506962E0
6.538844410E-1,6.565360546E0,-5.060238838E0,-5.315544605E0,9.847080311E0
6.563292850E-1,6.555784702E0,-5.045874119E0,-5.308362007E0,9.829438737E0
6.587741290E-1,6.572543144E0,-5.057844639E0,-5.298785686E0,9.841607873E0
6.612197540E-1,6.562966824E0,-5.062633514E0,-5.305968285E0,9.841549221E0
6.636653790E-1,6.560572624E0,-5.055450916E0,-5.293997765E0,9.829807193E0
6.661102220E-1,6.565360546E0,-5.093756199E0,-5.282027245E0,9.846325362E0
6.685550140E-1,6.562966824E0,-5.079391956E0,-5.308362007E0,9.851470112E0
6.710006390E-1,6.560572624E0,-5.084179878E0,-5.308362007E0,9.852345172E0
6.734462640E-1,6.562966824E0,-5.096150398E0,-5.298785686E0,9.854968907E0
6.758911080E-1,6.553390026E0,-5.117697239E0,-5.308362007E0,9.864910190E0
6.783359520E-1,6.553390026E0,-5.134455681E0,-5.325120926E0,9.882634712E0
6.807815770E-1,6.541419506E0,-5.136850357E0,-5.337091446E0,9.882405873E0
6.832271490E-1,6.522267342E0,-5.158396721E0,-5.329909325E0,9.877092761E0
6.856719930E-1,6.531843662E0,-5.179944038E0,-5.339485645E0,9.899843879E0
6.881168370E-1,6.548602104E0,-5.182337761E0,-5.365820408E0,9.926371081E0
6.905624620E-1,6.567755222E0,-5.196702957E0,-5.363426685E0,9.945223783E0
6.930080870E-1,6.550996304E0,-5.172761917E0,-5.363426685E0,9.921661364E0
6.954529310E-1,6.558178425E0,-5.175155640E0,-5.365820408E0,9.928946006E0
6.978977220E-1,6.572543144E0,-5.184732437E0,-5.394549847E0,9.958962892E0
7.003433470E-1,6.598878384E0,-5.177549839E0,-5.384973049E0,9.967454690E0
7.027889720E-1,6.584513664E0,-5.189520359E0,-5.387367725E0,9.965474036E0
7.052338160E-1,6.584513664E0,-5.184732437E0,-5.384973049E0,9.961686874E0
7.076786600E-1,6.594089985E0,-5.175155640E0,-5.358638287E0,9.948832239E0
7.101242850E-1,6.596484184E0,-5.160791397E0,-5.327515125E0,9.926217248E0
7.125699100E-1,6.570148945E0,-5.160791397E0,-5.298785686E0,9.893318693E0
7.150147540E-1,6.558178425E0,-5.134455681E0,-5.265268803E0,9.853699557E0
7.174595450E-1,6.589301586E0,-5.136850357E0,-5.224568844E0,9.854047219E0
7.199051700E-1,6.543814182E0,-5.117697239E0,-5.224568844E0,9.813686804E0
7.223507950E-1,6.550996304E0,-5.100938797E0,-5.212598324E0,9.803382603E0
7.247956390E-1,6.541419506E0,-5.105726719E0,-5.183868885E0,9.784227670E0
7.272404310E-1,6.539025784E0,-5.096150398E0,-5.167109966E0,9.768757981E0
7.296860560E-1,6.548602104E0,-5.067421436E0,-5.176686764E0,9.765297506E0
7.321316810E-1,6.560572624E0,-5.072209358E0,-5.169504642E0,9.772011010E0
7.345765240E-1,6.558178425E0,-5.043480396E0,-5.176686764E0,9.759328082E0
7.370213680E-1,6.579725742E0,-5.048268318E0,-5.188657284E0,9.782636059E0
7.394669930E-1,6.591696262E0,-5.060238838E0,-5.214992046E0,9.810841899E0
7.419126180E-1,6.608454704E0,-5.048268318E0,-5.250903606E0,9.835073730E0
7.443574620E-1,6.601272106E0,-5.050662994E0,-5.267662525E0,9.840439959E0
7.468022540E-1,6.615637302E0,-5.031509876E0,-5.305968285E0,9.860834041E0
7.492478790E-1,6.610848427E0,-5.053056717E0,-5.329909325E0,9.881529867E0
7.516935040E-1,6.618031025E0,-5.048268318E0,-5.363426685E0,9.902004518E0
7.541383470E-1,6.610848427E0,-5.038692474E0,-5.387367725E0,9.905325324E0
7.565831910E-1,6.613242626E0,-5.036297798E0,-5.423279285E0,9.925282452E0
7.590288160E-1,6.591696262E0,-5.036297798E0,-5.435249805E0,9.917494420E0
7.614743890E-1,6.601272106E0,-5.036297798E0,-5.440037727E0,9.926484746E0
7.639192330E-1,6.594089985E0,-5.033903599E0,-5.440037727E0,9.920494879E0
7.663640770E-1,6.606060505E0,-5.024327278E0,-5.430460930E0,9.918357016E0
7.688097020E-1,6.589301586E0,-5.021933556E0,-5.452008247E0,9.917817601E0
7.712553270E-1,6.596484184E0,-5.009963036E0,-5.459190845E0,9.920488793E0
7.737001700E-1,6.586907864E0,-4.995598316E0,-5.430460930E0,9.891069894E0
7.761449620E-1,6.577331066E0,-5.012356758E0,-5.440037727E0,9.898434962E0
7.785905870E-1,6.582119465E0,-4.997992516E0,-5.425673008E0,9.886463140E0
7.810362120E-1,6.541419506E0,-5.000386238E0,-5.425673008E0,9.860626718E0
7.834810560E-1,6.567755222E0,-4.988415718E0,-5.423279285E0,9.870747603E0
7.859258990E-1,6.536631584E0,-4.997992516E0,-5.375397205E0,9.828650811E0
7.883715240E-1,6.529448986E0,-4.986021996E0,-5.368214607E0,9.813859968E0
7.908171490E-1,6.510296822E0,-4.986021996E0,-5.375397205E0,9.805063751E0
7.932619930E-1,6.493537426E0,-4.993204117E0,-5.325120926E0,9.770108931E0
7.957067850E-1,6.495932102E0,-5.017145157E0,-5.341879845E0,9.793087341E0
7.981524100E-1,6.493537426E0,-5.014751434E0,-5.327515125E0,9.782442316E0
8.005980350E-1,6.486355782E0,-5.002780914E0,-5.310756207E0,9.762415669E0
8.030428790E-1,6.495932102E0,-5.000386238E0,-5.327515125E0,9.776677033E0
8.054876700E-1,6.488749504E0,-5.005174637E0,-5.303574085E0,9.761328872E0
8.079332950E-1,6.457626343E0,-4.993204117E0,-5.282027245E0,9.722799862E0
8.103789200E-1,6.464808464E0,-5.005174637E0,-5.262874126E0,9.723341282E0
