"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.249481780E-1,9.522072792E0,-2.151409388E0,-4.100360274E-1,9.770699164E0
1.273548450E-1,9.538830757E0,-2.163379908E0,-4.124301374E-1,9.789770347E0
1.297622410E-1,9.541224480E0,-2.156197548E0,-3.956714272E-1,9.789826777E0
1.321692200E-1,9.548407555E0,-2.151409388E0,-4.004596174E-1,9.795969431E0
1.345758340E-1,9.531648636E0,-2.141832829E0,-3.669422567E-1,9.776217070E0
1.369823970E-1,9.546013832E0,-2.172955990E0,-3.046956956E-1,9.794945497E0
1.393888550E-1,9.512495995E0,-2.192109108E0,-3.046956956E-1,9.766563462E0
1.417961470E-1,9.478979111E0,-2.189714909E0,-2.807546854E-1,9.732662511E0
1.442028140E-1,9.476584435E0,-2.208867550E0,-2.663901150E-1,9.734254573E0
1.466090120E-1,9.455038071E0,-2.213655710E0,-2.400550395E-1,9.713683284E0
1.490160950E-1,9.450249672E0,-2.223232269E0,-2.041435391E-1,9.710389033E0
1.514226570E-1,9.440672874E0,-2.249567270E0,-1.802025586E-1,9.706664215E0
1.538290640E-1,9.431097031E0,-2.244779110E0,-1.299264878E-1,9.695437347E0
1.562361470E-1,9.459825516E0,-2.228020430E0,-1.083795950E-1,9.719265402E0
1.586434390E-1,9.431097031E0,-2.254355669E0,-9.880319983E-2,9.697292032E0
1.610508340E-1,9.421519279E0,-2.244779110E0,-7.246811688E-2,9.685520658E0
1.634575530E-1,9.414338112E0,-2.247173309E0,-7.486221194E-2,9.679109170E0
1.658640120E-1,9.467007637E0,-2.259143829E0,-9.880319983E-2,9.733330700E0
1.682711990E-1,9.431097031E0,-2.251961231E0,-8.443860710E-2,9.696599944E0
1.706780220E-1,9.459825516E0,-2.256749630E0,-1.371087730E-1,9.726253981E0
1.730844280E-1,9.433490753E0,-2.256749630E0,-1.562615633E-1,9.700932139E0
1.754913550E-1,9.452643394E0,-2.263931751E0,-1.514733732E-1,9.721152108E0
1.778982300E-1,9.462219238E0,-2.256749630E0,-1.490792632E-1,9.728758216E0
1.803055220E-1,9.467007637E0,-2.285478830E0,-1.634438634E-1,9.740347067E0
1.827123970E-1,9.462219238E0,-2.261537790E0,-1.754143536E-1,9.730309157E0
1.851188550E-1,9.471796989E0,-2.292661190E0,-1.634438634E-1,9.746689050E0
1.875261470E-1,9.464613914E0,-2.290266991E0,-1.562615633E-1,9.739027524E0
1.899328140E-1,9.476584435E0,-2.273508310E0,-1.442910731E-1,9.746553878E0
1.923388550E-1,9.507707596E0,-2.283084869E0,-1.562615633E-1,9.779232993E0
1.947452090E-1,9.486160278E0,-2.273508310E0,-1.610497683E-1,9.756126992E0
1.971515120E-1,9.510101318E0,-2.283084869E0,-1.706261635E-1,9.781800289E0
1.995583870E-1,9.531648636E0,-2.275902271E0,-1.562615633E-1,9.800840502E0
2.019650010E-1,9.531648636E0,-2.304631472E0,-1.802025586E-1,9.807962321E0
2.043714590E-1,9.538830757E0,-2.280690670E0,-1.706261635E-1,9.809177103E0
2.067785950E-1,9.546013832E0,-2.292661190E0,-1.873848438E-1,9.819256005E0
2.091849490E-1,9.531648636E0,-2.295055389E0,-2.161140442E-1,9.806442282E0
2.115908870E-1,9.526860237E0,-2.290266991E0,-2.137199342E-1,9.800615546E0
2.139974490E-1,9.519679070E0,-2.299843311E0,-2.256904393E-1,9.796147458E0
2.164040640E-1,9.534042358E0,-2.287872791E0,-2.448432148E-1,9.807765994E0
2.188112510E-1,9.543620110E0,-2.278296471E0,-2.280845344E-1,9.814445586E0
2.212182300E-1,9.500525475E0,-2.268720150E0,-2.903310955E-1,9.771968459E0
2.236248970E-1,9.495738029E0,-2.271114349E0,-2.639960051E-1,9.767123169E0
2.260321370E-1,9.486160278E0,-2.263931751E0,-2.328727394E-1,9.755349994E0
2.284388030E-1,9.500525475E0,-2.254355669E0,-2.304786295E-1,9.767047874E0
2.308450010E-1,9.481372833E0,-2.271114349E0,-1.945671439E-1,9.751525397E0
2.332515640E-1,9.474190712E0,-2.278296471E0,-2.209022343E-1,9.746780097E0
2.356581260E-1,9.481372833E0,-2.283084869E0,-2.089317441E-1,9.754617358E0
2.380649490E-1,9.510101318E0,-2.280690670E0,-1.993553489E-1,9.781785091E0
2.404713030E-1,9.502920151E0,-2.292661190E0,-1.682320684E-1,9.777018398E0
2.428772410E-1,9.519679070E0,-2.309419870E0,-1.466851830E-1,9.796898809E0
2.452841160E-1,9.519679070E0,-2.275902271E0,-1.658379734E-1,9.789357638E0
2.476906780E-1,9.531648636E0,-2.307025671E0,-1.562615633E-1,9.808114541E0
2.500967200E-1,9.510101318E0,-2.316601992E0,-1.562615633E-1,9.789437652E0
2.525027620E-1,9.517283440E0,-2.323784351E0,-1.514733732E-1,9.798040721E0
2.549087510E-1,9.526860237E0,-2.323784351E0,-1.466851830E-1,9.807270580E0
2.573155220E-1,9.495738029E0,-2.328572512E0,-1.347146779E-1,9.778007911E0
2.597217200E-1,9.500525475E0,-2.328572512E0,-1.442910731E-1,9.782793780E0
2.621277620E-1,9.476584435E0,-2.347725391E0,-1.466851830E-1,9.764168352E0
2.645345320E-1,9.478979111E0,-2.342936993E0,-1.442910731E-1,9.765306890E0
2.669408870E-1,9.476584435E0,-2.362090111E0,-1.538674682E-1,9.767742699E0
2.693474490E-1,9.455038071E0,-2.347725391E0,-1.969612539E-1,9.744144558E0
2.717543240E-1,9.459825516E0,-2.338149071E0,-2.017494440E-1,9.746586208E0
2.741612510E-1,9.455038071E0,-2.338149071E0,-2.400550395E-1,9.742808241E0
2.765685430E-1,9.483766556E0,-2.328572512E0,-2.903310955E-1,9.769768174E0
2.789751050E-1,9.464613914E0,-2.333360910E0,-3.238484859E-1,9.753377237E0
2.813809390E-1,9.471796989E0,-2.326178551E0,-3.430012465E-1,9.759287613E0
2.837875010E-1,9.486160278E0,-2.326178551E0,-3.980655372E-1,9.775315834E0
2.861937510E-1,9.490948677E0,-2.328572512E0,-4.579179883E-1,9.783151109E0
2.885997930E-1,9.476584435E0,-2.314208031E0,-4.746766984E-1,9.766602752E0
2.910062510E-1,9.481372833E0,-2.295055389E0,-5.393173695E-1,9.770085633E0
2.934125010E-1,9.462219238E0,-2.295055389E0,-5.464996696E-1,9.751898997E0
2.958194280E-1,9.467007637E0,-2.275902271E0,-5.417114496E-1,9.751790402E0
2.982260430E-1,9.488554955E0,-2.254355669E0,-5.608642101E-1,9.768795385E0
3.006322410E-1,9.462219238E0,-2.251961231E0,-5.297409296E-1,9.740921299E0
3.030394800E-1,9.478979111E0,-2.259143829E0,-5.034058690E-1,9.757468590E0
3.054465120E-1,9.447855949E0,-2.247173309E0,-4.627062082E-1,9.722441409E0
3.078530220E-1,9.464613914E0,-2.244779110E0,-4.028537571E-1,9.735514416E0
3.102597410E-1,9.486160278E0,-2.228020430E0,-3.837009370E-1,9.751847941E0
3.126663550E-1,9.490948677E0,-2.211261749E0,-3.477894664E-1,9.751345693E0
3.150731260E-1,9.490948677E0,-2.225626230E0,-2.879369855E-1,9.752662540E0
3.174795840E-1,9.502920151E0,-2.213655710E0,-2.376609296E-1,9.760237995E0
3.198856780E-1,9.510101318E0,-2.218444109E0,-1.945671439E-1,9.767362885E0
3.222924490E-1,9.517283440E0,-2.230414629E0,-1.682320684E-1,9.776591201E0
3.246991160E-1,9.490948677E0,-2.244779110E0,-1.395028830E-1,9.753799316E0
3.271052620E-1,9.488554955E0,-2.244779110E0,-1.179559901E-1,9.751185671E0
3.295116160E-1,9.486160278E0,-2.249567270E0,-1.179559901E-1,9.749959146E0
3.319181780E-1,9.443066597E0,-2.256749630E0,-9.880319983E-2,9.709489571E0
3.343252620E-1,9.438279152E0,-2.268720150E0,-1.035913974E-1,9.707674060E0
3.367319800E-1,9.411943436E0,-2.297449350E0,-8.922680467E-2,9.688700335E0
3.391385430E-1,9.407155991E0,-2.311813831E0,-8.922680467E-2,9.687467597E0
3.415455740E-1,9.380820274E0,-2.335754871E0,-1.275323927E-1,9.668081731E0
3.439521890E-1,9.390397072E0,-2.338149071E0,-1.682320684E-1,9.678574289E0
3.463586470E-1,9.352091789E0,-2.335754871E0,-1.825966537E-1,9.641095020E0
3.487654180E-1,9.373639107E0,-2.352513552E0,-2.161140442E-1,9.666754129E0
3.511721890E-1,9.368849754E0,-2.381242752E0,-2.472373098E-1,9.669890850E0
3.535789590E-1,9.354485512E0,-2.376454592E0,-2.807546854E-1,9.655711202E0
3.559852620E-1,9.337726593E0,-2.376454592E0,-3.118779659E-1,9.640432678E0
3.583914590E-1,9.323361397E0,-2.407577753E0,-3.070898056E-1,9.634095833E0
3.607984390E-1,9.344908714E0,-2.393213272E0,-3.238484859E-1,9.651925533E0
3.632050010E-1,9.361667633E0,-2.381242752E0,-3.262425661E-1,9.665276619E0
3.656114590E-1,9.356879234E0,-2.374060631E0,-3.382130861E-1,9.659282633E0
3.680183340E-1,9.340120316E0,-2.390819073E0,-3.501835763E-1,9.647615865E0
3.704250010E-1,9.349698067E0,-2.381242752E0,-3.286366761E-1,9.653764709E0
3.728320840E-1,9.344908714E0,-2.354907513E0,-3.382130861E-1,9.642992086E0
3.752389070E-1,9.349698067E0,-2.369272232E0,-3.214543760E-1,9.650577069E0
3.776452090E-1,9.352091789E0,-2.347725391E0,-3.118779659E-1,9.647315855E0
3.800520840E-1,9.344908714E0,-2.316601992E0,-3.262425661E-1,9.633296314E0
3.824586990E-1,9.352091789E0,-2.333360910E0,-3.118779659E-1,9.643830247E0
3.848650530E-1,9.342514992E0,-2.297449350E0,-3.046956956E-1,9.625679163E0
3.872718240E-1,9.347302437E0,-2.271114349E0,-3.142720759E-1,9.624385184E0
3.896782820E-1,9.335332870E0,-2.259143829E0,-3.382130861E-1,9.610752246E0
3.920850530E-1,9.320967674E0,-2.218444109E0,-3.310307860E-1,9.587049287E0
3.944918760E-1,9.335332870E0,-2.211261749E0,-3.525776863E-1,9.600126528E0
3.968984390E-1,9.330544472E0,-2.182532549E0,-3.789127469E-1,9.589894855E0
3.993056260E-1,9.337726593E0,-2.187320709E0,-3.860950768E-1,9.598259177E0
4.017122410E-1,9.340120316E0,-2.165773869E0,-4.196124375E-1,9.597108864E0
4.041186990E-1,9.344908714E0,-2.182532549E0,-4.339770377E-1,9.606201293E0
4.065258340E-1,9.361667633E0,-2.144227028E0,-4.172183573E-1,9.613147329E0
4.089327620E-1,9.347302437E0,-2.168168068E0,-4.531298280E-1,9.606161682E0
4.113401050E-1,9.335332870E0,-2.168168068E0,-4.267947078E-1,9.593307370E0
4.137473450E-1,9.330544472E0,-2.141832829E0,-4.674943984E-1,9.584626180E0
4.161542720E-1,9.356879234E0,-2.168168068E0,-5.034058690E-1,9.617981038E0
4.185620320E-1,9.352091789E0,-2.156197548E0,-5.201646090E-1,9.611523288E0
4.209691160E-1,9.330544472E0,-2.163379908E0,-5.345291495E-1,9.592965870E0
4.233755220E-1,9.342514992E0,-2.168168068E0,-5.249527693E-1,9.605160829E0
4.257825010E-1,9.342514992E0,-2.187320709E0,-5.393173695E-1,9.610297679E0
4.281894800E-1,9.342514992E0,-2.208867550E0,-5.441055298E-1,9.615494426E0
4.305966680E-1,9.342514992E0,-2.194503069E0,-5.680465698E-1,9.613589704E0
4.330035950E-1,9.337726593E0,-2.228020430E0,-5.512878895E-1,9.615671131E0
4.354102620E-1,9.320967674E0,-2.237596750E0,-5.201646090E-1,9.599887959E0
4.378173970E-1,9.330544472E0,-2.273508310E0,-5.417114496E-1,9.618801977E0
4.402243240E-1,9.335332870E0,-2.254355669E0,-5.105881691E-1,9.617237626E0
4.426308340E-1,9.313785553E0,-2.251961231E0,-4.962235987E-1,9.595007482E0
4.450373450E-1,9.328150749E0,-2.287872791E0,-4.770708084E-1,9.616462700E0
4.474437510E-1,9.297026634E0,-2.309419870E0,-4.531298280E-1,9.590278985E0
4.498504180E-1,9.301815987E0,-2.328572512E0,-4.579179883E-1,9.599777053E0
4.522568760E-1,9.304209709E0,-2.340543032E0,-4.267947078E-1,9.603572966E0
4.546630740E-1,9.297026634E0,-2.333360910E0,-4.339770377E-1,9.595186994E0
4.570699490E-1,9.306603432E0,-2.352513552E0,-3.908832669E-1,9.607287712E0
4.594765640E-1,9.306603432E0,-2.342936993E0,-3.980655372E-1,9.605242181E0
4.618828140E-1,9.340120316E0,-2.369272232E0,-4.148242176E-1,9.644862754E0
4.642893760E-1,9.380820274E0,-2.362090111E0,-4.100360274E-1,9.682323495E0
4.666957820E-1,9.371243477E0,-2.374060631E0,-4.244006276E-1,9.676594653E0
4.691027090E-1,9.411943436E0,-2.388425112E0,-4.435534179E-1,9.720390598E0
4.715093760E-1,9.423914909E0,-2.390819073E0,-4.531298280E-1,9.733011594E0
4.739156780E-1,9.445460320E0,-2.383636713E0,-4.938294888E-1,9.754092074E0
4.763226050E-1,9.433490753E0,-2.388425112E0,-5.129822493E-1,9.744663827E0
4.787292720E-1,9.435884476E0,-2.383636713E0,-5.393173695E-1,9.747230532E0
4.811357820E-1,9.428702354E0,-2.407577753E0,-5.512878895E-1,9.746834207E0
4.835423450E-1,9.414338112E0,-2.393213272E0,-5.273468494E-1,9.728069004E0
4.859488030E-1,9.407155991E0,-2.390819073E0,-5.321350694E-1,9.720790472E0
4.883555740E-1,9.407155991E0,-2.386031151E0,-5.153763890E-1,9.718710887E0
4.907617200E-1,9.411943436E0,-2.381242752E0,-4.890412688E-1,9.720810545E0
4.931676570E-1,9.416731834E0,-2.352513552E0,-4.986176789E-1,9.718939142E0
4.955745320E-1,9.395184517E0,-2.330966473E0,-4.770708084E-1,9.691774521E0
4.979809390E-1,9.399973869E0,-2.345331430E0,-4.914354086E-1,9.700597766E0
5.003870320E-1,9.423914909E0,-2.328572512E0,-5.153763890E-1,9.721009978E0
5.027936470E-1,9.438279152E0,-2.283084869E0,-5.608642101E-1,9.726672531E0
5.052002620E-1,9.445460320E0,-2.290266991E0,-5.848052502E-1,9.736736656E0
5.076071370E-1,9.462219238E0,-2.271114349E0,-5.871993303E-1,9.748659208E0
5.100139070E-1,9.498131752E0,-2.261537790E0,-6.159285307E-1,9.783068430E0
5.124203140E-1,9.498131752E0,-2.247173309E0,-6.901455522E-1,9.784712338E0
5.148274490E-1,9.502920151E0,-2.242385149E0,-6.997219920E-1,9.788942405E0
5.172342720E-1,9.507707596E0,-2.230414629E0,-7.332393527E-1,9.793308588E0
5.196405220E-1,9.524466515E0,-2.213655710E0,-7.739390731E-1,9.808910015E0
5.220473450E-1,9.505313873E0,-2.218444109E0,-7.691508532E-1,9.791020331E0
5.244543240E-1,9.483766556E0,-2.223232269E0,-8.170328140E-1,9.775077106E0
5.268617200E-1,9.462219238E0,-2.228020430E0,-8.218209743E-1,9.755667976E0
5.292688030E-1,9.440672874E0,-2.218444109E0,-8.098505139E-1,9.731580367E0
5.316751050E-1,9.450249672E0,-2.218444109E0,-8.433679342E-1,9.743715031E0
5.340819800E-1,9.404761314E0,-2.237596750E0,-8.649148345E-1,9.705897808E0
5.364884910E-1,9.388002396E0,-2.228020430E0,-9.319495559E-1,9.693667726E0
5.388947410E-1,9.383214951E0,-2.247173309E0,-9.127967358E-1,9.691630852E0
5.413014590E-1,9.354485512E0,-2.261537790E0,-9.175850153E-1,9.667621974E0
5.437080740E-1,9.325757027E0,-2.263931751E0,-8.960380554E-1,9.638361650E0
5.461150530E-1,9.289844513E0,-2.285478830E0,-9.008262753E-1,9.609168150E0
5.485216160E-1,9.237174988E0,-2.302237511E0,-9.271613955E-1,9.564796264E0
5.509274490E-1,9.201262474E0,-2.297449350E0,-9.151908755E-1,9.527805570E0
5.533341680E-1,9.119863510E0,-2.321390390E0,-9.175850153E-1,9.455301478E0
5.557408870E-1,9.062405586E0,-2.328572512E0,-9.654669166E-1,9.406464337E0
5.581474490E-1,9.028887749E0,-2.326178551E0,-9.846197367E-1,9.375574471E0
5.605543760E-1,8.966641426E0,-2.326178551E0,-1.022925377E0,9.319771534E0
5.629610950E-1,8.894818306E0,-2.321390390E0,-1.087566018E0,9.256859396E0
5.653683340E-1,8.870877266E0,-2.328572512E0,-1.154600739E0,9.243798801E0
5.677751570E-1,8.803842545E0,-2.299843311E0,-1.224029660E0,9.181240189E0
5.701814590E-1,8.777507782E0,-2.307025671E0,-1.271911621E0,9.164320459E0
5.725885430E-1,8.743990898E0,-2.287872791E0,-1.367675543E0,9.141240349E0
5.749953140E-1,8.717654228E0,-2.251961231E0,-1.477804184E0,9.124293388E0
5.774018240E-1,8.727231979E0,-2.237596750E0,-1.518503785E0,9.136589680E0
5.798089590E-1,8.720049858E0,-2.220838070E0,-1.614267707E0,9.142059477E0
5.822161470E-1,8.676955223E0,-2.180138588E0,-1.683696628E0,9.103702024E0
5.846233870E-1,8.626679420E0,-2.196897030E0,-1.733972669E0,9.069322775E0
5.870301050E-1,8.617102623E0,-2.177744389E0,-1.820160270E0,9.072486519E0
5.894366680E-1,8.564433098E0,-2.156197548E0,-1.868042111E0,9.027086101E0
5.918442200E-1,8.502186775E0,-2.153803349E0,-1.918318272E0,8.978084084E0
5.942512510E-1,8.447121620E0,-2.141832829E0,-1.937471032E0,8.927211521E0
5.966577620E-1,8.415998459E0,-2.139438868E0,-1.973382473E0,8.905080972E0
5.990648450E-1,8.332205772E0,-2.120285988E0,-1.980564833E0,8.822919175E0
6.014720320E-1,8.277140617E0,-2.120285988E0,-2.011688232E0,8.778015665E0
6.038795320E-1,8.229258537E0,-2.086768627E0,-1.994929433E0,8.720954238E0
6.062866160E-1,8.202923775E0,-2.108315468E0,-2.023658752E0,8.707935881E0
6.086934910E-1,8.171800613E0,-2.105921507E0,-2.033235073E0,8.680280843E0
6.111010950E-1,8.176589012E0,-2.105921507E0,-2.057176113E0,8.690425008E0
6.135080220E-1,8.143072128E0,-2.122680187E0,-2.126605034E0,8.679737544E0
6.159144280E-1,8.138282776E0,-2.129862547E0,-2.109846115E0,8.672912523E0
6.183211990E-1,8.178982735E0,-2.146620989E0,-2.124210835E0,8.718716185E0
6.207278140E-1,8.169406891E0,-2.163379908E0,-2.136181355E0,8.716805169E0
6.231346890E-1,8.178982735E0,-2.201685429E0,-2.152939796E0,8.739469496E0
6.255415120E-1,8.188559532E0,-2.216049910E0,-2.169698715E0,8.756196488E0
6.279479180E-1,8.229258537E0,-2.208867550E0,-2.243915558E0,8.811069683E0
6.303548450E-1,8.279534340E0,-2.242385149E0,-2.241521358E0,8.865855742E0
6.327612510E-1,8.322628975E0,-2.271114349E0,-2.284615040E0,8.924325147E0
6.351673450E-1,8.365722656E0,-2.297449350E0,-2.287009716E0,8.971844990E0
6.375736470E-1,8.408816338E0,-2.307025671E0,-2.320526600E0,9.023048451E0
6.399798450E-1,8.451910019E0,-2.359695911E0,-2.354044437E0,9.085398889E0
6.423864590E-1,8.499792099E0,-2.388425112E0,-2.397138119E0,9.148623470E0
6.447928140E-1,8.602738380E0,-2.402789593E0,-2.399531841E0,9.248689557E0
6.471988550E-1,8.645832062E0,-2.431518793E0,-2.646124363E0,9.362941302E0
6.496057300E-1,8.676955223E0,-2.445883274E0,-2.780193806E0,9.434053982E0
6.520124490E-1,8.741595268E0,-2.484189034E0,-2.907081127E0,9.541373259E0
6.544188030E-1,8.834965706E0,-2.498553514E0,-3.160855293E0,9.710324138E0
6.568254180E-1,8.899606705E0,-2.520100594E0,-3.412235737E0,9.858867036E0
6.592318240E-1,8.985795021E0,-2.524888515E0,-3.620522499E0,1.001138139E1
6.616383870E-1,9.107893944E0,-2.539253235E0,-3.891055584E0,1.022457102E1
6.640447410E-1,9.191686630E0,-2.556012154E0,-4.147224426E0,1.040287324E1
6.664506780E-1,9.388002396E0,-2.536859035E0,-4.439304352E0,1.069007324E1
6.688569800E-1,9.584319115E0,-2.527282715E0,-4.671532154E0,1.095762490E1
6.712632820E-1,9.780634880E0,-2.488977432E0,-4.918124199E0,1.122692179E1
6.736693760E-1,9.969768524E0,-2.445883274E0,-5.169504642E0,1.149358115E1
6.760756260E-1,1.011341476E1,-2.409971714E0,-5.432855129E0,1.173051733E1
6.784818760E-1,1.023790741E1,-2.376454592E0,-5.655506611E0,1.193511791E1
6.808886990E-1,1.028339577E1,-2.321390390E0,-5.832669735E0,1.204811679E1
6.832948970E-1,1.022593784E1,-2.287872791E0,-5.969133854E0,1.205963207E1
6.857005740E-1,1.008947372E1,-2.232808590E0,-6.127144337E0,1.201352621E1
6.881073970E-1,1.009665585E1,-2.165773869E0,-6.203754902E0,1.204656011E1
6.905139070E-1,1.015172100E1,-2.098739147E0,-6.198966980E0,1.207846583E1
6.929200010E-1,1.019720745E1,-2.010157347E0,-6.201361179E0,1.210291919E1
6.953267720E-1,1.020439053E1,-1.986216307E0,-6.151084900E0,1.207934132E1
6.977338030E-1,1.020678425E1,-1.967063546E0,-6.038562298E0,1.202131517E1
7.001412510E-1,1.015411472E1,-1.957487226E0,-5.885340214E0,1.189853064E1
7.025481780E-1,1.010144424E1,-1.993398666E0,-5.677053452E0,1.175762518E1
7.049543760E-1,9.976950645E0,-2.017339706E0,-5.497496128E0,1.156856375E1
7.073614590E-1,9.895551682E0,-2.046068907E0,-5.322726727E0,1.142102276E1
7.097681260E-1,9.751905441E0,-2.074798107E0,-5.090498924E0,1.119453555E1
7.121742720E-1,9.596289635E0,-2.137044668E0,-4.913336277E0,1.099075102E1
7.145809910E-1,9.502920151E0,-2.208867550E0,-4.807995796E0,1.087664520E1
7.169876050E-1,9.407155991E0,-2.261537790E0,-4.606891155E0,1.071599660E1
7.193942720E-1,9.196475029E0,-2.340543032E0,-4.281293869E0,1.041070468E1
7.218005740E-1,9.038464546E0,-2.354907513E0,-4.027519226E0,1.017154570E1
7.242067200E-1,8.875665665E0,-2.405183792E0,-3.756986141E0,9.933644595E0
7.266136990E-1,8.581192017E0,-2.455459833E0,-3.385900974E0,9.546227780E0
7.290204700E-1,8.202923775E0,-2.517706394E0,-2.947780609E0,9.072828361E0
7.314270840E-1,7.781563282E0,-2.582347155E0,-2.495296001E0,8.570166047E0
7.338336990E-1,7.379354477E0,-2.623046875E0,-2.004505634E0,8.084138188E0
7.362400010E-1,7.075303555E0,-2.651775837E0,-1.590326786E0,7.721461958E0
7.386469280E-1,6.814347267E0,-2.649381876E0,-1.336552262E0,7.432423895E0
7.410536470E-1,6.400167942E0,-2.673322916E0,-8.266091943E-1,6.985133346E0
7.434599490E-1,6.179911137E0,-2.697263718E0,-6.255049109E-1,6.771837979E0
