"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.545228650E-1,5.241424084E0,-2.433912754E0,-7.800619125E0,9.708043905E0
1.569683860E-1,5.239030361E0,-2.445883274E0,-7.745554447E0,9.665577986E0
1.594138550E-1,5.217483044E0,-2.433912754E0,-7.692884445E0,9.608669611E0
1.618585420E-1,5.207906723E0,-2.429124832E0,-7.664155006E0,9.579259462E0
1.643032300E-1,5.171995163E0,-2.445883274E0,-7.649790764E0,9.552548230E0
1.667487510E-1,5.176783562E0,-2.479400873E0,-7.635426044E0,9.552290176E0
1.691942190E-1,5.164813042E0,-2.486582994E0,-7.635426044E0,9.547676137E0
1.716389590E-1,5.136083603E0,-2.512917995E0,-7.625849724E0,9.531405754E0
1.740836470E-1,5.128901482E0,-2.520100594E0,-7.637820244E0,9.539016484E0
1.765291150E-1,5.085807800E0,-2.546435595E0,-7.673731804E0,9.551750364E0
1.789746360E-1,5.102566719E0,-2.553617716E0,-7.676125526E0,9.564520566E0
1.814193240E-1,5.090596199E0,-2.575164795E0,-7.721613407E0,9.600466499E0
1.838640110E-1,5.092989922E0,-2.608682156E0,-7.743160725E0,9.628099861E0
1.863095320E-1,5.071443081E0,-2.620652676E0,-7.759919167E0,9.633467747E0
1.887550010E-1,5.059472561E0,-2.620652676E0,-7.800619125E0,9.660007338E0
1.911996880E-1,5.057078838E0,-2.642199516E0,-7.824560165E0,9.683956136E0
1.936443760E-1,5.073837280E0,-2.670928717E0,-7.829348087E0,9.704451372E0
1.960898970E-1,5.042714119E0,-2.673322916E0,-7.860471725E0,9.714043280E0
1.985353650E-1,5.042714119E0,-2.692475557E0,-7.901171207E0,9.752276491E0
2.009800530E-1,5.035531521E0,-2.685293436E0,-7.891594410E0,9.738821328E0
2.034247400E-1,5.033137798E0,-2.699657917E0,-7.917929649E0,9.762901152E0
2.058702610E-1,5.037925720E0,-2.725993156E0,-7.917929649E0,9.772683571E0
2.083157300E-1,5.016379356E0,-2.694869518E0,-7.922718048E0,9.756835800E0
2.107604690E-1,5.018773079E0,-2.709234238E0,-7.944264889E0,9.779538741E0
2.132051570E-1,5.018773079E0,-2.704446077E0,-7.934688568E0,9.770434713E0
2.156506260E-1,5.016379356E0,-2.690081596E0,-7.946659088E0,9.774967596E0
2.180960940E-1,5.033137798E0,-2.723598719E0,-7.920324326E0,9.771489318E0
2.205408340E-1,5.049896240E0,-2.725993156E0,-7.934688568E0,9.792434498E0
2.229855220E-1,5.078625679E0,-2.721204758E0,-7.941870689E0,9.811763561E0
2.254310420E-1,5.109748840E0,-2.718810558E0,-7.939476490E0,9.825311751E0
2.278765110E-1,5.145659924E0,-2.749933958E0,-7.956235409E0,9.866186432E0
2.303211990E-1,5.183965683E0,-2.728387117E0,-7.941870689E0,9.868683119E0
2.327658860E-1,5.205512524E0,-2.742751598E0,-7.958629608E0,9.897465949E0
2.352114070E-1,5.243818283E0,-2.745145798E0,-7.972994328E0,9.929858719E0
2.376568760E-1,5.274941444E0,-2.764298677E0,-7.987358570E0,9.963144652E0
2.401015630E-1,5.310853004E0,-2.754722118E0,-7.996934891E0,9.987222899E0
2.425462510E-1,5.346764565E0,-2.769086838E0,-8.037634850E0,1.004287345E1
2.449917720E-1,5.346764565E0,-2.795421839E0,-8.025664330E0,1.004059572E1
2.474372400E-1,5.382676125E0,-2.790633678E0,-8.049604416E0,1.007754781E1
2.498819800E-1,5.389858246E0,-2.802603960E0,-8.047210693E0,1.008279529E1
2.523266670E-1,5.413799286E0,-2.795421839E0,-8.040028572E0,1.008789698E1
2.547721880E-1,5.406617165E0,-2.812180519E0,-8.037634850E0,1.008679545E1
2.572176570E-1,5.392252445E0,-2.840909719E0,-7.992146969E0,1.005094859E1
2.596623440E-1,5.406617165E0,-2.821756840E0,-7.968205929E0,1.003424768E1
2.621070320E-1,5.368311882E0,-2.838515520E0,-7.956235409E0,1.000887729E1
2.645525530E-1,5.373099804E0,-2.826545000E0,-7.946659088E0,1.000044743E1
2.669980220E-1,5.370705605E0,-2.843303919E0,-7.920324326E0,9.983005223E0
2.694427090E-1,5.358735085E0,-2.838515520E0,-7.889200687E0,9.950512527E0
2.718873970E-1,5.330005646E0,-2.848092079E0,-7.872442245E0,9.924511856E0
2.743329170E-1,5.358735085E0,-2.831333399E0,-7.855683327E0,9.921907632E0
2.767783860E-1,5.353946686E0,-2.860062599E0,-7.846106529E0,9.919984418E0
2.792231260E-1,5.351552486E0,-2.833727360E0,-7.834136009E0,9.901657022E0
2.816678130E-1,5.351552486E0,-2.814574480E0,-7.805407047E0,9.873465587E0
2.841132820E-1,5.353946686E0,-2.819362879E0,-7.771889687E0,9.849660982E0
2.865587510E-1,5.344370842E0,-2.807392359E0,-7.719219685E0,9.799495094E0
2.890034900E-1,5.368311882E0,-2.804998398E0,-7.673731804E0,9.776141789E0
2.914481780E-1,5.377887726E0,-2.804998398E0,-7.676125526E0,9.783281428E0
2.938936990E-1,5.377887726E0,-2.804998398E0,-7.659367085E0,9.770138000E0
2.963391670E-1,5.375493526E0,-2.807392359E0,-7.630638123E0,9.747000598E0
2.987838550E-1,5.397040844E0,-2.783451319E0,-7.645002842E0,9.763284261E0
3.012285420E-1,5.423375607E0,-2.783451319E0,-7.618667603E0,9.757289596E0
3.036740630E-1,5.428164005E0,-2.797815800E0,-7.633032322E0,9.775270848E0
3.061195320E-1,5.432951927E0,-2.793027878E0,-7.630638123E0,9.774692298E0
3.085642190E-1,5.447316647E0,-2.807392359E0,-7.652184486E0,9.803603313E0
3.110089070E-1,5.459287167E0,-2.809786320E0,-7.676125526E0,9.829629628E0
3.134544280E-1,5.499986649E0,-2.800209999E0,-7.700066566E0,9.868234609E0
3.158998970E-1,5.543080807E0,-2.807392359E0,-7.724007607E0,9.912996025E0
3.183446360E-1,5.514351845E0,-2.781057358E0,-7.726402283E0,9.891392649E0
3.207893240E-1,5.567021847E0,-2.783451319E0,-7.747948647E0,9.938311814E0
3.232348440E-1,5.559839249E0,-2.802603960E0,-7.776678085E0,9.962084293E0
3.256803130E-1,5.559839249E0,-2.809786320E0,-7.807801247E0,9.988416889E0
3.281250010E-1,5.576598167E0,-2.793027878E0,-7.819771767E0,1.000241383E1
3.305696880E-1,5.590962887E0,-2.800209999E0,-7.841318607E0,1.002927313E1
3.330152090E-1,5.576598167E0,-2.793027878E0,-7.860471725E0,1.003426468E1
3.354606780E-1,5.569415569E0,-2.790633678E0,-7.848501205E0,1.002022940E1
3.379053650E-1,5.564627647E0,-2.781057358E0,-7.843712807E0,1.001115335E1
3.403500530E-1,5.526322365E0,-2.776268959E0,-7.865259647E0,1.000550936E1
3.427955740E-1,5.514351845E0,-2.785845280E0,-7.846106529E0,9.986510795E0
3.452410420E-1,5.495198727E0,-2.790633678E0,-7.841318607E0,9.973521087E0
3.476857820E-1,5.480834007E0,-2.764298677E0,-7.817377567E0,9.939430599E0
3.501304690E-1,5.461681366E0,-2.757116318E0,-7.791042805E0,9.906159787E0
3.525759900E-1,5.452105045E0,-2.735569239E0,-7.771889687E0,9.879830858E0
3.550214590E-1,5.397040844E0,-2.725993156E0,-7.757524967E0,9.835562118E0
3.574661470E-1,5.404222965E0,-2.714022636E0,-7.752737045E0,9.832419663E0
3.599108340E-1,5.404222965E0,-2.697263718E0,-7.757524967E0,9.831584360E0
3.623563550E-1,5.401828766E0,-2.694869518E0,-7.740766525E0,9.816391503E0
3.648018240E-1,5.387464046E0,-2.678111076E0,-7.735978127E0,9.800122722E0
3.672465110E-1,5.385070324E0,-2.678111076E0,-7.735978127E0,9.798807014E0
3.696911990E-1,5.380281925E0,-2.685293436E0,-7.735978127E0,9.798142273E0
3.721367190E-1,5.373099804E0,-2.668534517E0,-7.740766525E0,9.793403105E0
3.745821880E-1,5.365917206E0,-2.673322916E0,-7.731190205E0,9.783201156E0
3.770269280E-1,5.377887726E0,-2.661352396E0,-7.750343323E0,9.801647545E0
3.794716150E-1,5.401828766E0,-2.658958435E0,-7.738372803E0,9.804704361E0
3.819171360E-1,5.382676125E0,-2.649381876E0,-7.791042805E0,9.833248424E0
3.843626050E-1,5.392252445E0,-2.658958435E0,-7.779072285E0,9.831602718E0
3.868072920E-1,5.385070324E0,-2.630228996E0,-7.788648605E0,9.827519222E0
3.892519800E-1,5.392252445E0,-2.625440836E0,-7.805407047E0,9.843460021E0
3.916975010E-1,5.394646645E0,-2.632622957E0,-7.803013325E0,9.844792177E0
3.941429690E-1,5.397040844E0,-2.608682156E0,-7.786254406E0,9.826445448E0
3.965877090E-1,5.411405087E0,-2.596711636E0,-7.788648605E0,9.833069888E0
3.990323970E-1,5.409011364E0,-2.613470316E0,-7.795830727E0,9.841880295E0
4.014778650E-1,5.430558205E0,-2.587135315E0,-7.774283886E0,9.829736593E0
4.039233340E-1,5.442528725E0,-2.570376635E0,-7.800619125E0,9.852797253E0
4.063680740E-1,5.461681366E0,-2.591923475E0,-7.783860207E0,9.855785629E0
4.088127610E-1,5.444922447E0,-2.589529276E0,-7.788648605E0,9.849664432E0
4.112582820E-1,5.442528725E0,-2.572770596E0,-7.769495487E0,9.828800923E0
4.137037510E-1,5.464075565E0,-2.553617716E0,-7.755131245E0,9.824415802E0
4.161484380E-1,5.442528725E0,-2.570376635E0,-7.762313843E0,9.822498214E0
4.185931260E-1,5.444922447E0,-2.591923475E0,-7.740766525E0,9.812477473E0
4.210386470E-1,5.466469765E0,-2.548829556E0,-7.716825485E0,9.794295246E0
4.234841150E-1,5.447316647E0,-2.577558756E0,-7.697672844E0,9.776054163E0
4.259288550E-1,5.440134525E0,-2.599105835E0,-7.688096046E0,9.770221882E0
4.283735420E-1,5.428164005E0,-2.591923475E0,-7.692884445E0,9.765423844E0
4.308190110E-1,5.428164005E0,-2.596711636E0,-7.642608643E0,9.727144630E0
4.332645320E-1,5.411405087E0,-2.591923475E0,-7.606697083E0,9.688302886E0
4.357092190E-1,5.413799286E0,-2.591923475E0,-7.575573444E0,9.665226486E0
4.381539070E-1,5.397040844E0,-2.601499796E0,-7.563602924E0,9.649038307E0
4.405994280E-1,5.382676125E0,-2.596711636E0,-7.525297642E0,9.609693969E0
4.430448970E-1,5.361129284E0,-2.613470316E0,-7.508539200E0,9.589061227E0
4.454895840E-1,5.346764565E0,-2.603893757E0,-7.465445042E0,9.544685625E0
4.479342720E-1,5.334794044E0,-2.630228996E0,-7.436716080E0,9.522755805E0
4.503797920E-1,5.313247204E0,-2.599105835E0,-7.381651402E0,9.459108013E0
4.528252610E-1,5.315640926E0,-2.594317675E0,-7.352922440E0,9.436736250E0
4.552700010E-1,5.310853004E0,-2.606287956E0,-7.328981400E0,9.418697622E0
4.577146880E-1,5.313247204E0,-2.601499796E0,-7.338558197E0,9.426178093E0
4.601602090E-1,5.306064606E0,-2.620652676E0,-7.324193001E0,9.416259616E0
4.626056780E-1,5.286911964E0,-2.606287956E0,-7.300251961E0,9.382848913E0
4.650503650E-1,5.298882484E0,-2.594317675E0,-7.302646637E0,9.388146126E0
4.674950530E-1,5.296488762E0,-2.613470316E0,-7.309828758E0,9.397692098E0
4.699405740E-1,5.298882484E0,-2.601499796E0,-7.319405079E0,9.403172203E0
4.723860420E-1,5.298882484E0,-2.589529276E0,-7.338558197E0,9.414789104E0
4.748307820E-1,5.301276684E0,-2.575164795E0,-7.326587677E0,9.402866328E0
4.772754690E-1,5.279729843E0,-2.560800076E0,-7.328981400E0,9.388674699E0
4.797209900E-1,5.255788803E0,-2.548829556E0,-7.336163521E0,9.377587283E0
4.821664590E-1,5.272547722E0,-2.544041634E0,-7.328981400E0,9.380078660E0
4.846111470E-1,5.282123566E0,-2.544041634E0,-7.328981400E0,9.385464589E0
4.870558340E-1,5.286911964E0,-2.534465075E0,-7.355316639E0,9.406148744E0
4.895013550E-1,5.265365124E0,-2.541647434E0,-7.348134041E0,9.390373552E0
4.919468240E-1,5.267759323E0,-2.532071114E0,-7.324193001E0,9.370404235E0
4.943915630E-1,5.270153522E0,-2.522494555E0,-7.336163521E0,9.378528250E0
4.968362510E-1,5.277335644E0,-2.522494555E0,-7.343346119E0,9.388183131E0
4.992817190E-1,5.272547722E0,-2.524888515E0,-7.360104561E0,9.399253196E0
5.017271880E-1,5.282123566E0,-2.536859035E0,-7.345740318E0,9.396615558E0
5.041719280E-1,5.286911964E0,-2.529676914E0,-7.391228199E0,9.432971838E0
5.066166150E-1,5.318035126E0,-2.546435595E0,-7.391228199E0,9.454950350E0
5.090621360E-1,5.325217724E0,-2.548829556E0,-7.441504002E0,9.498971403E0
5.115076050E-1,5.351552486E0,-2.556012154E0,-7.451080799E0,9.523177895E0
5.139522920E-1,5.389858246E0,-2.563194275E0,-7.470232964E0,9.561637795E0
5.163969800E-1,5.404222965E0,-2.577558756E0,-7.537268162E0,9.625998459E0
5.188425010E-1,5.440134525E0,-2.575164795E0,-7.563602924E0,9.666158832E0
5.212879690E-1,5.478440285E0,-2.577558756E0,-7.599514484E0,9.716467336E0
5.237327090E-1,5.511957169E0,-2.558406115E0,-7.609091282E0,9.737832603E0
5.261773970E-1,5.509562969E0,-2.553617716E0,-7.666549683E0,9.780195887E0
5.286229170E-1,5.550262928E0,-2.558406115E0,-7.683308125E0,9.817539618E0
5.310683860E-1,5.578992367E0,-2.565588236E0,-7.688096046E0,9.839421713E0
5.335130740E-1,5.586174488E0,-2.565588236E0,-7.709642887E0,9.860333760E0
5.359577610E-1,5.590962887E0,-2.565588236E0,-7.712037086E0,9.864918906E0
5.384032820E-1,5.600539207E0,-2.589529276E0,-7.733583927E0,9.893433259E0
5.408487510E-1,5.600539207E0,-2.575164795E0,-7.709642887E0,9.870972930E0
5.432934380E-1,5.602932930E0,-2.560800076E0,-7.716825485E0,9.874206298E0
5.457381260E-1,5.590962887E0,-2.563194275E0,-7.709642887E0,9.862424871E0
5.481836470E-1,5.576598167E0,-2.565588236E0,-7.685702324E0,9.836193894E0
5.506291670E-1,5.526322365E0,-2.556012154E0,-7.654579163E0,9.780900734E0
5.530738550E-1,5.535898209E0,-2.553617716E0,-7.628243923E0,9.765103060E0
5.555185420E-1,5.492804527E0,-2.560800076E0,-7.609091282E0,9.727634283E0
5.579640630E-1,5.473651886E0,-2.551223755E0,-7.577967644E0,9.689953624E0
5.604095320E-1,5.459287167E0,-2.558406115E0,-7.558815002E0,9.668761164E0
5.628542190E-1,5.468863487E0,-2.546435595E0,-7.520509720E0,9.641103076E0
5.652989070E-1,5.442528725E0,-2.541647434E0,-7.510932922E0,9.617442694E0
5.677444280E-1,5.432951927E0,-2.532071114E0,-7.489386082E0,9.592666712E0
5.701898970E-1,5.411405087E0,-2.515312433E0,-7.491780281E0,9.577936804E0
5.726346360E-1,5.418587685E0,-2.522494555E0,-7.486992359E0,9.580142267E0
5.750793240E-1,5.413799286E0,-2.532071114E0,-7.491780281E0,9.583703804E0
5.775248440E-1,5.416193485E0,-2.508130074E0,-7.510932922E0,9.593747010E0
5.799703130E-1,5.428164005E0,-2.481794834E0,-7.501356602E0,9.586168209E0
5.824150010E-1,5.432951927E0,-2.493765354E0,-7.510932922E0,9.599476322E0
5.848596880E-1,5.456892967E0,-2.484189034E0,-7.534873962E0,9.629288740E0
5.873052090E-1,5.473651886E0,-2.486582994E0,-7.503750801E0,9.615104578E0
5.897506780E-1,5.476045609E0,-2.474612474E0,-7.513327122E0,9.620855827E0
5.921954170E-1,5.476045609E0,-2.450671673E0,-7.494174004E0,9.599766203E0
5.946401050E-1,5.516745567E0,-2.469824314E0,-7.470232964E0,9.609312896E0
5.970856260E-1,5.538292885E0,-2.441095352E0,-7.458262444E0,9.605067062E0
5.995310940E-1,5.547868729E0,-2.431518793E0,-7.424745560E0,9.582169780E0
6.019757820E-1,5.571809769E0,-2.419548273E0,-7.415169239E0,9.585614888E0
6.044204690E-1,5.581386089E0,-2.429124832E0,-7.431927681E0,9.606563755E0
6.068659900E-1,5.610115528E0,-2.414760113E0,-7.431927681E0,9.619667962E0
6.093114590E-1,5.646027088E0,-2.381242752E0,-7.429533482E0,9.630467625E0
6.117561990E-1,5.657997608E0,-2.402789593E0,-7.415169239E0,9.631773959E0
6.142008860E-1,5.672362328E0,-2.390819073E0,-7.419957161E0,9.640927055E0
6.166464070E-1,5.689120770E0,-2.371666431E0,-7.424745560E0,9.649753542E0
6.190918760E-1,5.708273888E0,-2.369272232E0,-7.446292400E0,9.677040467E0
6.215365630E-1,5.722638130E0,-2.376454592E0,-7.451080799E0,9.690961184E0
6.239812510E-1,5.751367092E0,-2.366878033E0,-7.436716080E0,9.694590301E0
6.264267720E-1,5.758549690E0,-2.354907513E0,-7.453474522E0,9.708798400E0
6.288722400E-1,5.784884453E0,-2.364484072E0,-7.448686600E0,9.723096478E0
6.313169800E-1,5.804037571E0,-2.323784351E0,-7.396016121E0,9.684414298E0
6.337616670E-1,5.792067051E0,-2.318996191E0,-7.422351837E0,9.696241068E0
6.362071360E-1,5.796854973E0,-2.318996191E0,-7.427139759E0,9.702766405E0
6.386526570E-1,5.830372810E0,-2.340543032E0,-7.429533482E0,9.729817909E0
6.410973440E-1,5.811219692E0,-2.323784351E0,-7.470232964E0,9.745492730E0
6.435420320E-1,5.837554455E0,-2.323784351E0,-7.467839241E0,9.759387207E0
6.459875530E-1,5.851919651E0,-2.323784351E0,-7.463051319E0,9.764326516E0
6.484330220E-1,5.866284370E0,-2.314208031E0,-7.508539200E0,9.805458278E0
6.508777610E-1,5.892619133E0,-2.314208031E0,-7.527691841E0,9.835886514E0
6.533224490E-1,5.921348095E0,-2.297449350E0,-7.554026604E0,9.869344188E0
6.557679170E-1,5.928530693E0,-2.295055389E0,-7.565997124E0,9.882260262E0
6.582133860E-1,5.930924892E0,-2.283084869E0,-7.575573444E0,9.888258674E0
6.606581260E-1,5.957259655E0,-2.287872791E0,-7.592332840E0,9.918004964E0
6.631028130E-1,5.988383293E0,-2.271114349E0,-7.597120762E0,9.936545613E0
6.655483340E-1,5.990777016E0,-2.266326189E0,-7.611485004E0,9.947881564E0
6.679938030E-1,5.995564938E0,-2.256749630E0,-7.633032322E0,9.965084056E0
6.704384900E-1,5.997959614E0,-2.235202789E0,-7.654579163E0,9.978187871E0
6.728831780E-1,6.021900654E0,-2.244779110E0,-7.656972885E0,9.996577139E0
6.753286990E-1,6.014718056E0,-2.256749630E0,-7.702461243E0,1.002983855E1
6.777741670E-1,6.038659096E0,-2.237596750E0,-7.721613407E0,1.005462861E1
6.802189070E-1,6.031476498E0,-2.254355669E0,-7.757524967E0,1.008166761E1
6.826635940E-1,6.060205936E0,-2.249567270E0,-7.771889687E0,1.010885346E1
6.851091150E-1,6.060205936E0,-2.242385149E0,-7.783860207E0,1.011646514E1
6.875545840E-1,6.043447018E0,-2.237596750E0,-7.798224926E0,1.011644221E1
6.899992720E-1,6.076964855E0,-2.220838070E0,-7.795830727E0,1.013097233E1
6.924439590E-1,6.055417538E0,-2.206473589E0,-7.767101765E0,1.009279332E1
6.948894800E-1,6.064994335E0,-2.218444109E0,-7.750343323E0,1.008828391E1
6.973349490E-1,6.064994335E0,-2.192109108E0,-7.726402283E0,1.006413389E1
6.997796880E-1,6.062600136E0,-2.187320709E0,-7.704854965E0,1.004511236E1
7.022243760E-1,6.055417538E0,-2.187320709E0,-7.690490723E0,1.002976076E1
7.046698970E-1,6.069782257E0,-2.168168068E0,-7.630638123E0,9.988485750E0
7.071153650E-1,6.067388058E0,-2.170562029E0,-7.628243923E0,9.985721943E0
7.095600530E-1,6.064994335E0,-2.146620989E0,-7.611485004E0,9.966285262E0
7.120047400E-1,6.043447018E0,-2.153803349E0,-7.554026604E0,9.910874767E0
7.144502610E-1,6.033871174E0,-2.158591509E0,-7.556421280E0,9.907907004E0
7.168957300E-1,6.043447018E0,-2.168168068E0,-7.515721321E0,9.884850611E0
7.193404690E-1,6.024294853E0,-2.120285988E0,-7.510932922E0,9.859100086E0
7.217851570E-1,6.043447018E0,-2.149015188E0,-7.482203484E0,9.855195944E0
7.242306780E-1,6.043447018E0,-2.132256508E0,-7.506144524E0,9.869750518E0
7.266761470E-1,6.043447018E0,-2.132256508E0,-7.472627640E0,9.844284307E0
7.291208340E-1,6.055417538E0,-2.098739147E0,-7.463051319E0,9.837170455E0
7.315655220E-1,6.038659096E0,-2.105921507E0,-7.460657120E0,9.826581996E0
7.340110420E-1,6.041053295E0,-2.089162588E0,-7.508539200E0,9.860886682E0
7.364565110E-1,6.057811737E0,-2.081980467E0,-7.501356602E0,9.864181495E0
7.389012510E-1,6.067388058E0,-2.053251028E0,-7.508539200E0,9.869508526E0
7.413459380E-1,6.055417538E0,-2.034098387E0,-7.510932922E0,9.860007666E0
7.437914590E-1,6.038659096E0,-2.026916027E0,-7.534873962E0,9.866514982E0
7.462369280E-1,6.036265373E0,-2.034098387E0,-7.508539200E0,9.846431679E0
7.486816150E-1,5.993171215E0,-2.012551546E0,-7.556421280E0,9.852307724E0
7.511263030E-1,5.974018574E0,-2.017339706E0,-7.539661884E0,9.828787247E0
7.535718240E-1,5.957259655E0,-2.034098387E0,-7.585150242E0,9.857028104E0
7.560172920E-1,5.928530693E0,-2.017339706E0,-7.592332840E0,9.841781019E0
7.584620320E-1,5.911771774E0,-2.017339706E0,-7.594726562E0,9.833543439E0
7.609067190E-1,5.897407055E0,-2.038886547E0,-7.613879204E0,9.844167047E0
7.633522400E-1,5.878254890E0,-2.041280746E0,-7.649790764E0,9.861034752E0
7.657977090E-1,5.871072292E0,-2.019733667E0,-7.645002842E0,9.848597992E0
7.682423970E-1,5.868678093E0,-2.036492586E0,-7.656972885E0,9.859914725E0
7.706870840E-1,5.851919651E0,-2.041280746E0,-7.692884445E0,9.878879581E0
7.731326050E-1,5.823190212E0,-2.046068907E0,-7.673731804E0,9.847949127E0
7.755780740E-1,5.784884453E0,-2.074798107E0,-7.719219685E0,9.866915823E0
