"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.033365300E-2,6.230186939E0,-4.303703785E0,-6.464712143E0,9.956384819E0
2.278500700E-2,6.246945858E0,-4.286945343E0,-6.517382145E0,9.993923301E0
2.523625700E-2,6.246945858E0,-4.286945343E0,-6.517382145E0,9.993923301E0
2.768755900E-2,6.251733780E0,-4.274974823E0,-6.586811066E0,1.003721401E1
3.013886100E-2,6.251733780E0,-4.274974823E0,-6.586811066E0,1.003721401E1
3.259016300E-2,6.256522179E0,-4.270186424E0,-6.620327950E0,1.006018410E1
3.504146500E-2,6.258916378E0,-4.260609627E0,-6.658634186E0,1.008286853E1
3.749276700E-2,6.282856941E0,-4.236669064E0,-6.694545269E0,1.011140902E1
3.994412100E-2,6.275674820E0,-4.217516422E0,-6.692151070E0,1.009734743E1
4.239547600E-2,6.263704300E0,-4.200757504E0,-6.687363148E0,1.007974112E1
4.484688200E-2,6.246945858E0,-4.186393261E0,-6.704121590E0,1.007449589E1
4.729823600E-2,6.244551659E0,-4.155269623E0,-6.692151070E0,1.005214291E1
4.974959000E-2,6.203852177E0,-4.126540661E0,-6.694545269E0,1.001663896E1
5.220094400E-2,6.182305336E0,-4.116963863E0,-6.670604706E0,9.983349030E0
5.465229900E-2,6.146393776E0,-4.073870182E0,-6.622722626E0,9.911358620E0
5.710370500E-2,6.100905418E0,-4.025988579E0,-6.598781586E0,9.847514883E0
5.955505900E-2,6.031476498E0,-4.011623859E0,-6.550899506E0,9.766581749E0
6.200641300E-2,6.002747536E0,-3.980500937E0,-6.507805824E0,9.707157273E0
6.445781900E-2,5.957259655E0,-3.956559896E0,-6.488653183E0,9.656393164E0
6.690922600E-2,5.921348095E0,-3.925436497E0,-6.431194782E0,9.582884810E0
6.936063200E-2,5.871072292E0,-3.901495457E0,-6.419224262E0,9.534023117E0
7.181203800E-2,5.830372810E0,-3.879948616E0,-6.385706425E0,9.477578536E0
7.426344400E-2,5.789672852E0,-3.858401537E0,-6.364159584E0,9.429215310E0
7.671485100E-2,5.727426052E0,-3.817702055E0,-6.333036423E0,9.353374177E0
7.916630900E-2,5.698697090E0,-3.803337336E0,-6.294731140E0,9.303986433E0
8.161776700E-2,5.667573452E0,-3.762637854E0,-6.277972221E0,9.256984804E0
8.406922600E-2,5.641238689E0,-3.755455256E0,-6.239666462E0,9.211973496E0
8.652068400E-2,5.617297649E0,-3.714755774E0,-6.232484341E0,9.175908914E0
8.897214200E-2,5.610115528E0,-3.709967613E0,-6.208543301E0,9.153319936E0
9.142360100E-2,5.552657127E0,-3.674056053E0,-6.165449619E0,9.074329621E0
9.387505900E-2,5.538292885E0,-3.666873932E0,-6.170237541E0,9.065896747E0
9.632651700E-2,5.523927689E0,-3.635750532E0,-6.143902779E0,9.026627299E0
9.877797600E-2,5.514351845E0,-3.611809492E0,-6.158267021E0,9.020947665E0
1.012294340E-1,5.499986649E0,-3.585474253E0,-6.143902779E0,8.991830743E0
1.036808920E-1,5.488016129E0,-3.578292131E0,-6.148690701E0,8.984925873E0
1.061323510E-1,5.526322365E0,-3.544774771E0,-6.179814339E0,9.016416822E0
1.085838090E-1,5.523927689E0,-3.547168732E0,-6.191784859E0,9.024100113E0
1.110352670E-1,5.521533489E0,-3.523227930E0,-6.249243259E0,9.052817707E0
1.134867260E-1,5.550262928E0,-3.496892929E0,-6.285154819E0,9.084979352E0
1.159381840E-1,5.564627647E0,-3.482527971E0,-6.313883781E0,9.108139784E0
1.183896420E-1,5.614903450E0,-3.460981369E0,-6.364159584E0,9.165591088E0
1.208410490E-1,5.641238689E0,-3.439434290E0,-6.400071144E0,9.198597330E0
1.232924550E-1,5.681938171E0,-3.444222689E0,-6.426405907E0,9.243688884E0
1.257438610E-1,5.679543972E0,-3.422675848E0,-6.464712143E0,9.260908853E0
1.281952670E-1,5.713061810E0,-3.427463770E0,-6.479076385E0,9.293277890E0
1.306297990E-1,5.765731812E0,-3.405917168E0,-6.498229027E0,9.331179752E0
1.330402670E-1,5.782490730E0,-3.389158249E0,-6.522170067E0,9.352127836E0
1.354438090E-1,5.784884453E0,-3.353246927E0,-6.543716908E0,9.355713979E0
1.378468820E-1,5.801643372E0,-3.322123528E0,-6.572446346E0,9.375106480E0
1.402493820E-1,5.782490730E0,-3.298182487E0,-6.596386909E0,9.371634171E0
1.426526110E-1,5.792067051E0,-3.283818007E0,-6.596386909E0,9.372503491E0
1.450555280E-1,5.777702332E0,-3.264665127E0,-6.598781586E0,9.358621749E0
1.474581320E-1,5.748973370E0,-3.255088806E0,-6.582022667E0,9.325734305E0
1.498611530E-1,5.729820251E0,-3.214389086E0,-6.577234745E0,9.296405445E0
1.522641210E-1,5.713061810E0,-3.183265924E0,-6.589205265E0,9.283850667E0
1.546675070E-1,5.669967651E0,-3.188054085E0,-6.589205265E0,9.259041421E0
1.570706320E-1,5.672362328E0,-3.185659885E0,-6.589205265E0,9.259684082E0
1.594734440E-1,5.648421288E0,-3.176083565E0,-6.601175785E0,9.250280623E0
1.618768300E-1,5.624480247E0,-3.164113045E0,-6.584416389E0,9.219594818E0
1.642796420E-1,5.602932930E0,-3.173689365E0,-6.615540028E0,9.232038316E0
1.666823510E-1,5.588568687E0,-3.168901443E0,-6.589205265E0,9.202807309E0
1.690854760E-1,5.557445049E0,-3.164113045E0,-6.608357430E0,9.196042342E0
1.714887050E-1,5.533504009E0,-3.159324884E0,-6.610752106E0,9.181668898E0
1.738924030E-1,5.526322365E0,-3.176083565E0,-6.617934227E0,9.188296856E0
1.762957880E-1,5.502381325E0,-3.156930923E0,-6.644268990E0,9.186333518E0
1.786988090E-1,5.459287167E0,-3.161719084E0,-6.646663666E0,9.163974128E0
1.811025070E-1,5.456892967E0,-3.171295404E0,-6.646663666E0,9.165856931E0
1.835059440E-1,5.435346127E0,-3.176083565E0,-6.651451588E0,9.158182273E0
1.859087050E-1,5.406617165E0,-3.180871725E0,-6.663422108E0,9.151538028E0
1.883119340E-1,5.404222965E0,-3.202418566E0,-6.653845787E0,9.150670701E0
1.907152150E-1,5.368311882E0,-3.228753805E0,-6.629904747E0,9.121362867E0
1.931186010E-1,5.382676125E0,-3.221571207E0,-6.634693146E0,9.130765381E0
1.955216740E-1,5.368311882E0,-3.233541727E0,-6.644268990E0,9.133502886E0
1.979243300E-1,5.356341362E0,-3.238330126E0,-6.632298470E0,9.119460389E0
2.003278190E-1,5.368311882E0,-3.240724325E0,-6.661027908E0,9.148243515E0
2.027310490E-1,5.358735085E0,-3.257482767E0,-6.668210030E0,9.153811265E0
2.051337570E-1,5.373099804E0,-3.255088806E0,-6.665816307E0,9.159634910E0
2.075367780E-1,5.392252445E0,-3.269453287E0,-6.740033150E0,9.230046484E0
2.099400070E-1,5.430558205E0,-3.283818007E0,-6.785521030E0,9.290732951E0
2.123437050E-1,5.449710846E0,-3.283818007E0,-6.821432590E0,9.328169788E0
2.147467260E-1,5.499986649E0,-3.255088806E0,-6.931560993E0,9.428255092E0
2.171493300E-1,5.461681366E0,-3.322123528E0,-6.586811066E0,9.178918678E0
2.195526630E-1,5.557445049E0,-3.291000366E0,-6.919590473E0,9.465548648E0
2.219556320E-1,5.588568687E0,-3.310153008E0,-7.587543964E0,9.987994609E0
2.243581840E-1,5.574203968E0,-3.329305887E0,-6.206149101E0,8.981776786E0
2.267609440E-1,5.653209209E0,-3.298182487E0,-7.826953888E0,1.020284221E1
2.291638610E-1,5.622086048E0,-3.362823248E0,-6.763974190E0,9.416356969E0
2.315671420E-1,5.669967651E0,-3.346064568E0,-7.075207233E0,9.664535098E0
2.339701630E-1,5.669967651E0,-3.353246927E0,-7.724007607E0,1.015150686E1
2.363729240E-1,5.655602932E0,-3.396340609E0,-6.462317467E0,9.234853604E0
2.387765170E-1,5.722638130E0,-3.365217209E0,-7.994541168E0,1.039162944E1
2.411796940E-1,5.686726570E0,-3.425069809E0,-6.874102592E0,9.556319832E0
2.435825590E-1,5.705879211E0,-3.415493250E0,-7.307434559E0,9.880346732E0
2.459858400E-1,5.684332848E0,-3.441828489E0,-7.886806488E0,1.031307616E1
2.483892780E-1,5.674756050E0,-3.453799009E0,-6.653845787E0,9.402406478E0
2.507931320E-1,5.722638130E0,-3.446616888E0,-8.277044296E0,1.063659802E1
2.531964130E-1,5.646027088E0,-3.520833731E0,-6.989019394E0,9.649885187E0
2.555992780E-1,5.703485012E0,-3.504075050E0,-7.613879204E0,1.013801952E1
2.580027150E-1,5.674756050E0,-3.532804251E0,-8.042423248E0,1.045773082E1
2.604055280E-1,5.674756050E0,-3.578292131E0,-6.840585709E0,9.581265242E0
2.628078190E-1,5.717849731E0,-3.568715811E0,-8.470966339E0,1.082528562E1
2.652104240E-1,5.617297649E0,-3.666873932E0,-7.103936195E0,9.770665626E0
2.676131320E-1,5.705879211E0,-3.657297373E0,-7.848501205E0,1.036975664E1
2.700165690E-1,5.636450768E0,-3.674056053E0,-8.085515976E0,1.051873727E1
2.724197990E-1,5.607721329E0,-3.721938133E0,-6.878890991E0,9.623850749E0
2.748224030E-1,5.667573452E0,-3.712361574E0,-8.514060020E0,1.088081961E1
2.772256320E-1,5.552657127E0,-3.798549414E0,-6.888467312E0,9.628705039E0
2.796283920E-1,5.583780289E0,-3.753061295E0,-7.733583927E0,1.025048251E1
2.820308920E-1,5.514351845E0,-3.791366816E0,-7.786254406E0,1.026685425E1
2.844338610E-1,5.464075565E0,-3.829672575E0,-6.644268990E0,9.416412492E0
2.868369340E-1,5.485621929E0,-3.798549414E0,-8.248315811E0,1.060922897E1
2.892405800E-1,5.346764565E0,-3.853613615E0,-6.534140587E0,9.280798587E0
2.916439650E-1,5.375493526E0,-3.820096016E0,-7.527691841E0,1.000775743E1
2.940468820E-1,5.284518242E0,-3.848825216E0,-7.381651402E0,9.860444514E0
2.964505800E-1,5.270153522E0,-3.875160217E0,-6.412041664E0,9.160003448E0
2.988540170E-1,5.253394604E0,-3.846431017E0,-7.994541168E0,1.031047404E1
3.012571940E-1,5.176783562E0,-3.870372057E0,-6.277972221E0,9.010649428E0
3.036607880E-1,5.229453564E0,-3.829672575E0,-7.477415562E0,9.895722313E0
3.060640690E-1,5.167207241E0,-3.882342577E0,-7.211670399E0,9.684048972E0
3.084677670E-1,5.164813042E0,-3.865584135E0,-6.431194782E0,9.109242602E0
3.108713090E-1,5.215089321E0,-3.832066536E0,-8.011299133E0,1.029867974E1
3.132744860E-1,5.171995163E0,-3.882342577E0,-6.318671703E0,9.041445125E0
3.156781840E-1,5.248606682E0,-3.827278376E0,-7.709642887E0,1.008139501E1
3.180813090E-1,5.222271442E0,-3.848825216E0,-7.338558197E0,9.794897191E0
3.204838610E-1,5.260577202E0,-3.832066536E0,-6.720880508E0,9.355674280E0
3.228870380E-1,5.301276684E0,-3.808125496E0,-8.229162216E0,1.050354536E1
3.252904760E-1,5.234241962E0,-3.848825216E0,-6.500623226E0,9.190693488E0
3.276941210E-1,5.320429802E0,-3.777002335E0,-7.980176449E0,1.030805200E1
3.300970380E-1,5.243818283E0,-3.810519934E0,-7.391228199E0,9.830968754E0
3.324997990E-1,5.258183002E0,-3.791366816E0,-6.991413593E0,9.534296767E0
3.349035490E-1,5.286911964E0,-3.772214174E0,-8.384778976E0,1.060592082E1
3.373067260E-1,5.215089321E0,-3.805731535E0,-6.646663666E0,9.266007070E0
3.397095900E-1,5.279729843E0,-3.736302614E0,-8.241132736E0,1.047624805E1
3.421130280E-1,5.215089321E0,-3.781790495E0,-7.477415562E0,9.869692977E0
3.445164650E-1,5.251000881E0,-3.755455256E0,-7.238005638E0,9.698720537E0
3.469200590E-1,5.277335644E0,-3.743484735E0,-8.475754738E0,1.066313124E1
3.493232880E-1,5.224665642E0,-3.774608374E0,-6.735245228E0,9.322463608E0
3.517262050E-1,5.306064606E0,-3.712361574E0,-8.365626335E0,1.057920857E1
3.541296940E-1,5.258183002E0,-3.757849693E0,-7.434322357E0,9.850841168E0
3.565324030E-1,5.327611446E0,-3.726726294E0,-7.283493519E0,9.763258187E0
3.589350590E-1,5.320429802E0,-3.717149734E0,-8.348867416E0,1.057486466E1
3.613383920E-1,5.272547722E0,-3.738696814E0,-6.593993187E0,9.233545337E0
3.637419860E-1,5.327611446E0,-3.671662092E0,-8.202827454E0,1.044753198E1
3.661456840E-1,5.262970924E0,-3.717149734E0,-7.051266193E0,9.551775753E0
3.685487570E-1,5.291700363E0,-3.662085533E0,-7.056054115E0,9.549914286E0
3.709516210E-1,5.239030361E0,-3.645326853E0,-7.879623890E0,1.014023272E1
3.733554760E-1,5.176783562E0,-3.664479494E0,-6.124749660E0,8.817032177E0
3.757591740E-1,5.210300922E0,-3.590262651E0,-7.783860207E0,1.003123628E1
3.781622990E-1,5.081019878E0,-3.633356333E0,-6.409647465E0,8.949950942E0
3.805657360E-1,5.104960442E0,-3.578292131E0,-6.548505306E0,9.041444433E0
3.829692780E-1,5.011590481E0,-3.566321611E0,-7.204488754E0,9.473085410E0
3.853728710E-1,4.951738358E0,-3.583080292E0,-5.545378208E0,8.252841729E0
3.877757880E-1,4.963708878E0,-3.525622129E0,-7.257158756E0,9.472843841E0
3.901783920E-1,4.834427834E0,-3.518439531E0,-5.830275536E0,8.351240748E0
3.925819340E-1,4.824851036E0,-3.472951889E0,-6.232484341E0,8.613039150E0
3.949850070E-1,4.745845795E0,-3.480134010E0,-6.842979431E0,9.025561065E0
3.973878190E-1,4.681205273E0,-3.492104530E0,-5.389761448E0,7.947201100E0
3.997908920E-1,4.702752113E0,-3.422675848E0,-7.223640919E0,9.274242585E0
4.021939130E-1,4.592623711E0,-3.458587170E0,-5.851822853E0,8.203526587E0
4.045977150E-1,4.628535271E0,-3.413099289E0,-6.524564266E0,8.697271088E0
4.070009960E-1,4.590229034E0,-3.425069809E0,-7.068024635E0,9.097157690E0
4.094037050E-1,4.571076870E0,-3.422675848E0,-5.866187096E0,8.186672386E0
4.118073510E-1,4.623746872E0,-3.362823248E0,-7.740766525E0,9.623257335E0
4.142105800E-1,4.559106350E0,-3.410705328E0,-6.347401142E0,8.526890571E0
4.166133920E-1,4.616564751E0,-3.334094048E0,-7.269129276E0,9.234126578E0
4.190166210E-1,4.621352673E0,-3.350852728E0,-7.647396564E0,9.542944448E0
4.214196420E-1,4.597411633E0,-3.341276407E0,-6.503017426E0,8.636524613E0
4.238230280E-1,4.642899513E0,-3.281423807E0,-8.332109451E0,1.008703653E1
4.262261010E-1,4.578258514E0,-3.307759047E0,-6.775944710E0,8.821289455E0
4.286286010E-1,4.628535271E0,-3.259876966E0,-7.764707565E0,9.609413102E0
4.310320380E-1,4.580653191E0,-3.243118286E0,-7.908353806E0,9.697538852E0
4.334354240E-1,4.563894272E0,-3.245512247E0,-6.809462070E0,8.816533012E0
4.358380800E-1,4.575864792E0,-3.188054085E0,-8.542789459E0,1.020203309E1
4.382408920E-1,4.506436348E0,-3.211995125E0,-6.852556229E0,8.808087653E0
4.406440170E-1,4.554317474E0,-3.140172005E0,-7.925112247E0,9.664879307E0
4.430475590E-1,4.504041672E0,-3.142565966E0,-7.867653847E0,9.594899128E0
4.454505800E-1,4.513617992E0,-3.149748564E0,-6.931560993E0,8.851000011E0
4.478533400E-1,4.571076870E0,-3.101866484E0,-8.600248337E0,1.022157478E1
4.502567260E-1,4.518406391E0,-3.156930923E0,-6.900437832E0,8.831661873E0
4.526599550E-1,4.599805832E0,-3.099472284E0,-8.126216888E0,9.838716535E0
4.550630280E-1,4.595017433E0,-3.128201485E0,-7.891594410E0,9.652828190E0
4.574663610E-1,4.623746872E0,-3.123413324E0,-7.123089314E0,9.048378158E0
4.598696420E-1,4.695569515E0,-3.087501764E0,-8.719953537E0,1.037393994E1
4.622731320E-1,4.662052155E0,-3.164113045E0,-6.969866753E0,8.962442982E0
4.646761010E-1,4.760210037E0,-3.082713604E0,-8.320138931E0,1.006913276E1
4.670788610E-1,4.736268997E0,-3.154536486E0,-7.927505970E0,9.758519117E0
4.694823510E-1,4.774575233E0,-3.144960403E0,-7.293070316E0,9.266942281E0
4.718853190E-1,4.822457314E0,-3.111442804E0,-8.777411461E0,1.048714083E1
4.742879240E-1,4.767392635E0,-3.171295404E0,-6.984230995E0,9.031313840E0
4.766908920E-1,4.827245235E0,-3.128201485E0,-8.415902138E0,1.019388787E1
4.790938610E-1,4.798516273E0,-3.168901443E0,-7.826953888E0,9.712306726E0
4.814972990E-1,4.786545753E0,-3.168901443E0,-7.312222481E0,9.296319391E0
4.839003710E-1,4.827245235E0,-3.121019363E0,-8.672071457E0,1.040422423E1
4.863031320E-1,4.762604713E0,-3.176083565E0,-6.893255711E0,8.960294904E0
4.887063610E-1,4.829638958E0,-3.094684124E0,-8.406326294E0,1.017687595E1
4.911091210E-1,4.798516273E0,-3.137778044E0,-7.668943405E0,9.575181587E0
4.935116740E-1,4.851186275E0,-3.111442804E0,-7.357710838E0,9.346175335E0
4.959147460E-1,4.884703636E0,-3.087501764E0,-8.643342018E0,1.039713220E1
4.983177150E-1,4.875127316E0,-3.159324884E0,-6.905226231E0,9.023876626E0
5.007209440E-1,4.999619961E0,-3.068349123E0,-8.552366257E0,1.037082131E1
5.031239650E-1,4.999619961E0,-3.123413324E0,-7.743160725E0,9.731826579E0
5.055267260E-1,5.076231480E0,-3.089895964E0,-7.633032322E0,9.673611814E0
5.079301630E-1,5.162419319E0,-3.087501764E0,-8.851628304E0,1.070208223E1
5.103331840E-1,5.195936203E0,-3.123413324E0,-7.214064598E0,9.423173130E0
5.127358920E-1,5.298882484E0,-3.065955162E0,-8.956969261E0,1.084921817E1
5.151390170E-1,5.320429802E0,-3.109048843E0,-7.975388050E0,1.007868903E1
5.175421940E-1,5.416193485E0,-3.109048843E0,-8.044816971E0,1.018432210E1
5.199459440E-1,5.514351845E0,-3.099472284E0,-9.088644028E0,1.107331274E1
5.223493820E-1,5.533504009E0,-3.135383844E0,-7.470232964E0,9.810946896E0
5.247521420E-1,5.657997608E0,-3.075531244E0,-9.229896545E0,1.125445777E1
5.271552150E-1,5.617297649E0,-3.137778044E0,-8.068758011E0,1.032010367E1
5.295580280E-1,5.727426052E0,-3.106654644E0,-8.238739014E0,1.050388180E1
5.319608920E-1,5.777702332E0,-3.092290163E0,-9.069491386E0,1.118927061E1
5.343644340E-1,5.799249172E0,-3.130595684E0,-7.465445042E0,9.958151935E0
5.367678710E-1,5.902195454E0,-3.070743322E0,-9.136526108E0,1.130227787E1
5.391714130E-1,5.875860214E0,-3.137778044E0,-7.779072285E0,1.024135489E1
5.415746940E-1,5.966835976E0,-3.097078323E0,-8.063969612E0,1.049869666E1
5.439772990E-1,5.945289135E0,-3.101866484E0,-8.636158943E0,1.093395079E1
5.463806320E-1,5.921348095E0,-3.147354364E0,-7.034507751E0,9.718667710E0
5.487836530E-1,6.005141735E0,-3.101866484E0,-8.672071457E0,1.099491366E1
5.511862050E-1,5.906983852E0,-3.161719084E0,-7.156606674E0,9.803363958E0
5.535894340E-1,5.930924892E0,-3.125807524E0,-7.580362320E0,1.011970531E1
5.559927150E-1,5.906983852E0,-3.149748564E0,-7.999329090E0,1.043085040E1
5.583960490E-1,5.844737053E0,-3.207206726E0,-6.483864784E0,9.299872512E0
5.607990170E-1,5.875860214E0,-3.192842245E0,-8.164522171E0,1.055364378E1
5.632015690E-1,5.756155491E0,-3.257482767E0,-6.548505306E0,9.307386409E0
5.656048510E-1,5.796854973E0,-3.257482767E0,-7.190123558E0,9.793497758E0
5.680077670E-1,5.744184971E0,-3.276635647E0,-7.522903442E0,1.001629065E1
5.704104760E-1,5.722638130E0,-3.329305887E0,-6.198966980E0,9.069732988E0
5.728138610E-1,5.760943890E0,-3.288606167E0,-7.949053288E0,1.035330156E1
5.752170380E-1,5.653209209E0,-3.381976128E0,-6.378524303E0,9.169629719E0
5.776205800E-1,5.705879211E0,-3.365217209E0,-7.226035118E0,9.802924460E0
5.800239650E-1,5.681938171E0,-3.408311129E0,-7.477415562E0,9.990633094E0
5.824268820E-1,5.662785530E0,-3.451404810E0,-6.392889023E0,9.211317234E0
5.848304760E-1,5.729820251E0,-3.446616888E0,-8.200433731E0,1.058097923E1
5.872336530E-1,5.662785530E0,-3.516045570E0,-6.603569508E0,9.382795247E0
5.896363090E-1,5.710667610E0,-3.494498491E0,-7.738372803E0,1.023257826E1
5.920391740E-1,5.681938171E0,-3.532804251E0,-7.879623890E0,1.033700149E1
5.944421420E-1,5.665179729E0,-3.530410051E0,-6.948319435E0,9.635206249E0
5.968457880E-1,5.729820251E0,-3.518439531E0,-8.734316826E0,1.102263794E1
5.992492260E-1,5.643632889E0,-3.585474253E0,-7.091965675E0,9.746906942E0
6.016519340E-1,5.732214451E0,-3.532804251E0,-8.322532654E0,1.070530421E1
6.040554240E-1,5.696303368E0,-3.573503733E0,-8.260286331E0,1.065129716E1
6.064588090E-1,5.691514492E0,-3.602233171E0,-7.439110279E0,1.003542639E1
6.088615690E-1,5.701091290E0,-3.559139252E0,-9.076673508E0,1.129406552E1
6.112644340E-1,5.634056568E0,-3.618991852E0,-7.376863480E0,9.962821399E0
6.136674030E-1,5.713061810E0,-3.563927650E0,-8.681647301E0,1.098688561E1
6.160710490E-1,5.631662369E0,-3.592656851E0,-8.387172699E0,1.072228848E1
6.184741740E-1,5.653209209E0,-3.590262651E0,-7.656972885E0,1.017241338E1
6.208767260E-1,5.653209209E0,-3.542380571E0,-9.167649269E0,1.133812275E1
6.232802670E-1,5.583780289E0,-3.566321611E0,-7.386440277E0,9.922537584E0
6.256833400E-1,5.657997608E0,-3.513651609E0,-8.700799942E0,1.095730826E1
6.280858920E-1,5.533504009E0,-3.547168732E0,-8.214797974E0,1.052069287E1
6.304889130E-1,5.509562969E0,-3.528016090E0,-7.580362320E0,1.001319502E1
6.328920900E-1,5.528716087E0,-3.516045570E0,-8.925845146E0,1.107248796E1
6.352954760E-1,5.416193485E0,-3.554351091E0,-7.106329918E0,9.616053684E0
6.376983920E-1,5.437740326E0,-3.499286890E0,-8.506877899E0,1.068555100E1
6.401010490E-1,5.353946686E0,-3.535198212E0,-7.798224926E0,1.009825151E1
6.425042780E-1,5.332400322E0,-3.516045570E0,-7.345740318E0,9.734319209E0
6.449073510E-1,5.325217724E0,-3.501681089E0,-8.602642059E0,1.070631424E1
6.473105280E-1,5.210300922E0,-3.575898170E0,-6.783127308E0,9.270657986E0
6.497139650E-1,5.274941444E0,-3.511257410E0,-8.296197891E0,1.043938865E1
6.521172460E-1,5.164813042E0,-3.561533213E0,-7.427139759E0,9.722253730E0
6.545208920E-1,5.193542004E0,-3.566321611E0,-7.173365116E0,9.547182593E0
6.569241210E-1,5.169600964E0,-3.556745291E0,-8.332109451E0,1.043068833E1
6.593269860E-1,5.104960442E0,-3.607021332E0,-6.591598988E0,9.084074043E0
6.617306320E-1,5.155236721E0,-3.537592649E0,-8.253103256E0,1.035397222E1
6.641337050E-1,5.071443081E0,-3.580686331E0,-7.295464039E0,9.579386466E0
6.665364650E-1,5.071443081E0,-3.571109772E0,-7.261946678E0,9.550299968E0
6.689398510E-1,5.059472561E0,-3.554351091E0,-8.339291573E0,1.038149595E1
6.713432880E-1,4.973285198E0,-3.583080292E0,-6.696939468E0,9.078602772E0
6.737469340E-1,5.030743599E0,-3.511257410E0,-8.442237854E0,1.043593262E1
6.761500590E-1,4.911038876E0,-3.530410051E0,-7.362499237E0,9.528299585E0
6.785529240E-1,4.927797318E0,-3.496892929E0,-7.482203484E0,9.617422499E0
6.809563610E-1,4.894279957E0,-3.458587170E0,-8.423084259E0,1.033751179E1
6.833596420E-1,4.839215755E0,-3.472951889E0,-6.842979431E0,9.072252832E0
6.857626630E-1,4.889491558E0,-3.408311129E0,-8.638552666E0,1.049515624E1
6.881661010E-1,4.798516273E0,-3.420281649E0,-7.431927681E0,9.484599835E0
6.905696420E-1,4.872733116E0,-3.374793768E0,-7.800619125E0,9.797061791E0
6.929732880E-1,4.870338917E0,-3.346064568E0,-8.619400978E0,1.045037906E1
6.953763610E-1,4.853579998E0,-3.374793768E0,-7.130270958E0,9.262139910E0
6.977790170E-1,4.980467796E0,-3.276635647E0,-8.947392464E0,1.075161535E1
7.001824030E-1,4.956526756E0,-3.326911926E0,-7.611485004E0,9.673169306E0
7.025856840E-1,5.066655159E0,-3.252694845E0,-8.140581131E0,1.012521997E1
7.049887570E-1,5.078625679E0,-3.240724325E0,-8.739106178E0,1.061445758E1
7.073919340E-1,5.112142563E0,-3.257482767E0,-7.369681358E0,9.542400059E0
7.097951110E-1,5.215089321E0,-3.214389086E0,-9.138919830E0,1.100224111E1
7.121987570E-1,5.174389839E0,-3.243118286E0,-7.647396564E0,9.786460067E0
7.146020900E-1,5.255788803E0,-3.204812765E0,-8.310562134E0,1.034212666E1
7.170049550E-1,5.236636162E0,-3.178477526E0,-8.518848419E0,1.049265725E1
7.194086010E-1,5.274941444E0,-3.161719084E0,-8.040028572E0,1.012242729E1
7.218117260E-1,5.277335644E0,-3.154536486E0,-8.190856934E0,1.024165559E1
7.242143820E-1,5.277335644E0,-3.137778044E0,-8.080728531E0,1.014860070E1
7.266177150E-1,5.236636162E0,-3.137778044E0,-8.075940132E0,1.012367613E1
7.290212050E-1,5.207906723E0,-3.085107803E0,-7.972994328E0,1.001043561E1
7.314247990E-1,5.169600964E0,-3.085107803E0,-7.927505970E0,9.954296318E0
7.338278710E-1,5.102566719E0,-3.087501764E0,-7.903564930E0,9.901272285E0
7.362307360E-1,5.061866760E0,-3.056378603E0,-7.879623890E0,9.851518559E0
7.386345900E-1,5.011590481E0,-3.063560724E0,-7.855683327E0,9.808832958E0
